Gene = Ate1
index = 147
Annotated 5SS: [   225   3476   5819   8770  10574  12099  14887  37898  52325  55450
 101133]
Annotated 3SS: [  3411   5755   8665  10321  11880  14757  37864  52142  55349 101011
 124843]
SMsplice 5SS: [   225   3476   5819   8770  10574  12099  43990  52325  55450  70208
  73282  79302  80940  87922 101133 114296 123786]
SMsplice 3SS: [  3300   5755   8665  10321  11880  43891  52142  55349  70083  73175
  79202  80845  87821 101011 114207 123510 124843]
top_k =  500
Partition function (log Z): -52.95763491074709

Sorted 5' Splice Sites (High to Low Probability):
Position 8770: 0.9794943281511564
Position 3476: 0.8656965297336383
Position 225: 0.8326998668006914
Position 10574: 0.6825542179941594
Position 5819: 0.624760304126261
Position 12099: 0.5190527263259408
Position 14887: 0.4655021141963041
Position 9756: 0.46191639363071346
Position 11995: 0.4297829088322462
Position 8970: 0.31328188792120754
Position 4966: 0.20205043418231003
Position 15859: 0.15776580444760113
Position 937: 0.15319717990382864
Position 8966: 0.135446008982619
Position 450: 0.12635411231123891
Position 11654: 0.11481506857327452
Position 10361: 0.0985279139040176
Position 5128: 0.08420266207938999
Position 8955: 0.06513490231926568
Position 13664: 0.06243594672864499
Position 7470: 0.05835055499727446
Position 2085: 0.05594266551921782
Position 15160: 0.04780415939890585
Position 8002: 0.047085493049125474
Position 9105: 0.0377313249082417
Position 3067: 0.032899963973270614
Position 5168: 0.030735456592814105
Position 10529: 0.02590813019909603
Position 1798: 0.024726445993186144
Position 1510: 0.023506619634575066
Position 14878: 0.022706981838911903
Position 2569: 0.020737793906853833
Position 14368: 0.02013597630413442
Position 20359: 0.01920644464259417
Position 1934: 0.0191490401370779
Position 9684: 0.018429539571122307
Position 790: 0.018135572727698508
Position 14339: 0.017820885074879632
Position 264: 0.01572159527352618
Position 3933: 0.014951561043800847
Position 6978: 0.013364465366962366
Position 6670: 0.013011268231819998
Position 10679: 0.011078675223339048
Position 9789: 0.010187487925753608
Position 2955: 0.010015440346964654
Position 9026: 0.008732607897568941
Position 5667: 0.008612906202622644
Position 841: 0.00724132611173466
Position 11191: 0.006775274000104704
Position 2888: 0.00671046818563659
Position 5684: 0.00643570106542724
Position 5278: 0.006381599305374153
Position 67: 0.0057224504961370755
Position 2499: 0.005310211856844783
Position 2062: 0.005211325865758756
Position 2433: 0.005209574183141076
Position 10579: 0.004407380710914401
Position 8764: 0.004040437062977468
Position 10415: 0.003744815975742149
Position 6103: 0.0032268002490773388
Position 500: 0.0029452954965064246
Position 9305: 0.0021545147516227065
Position 10463: 0.001890040796203958
Position 2599: 0.0018075149320568753
Position 12092: 0.0017523201836743842
Position 9793: 0.0013784187322189911
Position 10395: 0.0008023603677928616
Position 13042: 0.0007963903601299626
Position 9281: 0.0007706294066573958
Position 607: 0.0004607827378446786
Position 9713: 0.0004329443475693203
Position 81: 0.00030025070564180574
Position 8817: 0.0002868373711360918
Position 205: 0.00022546837476858286
Position 819: 0.00021356253046783406
Position 250: 0.00018994212868507813
Position 958: 0.0001825308467845
Position 926: 0.00015695997353915494
Position 157: 0.0001400882116113169
Position 1786: 0.0001363402353450165
Position 313: 0.00010109040893564065
