Gene = Nfrkb
index = 744
Annotated 5SS: [   79  2858  5973  8639 10306 10946 11602 12453 13138 13856 14512 14812
 15944 16087 16883 17438 19466 23205 23733 24087 24446 25198 28593 32891
 33758]
Annotated 3SS: [ 2684  5770  8510 10130 10843 11527 12367 12956 13746 14384 14745 15863
 16042 16821 17262 19358 23080 23652 23871 24174 24984 27824 32783 33621
 33862]
SMsplice 5SS: [   79  2858  8639 10306 10946 11602 12216 12453 14512 14707 15944 16087
 19243 19466 23205 23733 24087 24446 25198 27907 32891 33758]
SMsplice 3SS: [ 2684  8510 10130 10601 11527 12092 12333 14384 14592 15863 16042 19168
 19358 23080 23652 23871 24174 25090 27824 32783 33621 33862]
top_k =  500
Partition function (log Z): 40.09118927491818

Sorted 5' Splice Sites (High to Low Probability):
Position 12453: 0.992273061938561
Position 14512: 0.9873563341710991
Position 23733: 0.9820203343718221
Position 19466: 0.9820023720989034
Position 27907: 0.9641901231008739
Position 32891: 0.9514308319229109
Position 15944: 0.9448427234350164
Position 10306: 0.9117316423384134
Position 23205: 0.8957434054656046
Position 33758: 0.8814990815074356
Position 24087: 0.8561146896277991
Position 8639: 0.8436753667483109
Position 79: 0.8169290536203863
Position 2858: 0.8128248203256008
Position 11602: 0.8046854900311011
Position 12216: 0.79197430337493
Position 5973: 0.7144697267536491
Position 24446: 0.6984636862676185
Position 25198: 0.68341457630953
Position 10946: 0.6541315198592854
Position 16883: 0.6379750702903413
Position 14707: 0.6126452045512891
Position 19243: 0.5553746028667098
Position 5564: 0.5527645217140787
Position 16087: 0.5212882932577823
Position 13856: 0.5073553990857699
Position 17438: 0.40731361741612665
Position 16612: 0.34029565669586487
Position 16107: 0.33014281609777324
Position 26366: 0.3283909829004688
Position 20137: 0.26002667662527984
Position 14812: 0.25766927396607453
Position 24308: 0.25393798491074887
Position 1449: 0.23239293783171994
Position 19292: 0.22021555504605062
Position 28593: 0.1790793096944492
Position 1119: 0.1705813610899556
Position 13138: 0.17013466129773205
Position 55: 0.15590466010310583
Position 13215: 0.14966761523377442
Position 23567: 0.14171859508847778
Position 7224: 0.12910078794486096
Position 5685: 0.11667090961243962
Position 10710: 0.11482149856478605
Position 16900: 0.11027083409841915
Position 2828: 0.10705802026634023
Position 11848: 0.09536194405275454
Position 1095: 0.09388407448413959
Position 26398: 0.08500342540638307
Position 28174: 0.08400348780930764
Position 22136: 0.08341463656287676
