Gene = Otos
index = 786
Annotated 5SS: [  91 3158 3508 3660]
Annotated 3SS: [2964 3414 3632 4323]
SMsplice 5SS: [  91  357 3158 3508 3713]
SMsplice 3SS: [ 190 3078 3414 3632 4323]
top_k =  500
Partition function (log Z): 1.8747676857544873

Sorted 5' Splice Sites (High to Low Probability):
Position 91: 0.9394300971847629
Position 3508: 0.8535661920380199
Position 3158: 0.7519919839428164
Position 357: 0.5199657806254092
Position 1738: 0.5089381541008153
Position 3713: 0.48531414746243473
Position 3697: 0.3292886514297973
Position 737: 0.29535640411764036
Position 4158: 0.1734392333043398
Position 3660: 0.16110410958352286
Position 3444: 0.07040579020618788
Position 1532: 0.06399821420991351
Position 3055: 0.062049086760779575
Position 4146: 0.05511959956604017
Position 2609: 0.05042757016013645
Position 384: 0.032971073856248166
Position 2114: 0.025802226280213423
Position 2166: 0.021866536345070787
Position 352: 0.007357569403962382
Position 348: 0.0071451894639596525
Position 480: 0.007010912184105154
Position 2136: 0.0047957326908342245
Position 3771: 0.003195917999810273
Position 3860: 0.002760481386804627
Position 3173: 0.0016607047477688879
Position 462: 0.00157103206242785
Position 4206: 0.0013954288661845347
Position 3717: 0.0013917133634472438
Position 2342: 0.0010020973705063164
Position 447: 0.0008262130885244373
Position 47: 0.0008161263833683276
Position 4165: 0.0006449757039098675
Position 1141: 0.0005993933310986245
Position 3986: 0.000472765986981175
Position 1537: 0.0004069706539179192
Position 84: 0.0002677838397011279
Position 3962: 0.0002163178587188881
Position 523: 0.00021411980487252592
Position 103: 0.00019005433615999916
Position 539: 0.0001606933866465487
Position 3415: 0.000145716446863719
Position 318: 0.00012988062110089193
Position 1559: 9.627366012357987e-05
Position 3933: 8.091606413023924e-05
Position 2002: 5.944632195693349e-05
Position 119: 5.099960357793285e-05
Position 1362: 4.324673238956432e-05
Position 3761: 4.244591141921392e-05
Position 3785: 3.60776992752969e-05
Position 132: 3.55087775454144e-05
Position 98: 3.094882732717704e-05
Position 1039: 2.9357745870126838e-05
Position 1762: 2.904953875312802e-05
Position 1681: 2.6663646568259736e-05
Position 1116: 2.5192299057632582e-05
Position 1275: 1.6314773213519572e-05
Position 909: 1.3680414283206262e-05
Position 1667: 8.700004278646442e-06
Position 367: 4.950351280765472e-06
Position 187: 3.208460967772588e-06
Position 156: 2.51884300126501e-06
Position 593: 2.1722811387560933e-06
Position 220: 1.970792534428458e-06
Position 8: 1.1536810024180444e-06
Position 134: 9.310968149874218e-07
Position 222: 8.624954059552966e-07
Position 5: 3.825648819103696e-07
Position 13: 3.4448284707801573e-07
Position 168: 3.368026785504781e-07
Position 236: 3.0441663833559964e-07
Position 138: 2.3670584543035612e-08
Position 136: 1.5379315206746104e-08
Position 830: 9.665975555140001e-09
Position 1907: 8.544602937730031e-09
Position 1604: 7.867800598709463e-09
Position 294: 7.629163134403814e-09
Position 1504: 7.096330506357631e-09
Position 924: 7.05737952623291e-09
Position 289: 6.05750607139531e-09
Position 291: 3.132548344304247e-09
Position 505: 1.6796529961680385e-09
Position 670: 1.4853087459853018e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4323: 0.982608140733792
Position 3414: 0.9065924455340629
Position 3632: 0.8922392572726806
Position 190: 0.549740467412164
Position 3078: 0.360956161765634
Position 2964: 0.2695402270218536
Position 1415: 0.24001377118947048
Position 2976: 0.16623618165147602
Position 1589: 0.14970957443851113
Position 4007: 0.10979188096498076
Position 4082: 0.09364143494561092
Position 3583: 0.08734324203999509
Position 633: 0.07423831997256185
Position 1962: 0.051254533187446175
Position 602: 0.05101668700026065
Position 1677: 0.04733841236007085
Position 505: 0.043219742119555586
Position 528: 0.0393335238003905
Position 1658: 0.03507443754605687
Position 1351: 0.028823531938777305
Position 1495: 0.018444095114271322
Position 1361: 0.016922372129955583
Position 2513: 0.01520265391231619
Position 2495: 0.01340293233473424
Position 2492: 0.013132141918099086
Position 2992: 0.013080677891072232
Position 1471: 0.012799375165818774
Position 3942: 0.010336721109277646
Position 3253: 0.008688331718628367
Position 3982: 0.00784945303431275
Position 1680: 0.0073650029918786684
Position 1375: 0.006281417563446528
Position 614: 0.006188066580320768
Position 329: 0.005849887096531124
Position 638: 0.005751619486564702
Position 4145: 0.005587369305928929
Position 3914: 0.005537527047115057
Position 548: 0.005167679496982466
Position 3050: 0.0049804908495921655
Position 2346: 0.004720569072597012
Position 3360: 0.0046858709807140525
Position 722: 0.0046265970694673265
Position 394: 0.004541512952051615
Position 230: 0.004466733754640763
Position 1620: 0.004342760050387694
Position 3606: 0.004144418648497446
Position 3194: 0.003537339338881091
Position 1499: 0.003070194421978425
Position 3279: 0.0030107945325795753
Position 193: 0.002977447770063669
Position 2559: 0.0024517199581503553
Position 645: 0.0023583862457625345
Position 1450: 0.0021872228205187406
Position 2245: 0.0020795345788371345
Position 268: 0.0019174729258594242
Position 432: 0.0019160519863119397
Position 535: 0.0017423111699580805
Position 284: 0.0016632714600036452
Position 3376: 0.0015817081764195086
Position 3797: 0.0015714837798269706
Position 439: 0.001537352734424791
Position 3925: 0.001460604051313869
Position 214: 0.001364581907065649
Position 2030: 0.001196573771697948
Position 680: 0.0011932732081165528
Position 196: 0.0011708044088877228
Position 2937: 0.0009857251913842069
Position 635: 0.0009538056159108632
Position 4499: 0.0008712376172765809
Position 3635: 0.000850453828704476
Position 4403: 0.000835708078972908
Position 3562: 0.0008155872833276686
Position 4223: 0.0007223675901027884
Position 3507: 0.0006527848407136997
Position 4424: 0.0005284243666603384
Position 1447: 0.0005169508375990667
Position 3864: 0.0004322812401178987
Position 3945: 0.0003506621021991817
Position 2700: 0.0003485398835622303
Position 572: 0.0003465792286723177
Position 922: 0.00032956156786518367
