Gene = Brca2
index = 186
Annotated 5SS: [  461   650  7068  8548  9104  9466  9773 12013 12921 14508 20828 22361
 25381 26206 28384 29765 30478 31880 34387 34616 35882 37567 37962 38194
 44500 45139]
Annotated 3SS: [  544  6839  8438  9053  9424  9660 11962 12808 13400 16018 22264 25310
 25858 28201 29576 30306 31524 34230 34470 35759 37373 37797 38054 44257
 44976 46308]
SMsplice 5SS: [   64   650  3827  7068  8548  9584  9773 12013 12921 30497 31880 34387
 34616 35882 37567 38194 41049 45139]
SMsplice 3SS: [  544  3736  6839  8438  9424  9660 11962 12808 30375 31524 34230 34470
 35759 37373 38054 40956 44976 46537]
top_k =  500
Partition function (log Z): -9.63750689382017

Sorted 5' Splice Sites (High to Low Probability):
Position 12013: 0.9257993746027893
Position 650: 0.9060226187974937
Position 8548: 0.8623141021185582
Position 9773: 0.8588087861375547
Position 7068: 0.8368194759181038
Position 3827: 0.7332926258904797
Position 9584: 0.6995400639777465
Position 12921: 0.6908959922520502
Position 2354: 0.4905747502470346
Position 1447: 0.4512140746136246
Position 9104: 0.36579281812235875
Position 64: 0.33487079403539244
Position 60: 0.2333816515568645
Position 16106: 0.13510333652439285
Position 267: 0.13222891856156185
Position 461: 0.12836628659450383
Position 675: 0.09011756394491151
Position 18532: 0.08828460623746272
Position 230: 0.081979973353411
Position 12744: 0.08103843862695918
Position 19564: 0.08067806598031475
Position 2517: 0.07702934434240878
Position 9466: 0.07570507074516995
Position 10312: 0.0620280932362512
Position 4131: 0.06142189483282163
Position 9493: 0.057921157806641414
Position 2406: 0.05615525440187174
Position 13308: 0.054385273093422754
Position 2350: 0.05320605448508398
Position 18161: 0.05243748526208105
Position 14508: 0.05220503289466737
Position 6570: 0.050320185434915204
Position 13908: 0.04906067632957832
Position 5423: 0.045536804045634906
Position 4482: 0.038321646236521546
Position 2117: 0.034555079334681646
Position 74: 0.033147188992170215
Position 321: 0.02558387638505679
Position 269: 0.01969217355907126
Position 14148: 0.019625764804398958
Position 1301: 0.015470696242247487
Position 2157: 0.014440880098707054
Position 179: 0.014284855877855116
Position 11354: 0.013259977230113944
Position 1796: 0.012737205703782421
Position 3902: 0.012722305110367555
Position 108: 0.011896835319838334
Position 2068: 0.011353944542987507
Position 14331: 0.011240132909306725
Position 10085: 0.01015791230341765
Position 8976: 0.009733677083985863
Position 6939: 0.009286058809884935
Position 223: 0.008838902068266381
Position 7080: 0.008806934137763935
Position 297: 0.008730666925048687
Position 8892: 0.008289250516767
Position 1139: 0.008090566180171531
Position 9483: 0.00799837515896195
Position 13980: 0.007816668535629468
Position 12925: 0.007039244685264094
Position 14378: 0.0064923089151311085
Position 8837: 0.006047764042635266
Position 100: 0.005874625254890479
Position 13331: 0.005316836559176841
Position 4874: 0.00497908373037845
Position 5514: 0.003984544759450225
Position 11707: 0.0037630648659750803
Position 85: 0.0035982460134198102
Position 316: 0.0034578218284195645
Position 7258: 0.00341690125812362
Position 8887: 0.00288023249913011
Position 10445: 0.0027233752704395532
Position 273: 0.0026637135351024925
Position 2610: 0.0025493895434542083
Position 291: 0.0024093022224671067
Position 193: 0.0022054322392478743
Position 4019: 0.002104610412354471
Position 28: 0.0020768014224509003
Position 1111: 0.0020587815888400574
Position 13994: 0.0018186872065569942
Position 722: 0.0015791974541157765
Position 5604: 0.0013436805714078215
Position 216: 0.0012188147460324079
Position 1159: 0.0011795009602076285
Position 1310: 0.0010850166667831093
Position 1424: 0.0010759978466925615
Position 15: 0.0010715900612316652
Position 249: 0.0010692152312003179
Position 241: 0.0010371866974580384
Position 6359: 0.0010212574604981518
Position 5189: 0.0008523642935753149
Position 1357: 0.000762172036474334
Position 9886: 0.000585427315207547
Position 12043: 0.0005055796103541148
Position 370: 0.0004190322202595908
Position 360: 0.00040129970283599885
Position 2153: 0.00034872507220632954
Position 1363: 0.00030066007458194436
Position 1197: 0.0002860064396103705
Position 1466: 0.0002549653563011709
Position 1786: 0.00020488845269908218
Position 97: 0.0001774187397080638
Position 12017: 0.00015006709954771652
Position 271: 0.00013655520053859648
Position 1583: 0.00013549037940228882
Position 778: 0.00010104807290725192
Position 1177: 9.897524873871099e-05
Position 377: 7.663913041262736e-05
Position 388: 7.311710236024204e-05
Position 1451: 7.22313968913455e-05
Position 76: 6.401532738111049e-05
Position 32: 6.392536687404142e-05
Position 8857: 5.8060927008422434e-05
Position 1151: 4.314855686238847e-05
Position 410: 3.0538939484734e-05
Position 1167: 2.719707120869656e-05
Position 429: 2.3033261808979716e-05
Position 365: 2.164851431025675e-05
Position 22: 1.5482116034433406e-05
Position 400: 1.2932906538147168e-05
Position 141: 1.150362552158029e-05
Position 325: 1.0469589350468319e-05
Position 1092: 8.380622728809787e-06
Position 2373: 5.57271952770421e-06
Position 13144: 3.6310890753289716e-06
Position 1461: 6.409315672592329e-07
Position 923: 3.7732995781087015e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 544: 0.9929889769175936
Position 9660: 0.868818457714384
Position 8438: 0.8283483621063706
Position 6839: 0.8243320002327299
Position 3736: 0.7434706936996239
Position 11962: 0.734823459851611
Position 16018: 0.729127719053636
Position 12808: 0.6887742096998245
Position 9424: 0.6454204441929808
Position 2238: 0.44380909750455144
Position 1254: 0.3779116025520233
Position 2278: 0.2280182234448972
Position 9372: 0.15814463219002842
Position 18445: 0.14807978113900194
Position 9053: 0.12447238240768033
Position 8768: 0.11688720531191553
Position 13400: 0.11110165541066346
Position 11917: 0.10725451113726854
Position 21570: 0.08813344882845116
Position 19384: 0.08689388261306166
Position 11941: 0.08536582913747352
Position 8914: 0.06857369708502743
Position 13866: 0.06660364415173056
Position 9031: 0.06459382503020267
Position 10205: 0.06371696787994692
Position 3961: 0.05910068213704782
Position 13236: 0.05844982645075777
Position 18005: 0.057157495616433865
Position 14402: 0.054819853477775626
Position 1403: 0.045511899485999215
Position 9492: 0.0369547938991878
Position 5329: 0.036207608110383115
Position 6467: 0.03601029185503026
Position 23741: 0.034999595279647515
Position 12622: 0.030400723698220323
Position 24682: 0.02835438233175127
Position 1950: 0.027830876163138406
Position 8373: 0.026995676848786277
Position 12587: 0.025170399157802233
Position 4379: 0.024053212474871213
Position 6970: 0.023896156546417108
Position 13953: 0.02056842210558428
Position 1354: 0.016156713843685205
Position 170: 0.015349850429323091
Position 14162: 0.015123854119428199
Position 12663: 0.014286283494643197
Position 1061: 0.013593996877491674
Position 2029: 0.013297537078586571
Position 1205: 0.013040500843429175
Position 349: 0.012917907310083734
Position 12590: 0.012879502677483572
Position 1158: 0.012435875896769621
Position 4291: 0.01175886974076411
Position 6378: 0.010933116052037582
Position 449: 0.01038018101493297
Position 13546: 0.009079921244983384
Position 5277: 0.00855815562887432
Position 9078: 0.008304024761970072
Position 15790: 0.007982762983352465
Position 1893: 0.00749073234374587
Position 11091: 0.006650923462680967
Position 8886: 0.0061203521790687285
Position 202: 0.0061080290601739
Position 1615: 0.006049033382942766
Position 12875: 0.006044755158057087
Position 19588: 0.0059973527726480645
Position 14242: 0.005705205193364039
Position 14048: 0.005439573903772564
Position 11633: 0.004988998964292481
