Gene = Cdv3
index = 242
Annotated 5SS: [ 787 1866 5965 9561]
Annotated 3SS: [ 1788  5821  9400 10526]
SMsplice 5SS: [ 787 1866 5965]
SMsplice 3SS: [1788 5821 6072]
top_k =  500
Partition function (log Z): -8.348241183219825

Sorted 5' Splice Sites (High to Low Probability):
Position 5965: 0.8046651860572397
Position 1866: 0.7911998962765554
Position 787: 0.6818417069498943
Position 6209: 0.4627119428524688
Position 4035: 0.44492271160276925
Position 8944: 0.3869269735579235
Position 3342: 0.3008487600175054
Position 224: 0.22161416517010557
Position 10705: 0.1579422999116318
Position 5937: 0.148738173680438
Position 7505: 0.1360404021714938
Position 1693: 0.13371128677948382
Position 1378: 0.12221835861987189
Position 2656: 0.11370687852636552
Position 9561: 0.11324469526618035
Position 3491: 0.08968872616733978
Position 3507: 0.08763765708004477
Position 5349: 0.06582075167887837
Position 1893: 0.05770335514074842
Position 7536: 0.045319128890166024
Position 4109: 0.04224776320090879
Position 678: 0.03469116815790056
Position 642: 0.02923720436862058
Position 5914: 0.023430419166092856
Position 5053: 0.02065426099229942
Position 4113: 0.02014789975745316
Position 3691: 0.020075443013407166
Position 5295: 0.018997963500728667
Position 4294: 0.018544685782144556
Position 3748: 0.018137136977298084
Position 2515: 0.014438701832523639
Position 4088: 0.014037936816949861
Position 2813: 0.01359993301211691
Position 3375: 0.012583062676576584
Position 3726: 0.012565482889277887
Position 738: 0.010661304336397445
Position 4442: 0.00814332257345678
Position 4096: 0.005878088093920646
Position 2826: 0.005520619931054233
Position 2549: 0.0047039885109038514
Position 987: 0.004498915485569004
Position 714: 0.004087930166214535
Position 3468: 0.003963127405910714
Position 3035: 0.003223096757925184
Position 5958: 0.003089328198340252
Position 1054: 0.0026032093979205385
Position 8931: 0.00260024860869239
Position 1300: 0.0024701602500089943
Position 548: 0.0024631669706507145
Position 300: 0.0020267419239590853
Position 4895: 0.0017895054477150437
Position 116: 0.001560990472335212
Position 5881: 0.0015533308911963042
Position 1519: 0.0013730639912999222
Position 793: 0.0013395743498625975
Position 1506: 0.0012613122493524036
Position 6720: 0.0010627823919099738
Position 2349: 0.0009356068448907848
Position 1319: 0.0008808351537433553
Position 2746: 0.0007501862948422493
Position 849: 0.000733355937797533
Position 2076: 0.0007308881438078974
Position 2269: 0.0007083745303392826
Position 635: 0.0006959820804638975
Position 1684: 0.000683114330418779
Position 1873: 0.0005508016292891609
Position 3055: 0.000488738027130665
Position 2848: 0.00046076695016115677
Position 2672: 0.0004435707187628719
Position 1308: 0.0004270457753076499
Position 929: 0.0004085580059228388
Position 979: 0.0003854397697593262
Position 970: 0.00036685744333593253
Position 2335: 0.00027565073536817196
Position 1652: 0.0002519398322027408
Position 6213: 0.00024539567512622465
Position 1363: 0.00018728983392375014
Position 707: 0.00017386140308300763
Position 1641: 0.00014641308494178158
Position 867: 0.0001302001708469438
Position 992: 0.00011355444933340514
Position 1002: 9.921218593146838e-05
Position 1192: 8.538430717430797e-05
Position 284: 8.476620872599014e-05
Position 1883: 8.210492682462868e-05
Position 895: 7.682560250414758e-05
Position 1490: 7.500973423384412e-05
Position 2254: 6.710113386091689e-05
Position 2260: 6.210569061306645e-05
Position 2095: 3.945821386653775e-05
Position 1825: 2.7577159660675086e-05
Position 153: 2.4015739951509824e-05
