Gene = Mrap2
index = 693
Annotated 5SS: [   92   852 25353 31588]
Annotated 3SS: [  670 25218 31487 38134]
SMsplice 5SS: [   72   852  1094  4386 10530 16165 31588]
SMsplice 3SS: [  670   979  4328 10406 16075 31487 38134]
top_k =  500
Partition function (log Z): -18.56836363575472

Sorted 5' Splice Sites (High to Low Probability):
Position 4386: 0.8357639540198514
Position 1094: 0.7901895575199952
Position 852: 0.6939302250786402
Position 10530: 0.5388445412548158
Position 92: 0.44032034412870213
Position 72: 0.43419662706241413
Position 5347: 0.35214110269973015
Position 370: 0.3277204327318389
Position 1969: 0.2573137138509789
Position 7890: 0.1421964032723676
Position 8425: 0.10449337368137557
Position 771: 0.0991940189403314
Position 16165: 0.0881858036834836
Position 7886: 0.07344575358952339
Position 9436: 0.06644005631190401
Position 28: 0.06195189620059899
Position 3603: 0.03669182595782049
Position 7473: 0.034099472894640284
Position 5559: 0.02938998761473242
Position 500: 0.014228073083733481
Position 5296: 0.012224274655442787
Position 1005: 0.00975635636539076
Position 529: 0.007240361420490027
Position 879: 0.006948169365124714
Position 5996: 0.006424018127145284
Position 1417: 0.005676382230056722
Position 13573: 0.004990639988184384
Position 60: 0.0037769278200804036
Position 4432: 0.003660684769979968
Position 110: 0.0036422668297212395
Position 8117: 0.003391465291149077
Position 1247: 0.0030245033102439998
Position 116: 0.0029297700559599875
Position 9450: 0.0029065883503728647
Position 1437: 0.002571711756016907
Position 4534: 0.002152731154823479
Position 464: 0.0010656601835954218
Position 427: 0.000941663212793588
Position 628: 0.0008633035653279218
Position 545: 0.0007113434850813486
Position 397: 0.000543755461847094
Position 154: 0.00042210833005731723
Position 150: 0.00034605674794422
Position 169: 0.00029052569013994815
Position 6538: 0.0002449948786227976
Position 6429: 0.00023615270340532072
Position 1102: 0.00016652047655220725
Position 856: 0.00013692101499018447
Position 773: 0.0001355792360909062
Position 838: 9.248938238541695e-05
Position 741: 8.376032342718354e-05
Position 596: 7.369680975091955e-05
Position 526: 6.813565424000054e-05
Position 492: 5.630503587449802e-05
Position 468: 5.294139351485507e-05
Position 589: 4.3777605996221436e-05
Position 466: 1.8295896327703347e-05
Position 126: 1.7195223999617517e-05
Position 138: 1.7051053029383043e-05
Position 281: 1.6901289365665645e-05
Position 234: 1.3361067771759653e-05
Position 432: 8.533533467145593e-06
Position 504: 6.120131927498239e-06
Position 472: 5.779346020274687e-06
Position 563: 5.2757045219959345e-06
Position 58: 2.350372545747698e-06
Position 190: 1.9813594755735153e-06
Position 214: 1.1588103231733888e-06
Position 136: 6.995335162519681e-07
Position 179: 6.536551158989316e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 10406: 0.755244658369469
Position 670: 0.753841787645126
Position 979: 0.6990810711969487
Position 5183: 0.3297870567896621
Position 4328: 0.26816446986455117
Position 224: 0.2513974358407516
Position 4142: 0.24752439228694004
Position 7789: 0.23043934119655224
Position 1781: 0.20792167178147128
Position 4084: 0.18784683033172397
Position 16075: 0.14346291264842403
Position 15652: 0.1146867933594396
Position 8770: 0.10905432130736253
Position 8293: 0.08512695643695348
Position 9348: 0.08222946183778941
Position 12514: 0.0808961548608186
Position 16522: 0.07080485100235634
Position 4227: 0.06998377875366124
Position 983: 0.046112042434845575
Position 14207: 0.045776070130279504
Position 930: 0.03797626884666965
Position 4354: 0.035435760351003834
Position 1814: 0.03513363958646458
Position 4207: 0.03029081953156535
Position 13692: 0.0302834089379974
Position 13027: 0.027735527927419873
Position 13209: 0.025834832907248584
Position 678: 0.024348923097165773
Position 8336: 0.02323315779372887
Position 278: 0.02305474640560522
Position 729: 0.023003361027089584
Position 5276: 0.02219646353434025
Position 7324: 0.022047751618263577
Position 3496: 0.021223651219862416
Position 12493: 0.020393042870447062
Position 6662: 0.01962543338526589
Position 11091: 0.018864329308829628
Position 5157: 0.01863317644380315
Position 16417: 0.01738095268112715
Position 5793: 0.016660994462829343
Position 3447: 0.015111669279751602
Position 8629: 0.013858781113312409
Position 12014: 0.013745499011035667
Position 7375: 0.012051721276376732
Position 5456: 0.011956752844432067
Position 369: 0.011482320149890366
Position 13439: 0.009568841305917584
Position 6592: 0.009333484158171597
Position 5517: 0.009315915033822906
Position 1787: 0.00747645761397899
Position 5299: 0.007036597602856055
Position 195: 0.006701328569774253
Position 11445: 0.006283546968245703
Position 11338: 0.0059375294584720845
Position 13722: 0.005169880974122854
Position 1004: 0.005125371011775857
Position 395: 0.005067698677647308
Position 10813: 0.004812241049898202
Position 8500: 0.004416136918630253
Position 1650: 0.004133311951050259
Position 5496: 0.003930983073263716
Position 7961: 0.0037875949202788844
Position 5250: 0.0036512573998173157
Position 5469: 0.0035718904748461414
Position 12563: 0.003194022349968366
Position 952: 0.003003052075159424
Position 5227: 0.002922985157513645
Position 6237: 0.002632169348058733
Position 1322: 0.002514769198547321
Position 9186: 0.002499748100505979
Position 201: 0.002295086672482836
Position 1604: 0.0021290350636381126
Position 1133: 0.001999174092083221
Position 6627: 0.0018008643946361977
Position 950: 0.0014890759029694577
Position 4431: 0.0013490324632060343
Position 948: 0.0012630916543675706
Position 480: 0.0012113811296582434
Position 1137: 0.0011751088219164616
Position 10123: 0.0011344347809856116
Position 234: 0.001114454587724178
Position 1067: 0.0011135481999353818
Position 1331: 0.0010704115707977785
Position 1817: 0.0010166398779363171
Position 446: 0.0008972155533463231
Position 258: 0.0008725790331165801
Position 281: 0.0008571857886782415
Position 1580: 0.0008281736927514328
Position 4003: 0.0008092196785811872
Position 1568: 0.000809025713108708
Position 556: 0.0007974394794326303
Position 8462: 0.0006949338547487937
Position 8671: 0.0005575332824520317
Position 549: 0.0005360677108312988
Position 612: 0.0005120986177298515
Position 4385: 0.0004906189937725097
Position 6129: 0.00042740955807302964
Position 495: 0.0003734434341344898
Position 1246: 0.00037023106846137855
Position 301: 0.00036736191092804954
Position 241: 0.0003576500088647495
Position 3324: 0.0003565054582065315
Position 1286: 0.0003530973804272083
Position 1860: 0.00035281747257318605
Position 1368: 0.0002699454292429719
Position 1692: 0.00020099074480282953
Position 336: 0.0001981064749873087
Position 4492: 0.00019779508369137153
Position 464: 0.00019157135688600369
Position 1296: 0.00018540198920652485
Position 1727: 0.00017896829932291774
Position 1231: 0.00017732634129402142
Position 689: 0.00017683388069888412
Position 628: 0.00017473840433444485
Position 4710: 0.0001418366573039762
Position 788: 0.0001278092266959715
Position 126: 0.0001241358901042055
Position 878: 0.00012019717154392265
Position 206: 0.00011347788002927703
Position 995: 0.00011083848343697615
Position 852: 0.00010403112652655652
Position 748: 9.574504678397223e-05
Position 6372: 8.44695782594828e-05
Position 150: 7.954896710809985e-05
Position 6448: 7.70488701484819e-05
Position 1355: 7.197739063232291e-05
Position 1304: 6.773588843829562e-05
Position 1341: 6.122370368986928e-05
Position 2024: 5.564468201234571e-05
Position 419: 4.9544567008518525e-05
Position 499: 4.3876715456953805e-05
Position 1664: 4.1587749516365565e-05
Position 285: 4.037015776148061e-05
Position 1388: 3.7481306394490375e-05
Position 315: 3.748016872698381e-05
Position 1253: 3.719249311996672e-05
Position 159: 3.444100172275177e-05
Position 992: 3.218527483170447e-05
Position 1011: 3.020291823448642e-05
Position 6306: 2.8523348676986302e-05
Position 987: 2.426389617788634e-05
Position 6263: 2.406611733898045e-05
Position 636: 2.0095269559216755e-05
Position 832: 1.4091885818987763e-05
Position 351: 1.0172763646810707e-05
Position 179: 8.195060287114943e-06
Position 374: 7.130229493826374e-06
Position 3864: 5.9311835188088044e-06
Position 164: 4.578262324191055e-06
Position 425: 3.0256312296312094e-06
Position 327: 2.6288328646676935e-06
Position 177: 2.6279296317113763e-06
Position 167: 1.6582542591659594e-06
Position 320: 9.430524592001938e-07
Position 856: 6.463540386697263e-07
Position 509: 3.112315893152439e-07
Position 1170: 2.186149301153118e-07
Position 563: 2.096731454087916e-07
Position 1047: 1.1809387899692454e-07
Position 1184: 6.252746105976242e-08
Position 103: 1.215118435015298e-10
Position 96: 1.3883538219891688e-12
