Gene = Ankle2
index = 120
Annotated 5SS: [  420  3817  5476  6848  7132 11048 13567 18497 19804 20684 22339 22911]
Annotated 3SS: [ 3342  5268  6650  6942 10924 13499 18326 19696 20492 21707 22778 23296]
SMsplice 5SS: [  420  6848  7132 11048 14004 18497 19804 20009 20684 22911]
SMsplice 3SS: [ 6650  6942 10924 13879 18326 19696 19935 20571 22778 23296]
top_k =  500
Partition function (log Z): 9.998428867482522

Sorted 5' Splice Sites (High to Low Probability):
Position 7132: 0.996077037210798
Position 20684: 0.9858147513857493
Position 11048: 0.9257442847687989
Position 19804: 0.9015086667555724
Position 420: 0.868682237127526
Position 14004: 0.8608107698064431
Position 6848: 0.763250531721591
Position 22911: 0.7523227565865332
Position 18497: 0.7317189066202239
Position 20009: 0.47567696231248113
Position 14428: 0.4017058122982795
Position 13567: 0.367235530639007
Position 5653: 0.3090586312547563
Position 12764: 0.2477212173636438
Position 5476: 0.22165979073142816
Position 22339: 0.20522069647060745
Position 17430: 0.18700951485655715
Position 944: 0.18066639893880873
Position 3817: 0.1472281131279017
Position 3502: 0.13569356854369694
Position 23401: 0.1341474034597055
Position 5775: 0.12356834119573894
Position 476: 0.11250670640007923
Position 17025: 0.11237619940426365
Position 5669: 0.08021679681122455
Position 20053: 0.0730761289667444
Position 5586: 0.0700933275068872
Position 21278: 0.06311828638150264
Position 3119: 0.060155075044288096
Position 20189: 0.0537662797941861
Position 2798: 0.04986365857520342
Position 11329: 0.045545915046930834
Position 11031: 0.04071689934183491
Position 20869: 0.040535247579727256
Position 9258: 0.03546239323574523
Position 9719: 0.03543972225445814
Position 14342: 0.03436164654285606
Position 20899: 0.028921917748416317
Position 14449: 0.02605921605693232
Position 13425: 0.024801657519574492
Position 18799: 0.024428005565413902
Position 23201: 0.022316616436839715
Position 14713: 0.01883912535499699
Position 8901: 0.01659822965488419
Position 20132: 0.016246543666517413
Position 1108: 0.015501448919458557
Position 580: 0.015064524826956834
Position 20688: 0.013931620629426478
Position 2591: 0.012932441109487795
Position 8030: 0.011086135163313592
Position 9666: 0.010754619290710879
Position 11829: 0.010643495813569636
Position 2306: 0.008790049917871481
Position 14295: 0.008605348935297253
Position 2302: 0.008437990316025226
Position 13043: 0.00798353269695366
Position 13803: 0.006432546259982188
Position 2298: 0.005638870853139334
Position 20931: 0.005340680657858331
Position 20032: 0.005026491505840966
Position 1953: 0.004842304472325703
Position 2310: 0.004153991948580987
Position 8527: 0.004046650266563821
Position 22965: 0.004042093458796071
Position 19839: 0.003864364118731623
Position 23180: 0.0037282649724738864
Position 23078: 0.0034768399308785693
Position 7408: 0.003472013338548733
Position 10175: 0.003438278245219803
Position 3807: 0.0032743473959930005
Position 2052: 0.0030588540284363992
Position 21017: 0.002610756258454942
Position 11066: 0.002503262252180855
Position 14300: 0.0024757393935844934
Position 20976: 0.0022599012966331806
Position 21000: 0.0021312312467586174
Position 13287: 0.0021002894360264085
Position 6798: 0.0020690860123246963
Position 22307: 0.002061347040389203
Position 22115: 0.0017093157538522388
Position 13634: 0.0015999303829570125
Position 21813: 0.0014628012868097733
Position 12342: 0.0014505006897270664
Position 13367: 0.0013112948145318046
Position 19983: 0.001187831257952015
Position 22844: 0.0011018085165512865
Position 19891: 0.0010237803103584863
Position 23576: 0.000898769627966222
Position 23389: 0.0008430984650388339
Position 12686: 0.000812468355903316
Position 2067: 0.0007165123154249225
Position 1329: 0.000589732120621848
Position 12690: 0.00042003624821974005
Position 14513: 0.00036233438578102867
Position 2869: 0.00035037107031029804
Position 1335: 0.0002871718790026691
Position 2294: 0.00020906603007903398
Position 2314: 0.00020422782904954117
Position 3256: 0.00017903073791409463
Position 921: 0.00017039025776514777
Position 20699: 0.00014923408698067547
Position 3115: 0.00014077136857923794
Position 14476: 0.00014072388764153204
Position 3433: 0.00013360648600282913
Position 3040: 0.00013251419005614435
Position 561: 9.167841460356278e-05
Position 20692: 7.749004699952899e-05
Position 430: 5.533603585881013e-05
Position 2242: 5.526395719066862e-05
Position 2659: 5.094436803939139e-05
Position 299: 4.952905967442769e-05
Position 1019: 4.738214725733247e-05
Position 3166: 4.544485606669328e-05
Position 855: 4.400270873623169e-05
Position 1624: 3.3365453691238756e-05
Position 1654: 3.216948811297391e-05
Position 326: 2.972738074870586e-05
Position 529: 2.9352514202522083e-05
Position 3015: 2.8465566627296803e-05
Position 2764: 2.31033395487421e-05
Position 1530: 1.9624682574058256e-05
Position 7566: 1.9306857980608192e-05
Position 954: 1.8661043428970685e-05
Position 20703: 1.7018687668046884e-05
Position 87: 1.4904679295379319e-05
Position 7107: 1.3740686542794138e-05
Position 7574: 1.1852811772526116e-05
Position 1251: 1.115416919412955e-05
Position 314: 9.272350519292215e-06
Position 227: 7.732555255349196e-06
Position 404: 3.2318922271205626e-06
Position 434: 2.1133415935323917e-06
Position 262: 1.7619737308828976e-06
Position 257: 1.4155881201268995e-06
Position 394: 8.590923493850453e-07
Position 30: 8.27883245060228e-07
Position 254: 6.915632477107975e-07
Position 363: 6.229840480445128e-07
Position 571: 3.4219691851403446e-07
Position 865: 3.0640479718337567e-07
Position 812: 2.9043287886133314e-07
Position 917: 2.7141684827586077e-07
Position 304: 1.828241440766535e-07
Position 44: 1.6813031231692977e-07
Position 152: 1.495364699082114e-07
Position 819: 8.546083359581256e-08
