Gene = Xpr1
index = 1194
Annotated 5SS: [   164  32719  71777  85167  86992  88731  93016 104159 104571 108379
 109708 124221 127135 134117]
Annotated 3SS: [ 32666  71674  84942  86841  88646  92933 103967 104390 108206 109512
 124053 126997 133894 136258]
SMsplice 5SS: [   164  32719  71777  77037  85213  86992  88731  93016 109708 120310
 127135 134117 139076]
SMsplice 3SS: [ 32666  71674  76931  84942  86841  88646  92933 109512 120228 126997
 133894 138964 140175]
top_k =  500
Partition function (log Z): -69.81570054456509

Sorted 5' Splice Sites (High to Low Probability):
Position 164: 0.9335882114034093
Position 1104: 0.2500425137448308
Position 363: 0.052519295252826684
Position 2382: 0.04340456536260864
Position 2283: 0.040627834352496305
Position 9523: 0.03262554236882827
Position 1277: 0.027884707582196872
Position 4701: 0.02170877360637594
Position 4055: 0.018146048098803793
Position 1779: 0.014180984409185247
Position 2498: 0.005402323108603948
Position 157: 0.00495101462680236
Position 544: 0.0048739668880716115
Position 445: 0.003667033017067189
Position 4899: 0.002548655678455593
Position 5316: 0.0011768291873321811
Position 7713: 0.0007470134993243344
Position 70: 0.0005445729451520995
Position 472: 0.00042968853716330733
Position 2013: 0.0003177175389213394
Position 704: 0.00022862402145054693
Position 919: 0.00020397645610325307
Position 549: 0.00017451380819198624
Position 182: 0.00016712113509705735
Position 148: 0.00016156052751061404
Position 900: 0.00015824109025980228
Position 76: 0.00012817229052149222
Position 1069: 8.577751989985093e-05
Position 100: 7.281378367201046e-05
Position 695: 5.507240339679019e-05
Position 3303: 3.603419736614552e-05
Position 136: 3.4447854191663356e-05
Position 636: 2.3175940742034e-05
Position 510: 2.1428726205610975e-05
Position 774: 1.427853125998088e-05
Position 661: 1.916138903869289e-06
Position 1699: 1.6010545883110297e-06
Position 676: 1.5049263865406692e-06
Position 53: 5.29388083054418e-07
Position 12: 3.24937464935814e-07
Position 28: 1.1088980721638061e-07
Position 179: 9.396250800701048e-08
Position 34: 2.6116466365357636e-08
Position 22: 1.3132573472349723e-08
Position 205: 1.1024020566960788e-08
Position 463: 8.741154291951167e-09
Position 328: 8.150740617704037e-09
Position 426: 7.0475436057745e-09
Position 423: 2.9256584657482904e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 9400: 0.189268077979981
Position 951: 0.12436900401506455
Position 6431: 0.11678991904915507
Position 16239: 0.10299296810514062
Position 993: 0.08470645076446436
Position 3774: 0.07112621118491697
Position 4509: 0.05396510217112132
Position 6083: 0.05126444175528287
Position 899: 0.04136899307052157
Position 1185: 0.03940176425157125
Position 2200: 0.03856698533105651
Position 2250: 0.038196360604397774
Position 13226: 0.03137203609631074
Position 2136: 0.026239151498840884
Position 9638: 0.024280021775982798
Position 9396: 0.022184584867243447
Position 9603: 0.021396665800325412
Position 2575: 0.0197800015604491
Position 1571: 0.01935279828864117
Position 1010: 0.018205028918252444
Position 4759: 0.015756859690027904
Position 1990: 0.015710727860152287
Position 11713: 0.015593332078420393
Position 4915: 0.014709718717277586
Position 2600: 0.014590872183353002
Position 2177: 0.014138664229439369
Position 11211: 0.011408655512189529
Position 6682: 0.011299346949240398
Position 6087: 0.011195942450176766
Position 1908: 0.01103220357833281
Position 2078: 0.010538310078218557
Position 1536: 0.00964294057537671
Position 3793: 0.009041363691915542
Position 6452: 0.008755329137235871
Position 347: 0.007448512568875635
Position 4691: 0.007219014352067912
Position 2662: 0.007116149103058905
Position 1043: 0.006456072804244147
Position 7546: 0.0062859508726406665
Position 2219: 0.006249228372701391
Position 7804: 0.005788019581414821
Position 9828: 0.005329374935830886
Position 3374: 0.005148105436242198
Position 2374: 0.004946801420780816
Position 3346: 0.004583248910371435
Position 576: 0.004335431508375671
Position 8862: 0.0041772310127581
Position 4433: 0.00402567110413261
Position 1206: 0.0038218566755070676
Position 1195: 0.0035271539223878552
Position 7590: 0.003458103255269265
Position 8804: 0.002993863991953813
Position 5423: 0.00265705306168835
Position 3260: 0.002651556766581031
Position 8322: 0.002632652917026946
Position 5925: 0.002624552707148878
Position 4177: 0.002565997144111964
Position 5954: 0.002523454314734784
Position 7822: 0.0024945282821418817
Position 1666: 0.0021244294635460463
Position 242: 0.0020388973985477395
Position 4362: 0.0020158707722884037
Position 2348: 0.001949274502423611
Position 6855: 0.0019361710980008175
Position 3446: 0.0019333331107496293
Position 6239: 0.0018393649867619708
Position 5119: 0.0017594457706494027
Position 4198: 0.0017223263069825738
Position 4404: 0.0017115814641684539
Position 7345: 0.0016139469651242193
Position 3090: 0.0016075541407094066
Position 3212: 0.0015252395675348016
Position 4359: 0.0013353232510806756
