Gene = Tsacc
index = 1146
Annotated 5SS: [ 176 1609 9902]
Annotated 3SS: [ 1548  9781 14014]
SMsplice 5SS: [176]
SMsplice 3SS: [265]
top_k =  500
Partition function (log Z): -13.59880093385336

Sorted 5' Splice Sites (High to Low Probability):
Position 176: 0.5008091282643017
Position 138: 0.4130484139482345
Position 1609: 0.23563080339501988
Position 601: 0.12638542196206956
Position 1694: 0.11058690519872266
Position 615: 0.040654910443864184
Position 274: 0.036264125091114714
Position 1864: 0.029208998316849782
Position 1779: 0.02488485077501545
Position 820: 0.023510329231572577
Position 124: 0.014427401244168412
Position 4223: 0.013288014486510338
Position 5661: 0.008511717343512772
Position 2479: 0.007782465755042648
Position 98: 0.007486310226332593
Position 7132: 0.006826900462307225
Position 172: 0.006231483338958099
Position 2100: 0.0033664725145770404
Position 142: 0.003328940258181058
Position 1287: 0.0016421336998629747
Position 1159: 0.0010584914443909977
Position 1066: 0.0009352263990190407
Position 652: 0.0009034677870457907
Position 605: 0.0008871895348468561
Position 404: 0.0007019611247561806
Position 2004: 0.0006647924416701634
Position 1003: 0.0004964742727245774
Position 58: 0.00040880152212200116
Position 410: 0.00033573876957944886
Position 521: 0.0003189896792688661
Position 1177: 0.0002905162612088264
Position 1164: 0.00027204006910060033
Position 331: 0.00022347309104197828
Position 1229: 0.0002192192595798091
Position 432: 0.00021175064964525908
Position 221: 0.00019189828947408907
Position 525: 0.00016561760319117118
Position 517: 0.00014199436446766996
Position 478: 0.00013366022685414427
Position 813: 0.00012968487112262976
Position 1383: 0.00010796164620252589
Position 343: 9.500317447898265e-05
Position 150: 8.225914972422507e-05
Position 3837: 6.446515477230271e-05
Position 589: 6.224952235933034e-05
Position 1055: 6.166569776006973e-05
Position 2483: 6.083684415200129e-05
Position 1274: 5.160244250498346e-05
Position 1147: 5.041553229084822e-05
Position 71: 4.087102226599151e-05
Position 1220: 2.9463895769774395e-05
Position 213: 2.0278197382061513e-05
Position 207: 1.8140018538884694e-05
Position 284: 1.669897748315732e-05
Position 1588: 1.3570330696962738e-05
Position 337: 1.0284929777092008e-05
Position 407: 9.210492633935064e-06
Position 3: 7.500814604081644e-06
Position 199: 3.2537448784790914e-06
Position 305: 2.9398625742374657e-06
Position 529: 2.936873636927494e-06
Position 194: 2.485341831312966e-06
Position 623: 1.4961927946065263e-06
Position 500: 1.2788426350664867e-06
Position 40: 1.0238321881932566e-06
Position 346: 8.531765093233353e-07
Position 540: 6.63202153650925e-07
Position 245: 6.59562721461171e-07
Position 308: 5.806471170851536e-07
Position 505: 5.661005515061929e-07
Position 329: 2.1858867667370196e-07
Position 784: 5.527726289641494e-08
Position 775: 4.954846248962979e-08
Position 669: 2.0866296398720012e-08
Position 699: 5.760074090587648e-09
Position 1017: 5.665491531468033e-09
Position 760: 4.1475742994357885e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1548: 0.3773874255421032
Position 528: 0.14814110360990518
Position 265: 0.134166407594121
Position 4177: 0.12773311103026924
Position 5512: 0.11870573639410455
Position 7814: 0.10550013626269732
Position 1085: 0.06455365371147204
Position 6795: 0.06446990298922362
Position 1487: 0.04998110567578323
Position 5788: 0.04529271027055959
Position 5983: 0.043059974954952965
Position 11103: 0.03365312876660119
Position 9575: 0.03313368575929628
Position 6094: 0.028533121032820408
Position 6268: 0.027506586406901734
Position 5422: 0.022452759557159915
Position 690: 0.02036100781194826
Position 3594: 0.01935764127494154
Position 1750: 0.019154761252650837
Position 2165: 0.015244921180871007
Position 1725: 0.011750179354848941
Position 1835: 0.009745007586849883
Position 1920: 0.00916303808427846
Position 5101: 0.008978915920301892
Position 878: 0.008414767897448916
Position 1665: 0.0076105918542130006
Position 5889: 0.007469605283488991
Position 1810: 0.0069116880299151485
Position 3747: 0.005302491136638992
Position 1895: 0.0045988294123643185
Position 2325: 0.004576583801045834
Position 7181: 0.0038108761898239737
Position 4606: 0.003794419283368291
Position 1303: 0.003156186549975417
Position 1640: 0.003060688228961049
Position 475: 0.002765152817665719
Position 2363: 0.002723215787225571
Position 6157: 0.0023552998337757133
Position 1047: 0.002279761040159429
Position 7211: 0.0018763984947409123
Position 5318: 0.0016696852174540207
Position 6586: 0.0013731353018998091
Position 423: 0.001314030101619544
Position 3980: 0.0009619005691978207
Position 808: 0.0009243233393182587
Position 447: 0.0009113768667281645
Position 1167: 0.000856230279124068
Position 775: 0.0008370312895972988
Position 226: 0.0007521883915002259
Position 1728: 0.0006861691899228188
Position 1430: 0.0005791818957985609
Position 175: 0.0005745252681164445
Position 1190: 0.0004373791584173389
Position 1758: 0.0003946125958177423
Position 2205: 0.0003637178113322173
Position 1142: 0.0003455675846381452
Position 271: 0.00030441502954187496
Position 760: 0.00026069381402651947
Position 452: 0.00021031201022907387
Position 2435: 0.00020058425366080955
Position 1499: 0.00016651029359961663
Position 1673: 0.00012752769703355035
Position 2009: 0.00012189603269551687
Position 710: 4.2961177879757884e-05
Position 1643: 4.093461403025359e-05
Position 1555: 3.9498082006111896e-05
Position 1928: 3.348351649301441e-05
Position 317: 3.269806262050453e-05
Position 611: 1.8412897855074312e-05
Position 319: 1.7217026398105088e-05
Position 1571: 1.1095044842198642e-05
Position 1813: 8.314302914666033e-06
Position 1447: 5.044416024578565e-06
Position 1348: 4.965873784151716e-06
Position 1898: 3.628829963762445e-06
Position 555: 3.6222932430055394e-06
Position 1364: 3.4104816619844243e-06
Position 232: 3.2984885946221887e-06
Position 1956: 3.247861527566584e-06
Position 1608: 2.6914111136680415e-06
Position 546: 1.938909329201114e-06
Position 325: 1.5602716575490528e-06
Position 657: 1.2449846694259997e-06
Position 363: 1.0650628811356533e-06
Position 704: 6.479175752691031e-07
Position 329: 4.1491323610207037e-07
Position 393: 3.5808119781636907e-07
Position 277: 2.0136135059501505e-07
Position 544: 1.959867868747756e-07
Position 289: 1.4057367386936304e-07
Position 180: 1.3940314789407618e-07
Position 287: 1.3199348455417098e-07
Position 561: 4.1061576995121184e-08
Position 245: 3.878223652236796e-08
Position 456: 3.090811664690037e-08
Position 911: 2.1750874593664247e-08
Position 236: 1.1965788001238588e-08
Position 189: 7.961239028827045e-09
Position 964: 5.892214828555746e-10
Position 726: 9.557143506036002e-11
Position 155: 2.819829069054879e-11
Position 281: 2.6083788386522263e-11
Position 296: 1.611111240202934e-11
Position 284: 9.295157012197333e-12
Position 134: 2.0390837798142287e-12
Position 67: 1.1204733946431694e-12
