Gene = Bdh2
index = 178
Annotated 5SS: [  148  4447  7119  8431  9882 14068 15713 19512 20434]
Annotated 3SS: [ 4293  7039  8333  9772 14006 15598 19452 20340 22946]
SMsplice 5SS: [  148  2554  4193  4447  7119  8131  8431  9882 14100 15713 20434]
SMsplice 3SS: [ 2444  4086  4293  7039  7994  8333  9772 14006 15598 20363 22946]
top_k =  500
Partition function (log Z): 4.3729626567553375

Sorted 5' Splice Sites (High to Low Probability):
Position 15713: 0.9924655628559094
Position 9882: 0.9674675702170968
Position 7119: 0.9597563074571119
Position 148: 0.9581218847785757
Position 4447: 0.880269201415741
Position 20434: 0.7108031915745914
Position 2554: 0.6926420230277047
Position 4193: 0.6921153436802344
Position 8431: 0.6919262615266202
Position 8131: 0.5818106425211356
Position 14100: 0.5544094094473283
Position 19512: 0.4067969099891851
Position 1873: 0.3729068774572163
Position 12734: 0.36220028065708637
Position 14068: 0.31513158623338233
Position 14988: 0.21728895691168143
Position 1526: 0.21613415538315917
Position 9331: 0.19716764902150968
Position 11185: 0.14721218971907363
Position 3626: 0.13449972928600618
Position 11639: 0.12525269775157308
Position 8939: 0.11791886890625862
Position 10148: 0.10566851968309461
Position 21681: 0.10548600067573623
Position 3764: 0.10406023150856017
Position 2753: 0.09534918483089126
Position 20452: 0.09435676600235253
Position 8984: 0.09161629177717738
Position 3824: 0.09016889001624181
Position 7467: 0.08834811069305207
Position 2665: 0.08718158013094873
Position 13540: 0.08278231286577659
Position 1847: 0.070190359436664
Position 12650: 0.06633678160704547
Position 938: 0.06610093145657679
Position 8935: 0.0650584504252846
Position 8077: 0.06293091947295988
Position 13800: 0.050914316020415275
Position 10816: 0.049668289266815886
Position 5139: 0.0443198082094005
Position 3818: 0.028513509069751784
Position 12767: 0.025803780987709996
Position 14783: 0.024485474662162818
Position 5114: 0.023854360486887008
Position 12732: 0.02384876960438056
Position 8642: 0.02377779293081803
Position 4919: 0.023063064808835153
Position 2373: 0.021916082703580152
Position 22355: 0.020598205417463624
Position 7528: 0.01993932274753918
Position 3935: 0.019858940405263294
Position 14790: 0.0187176303350938
Position 8997: 0.017282742187638107
Position 3269: 0.015651585378946165
Position 6249: 0.01451444738459186
Position 21614: 0.01424412378581151
Position 5788: 0.014220234601745561
Position 18100: 0.012767276831485657
Position 17556: 0.012251298960172328
Position 2574: 0.011677820571094698
Position 4891: 0.010923827852816233
Position 2625: 0.010652822126377847
Position 17491: 0.010601741434236901
Position 4044: 0.00966929336550251
Position 3867: 0.009219262989284955
Position 3966: 0.008666295429896437
Position 19795: 0.008583241436883389
Position 16720: 0.00834740056792067
Position 253: 0.008312241409030679
Position 20509: 0.007968832739987072
Position 17805: 0.00796778307628904
Position 21840: 0.007785749102219765
Position 15724: 0.007528727389615869
Position 13779: 0.006942115615798246
Position 3989: 0.006570997929515176
Position 5906: 0.006502382675344779
Position 1305: 0.006225460143244628
Position 897: 0.0060952282200684785
Position 5174: 0.0060718471241244226
Position 17540: 0.005976773035237578
Position 7748: 0.005942766739591343
Position 4861: 0.005817662964659761
Position 5723: 0.005456966464029671
Position 5135: 0.005439999366949563
Position 5124: 0.00494575163753624
Position 1555: 0.004910515461724321
Position 5679: 0.0042734872572702245
Position 2997: 0.004114812101250001
Position 2970: 0.004000400226728071
Position 1955: 0.0038274657643069866
Position 16197: 0.0036497949066230093
Position 3952: 0.0036406764132644385
Position 9341: 0.0033238853809356966
Position 21967: 0.0030574479891004565
Position 1366: 0.0030393353942087605
Position 5090: 0.0029300938189191056
Position 98: 0.0028265601914521737
Position 5206: 0.0027141121704927548
Position 583: 0.0026993349638819845
Position 4951: 0.0026954065721228535
Position 1864: 0.0026462175965230195
Position 1996: 0.002524095571425431
Position 18493: 0.0023149605244405886
Position 7138: 0.0022352066729003344
Position 1138: 0.0022327920900078015
Position 1571: 0.001983398335456682
Position 1878: 0.0019324170446021918
Position 1488: 0.001925547762582966
Position 7890: 0.0019181959470996601
