Gene = Noc4l
index = 756
Annotated 5SS: [ 195  407 1105 1739 2106 2306 2473 2884 3083 3346 3614 3885 4086 4352]
Annotated 3SS: [ 285  997 1630 1955 2205 2437 2832 2970 3284 3502 3723 4002 4237 4433]
SMsplice 5SS: [ 195  407 1105 1739 2106 2884 3083 3614 4086 4352]
SMsplice 3SS: [ 285  997 1630 1955 2832 2981 3502 4002 4237 4433]
top_k =  500
Partition function (log Z): 20.193234625604553

Sorted 5' Splice Sites (High to Low Probability):
Position 4086: 0.9900720544591831
Position 1105: 0.9874102694768596
Position 195: 0.9777698536451651
Position 3614: 0.9508866767442014
Position 407: 0.9236687379394365
Position 4352: 0.9106144258194145
Position 2106: 0.8781699456876881
Position 3083: 0.8686133603136286
Position 1739: 0.7026499763248907
Position 2884: 0.5684298350395929
Position 3346: 0.4372873680947305
Position 3885: 0.4045787747187434
Position 2473: 0.21209910518718286
Position 2306: 0.20312571224649104
Position 2894: 0.13248269326898732
Position 1875: 0.07288026740860284
Position 2061: 0.03625287490368181
Position 4313: 0.027049102237234453
Position 3420: 0.024050583907622096
Position 2045: 0.02086622642933855
Position 1750: 0.013579912525339086
Position 2017: 0.011153764127963811
Position 4295: 0.008278304496261392
Position 3079: 0.007736991621619358
Position 2763: 0.007606560454450719
Position 2621: 0.006039353539072584
Position 228: 0.005763784338195672
Position 2770: 0.005229248325693338
Position 1099: 0.005161113861558574
Position 865: 0.005156082407160558
Position 3566: 0.004134343824918728
Position 2995: 0.0039125504268576845
Position 4528: 0.003762313803929453
Position 968: 0.0023131898863686597
Position 4615: 0.0022932160450955825
Position 341: 0.002238150051212183
Position 1841: 0.002214520340081522
Position 3392: 0.0021963055082675196
Position 3371: 0.0019407877024459768
Position 4469: 0.0019301492085827654
Position 4715: 0.0018287268456231881
Position 411: 0.0017822242105390163
Position 430: 0.0016959232775091832
Position 2898: 0.0016785603038435145
Position 3285: 0.0015545414133897424
Position 3863: 0.00146673914189784
Position 3646: 0.0012343962403023319
Position 3253: 0.0011969544334811896
Position 4090: 0.00109238082858341
Position 601: 0.0010761003583534842
Position 1767: 0.0009222192776792603
Position 1699: 0.000909407967892868
Position 366: 0.0008957683938440905
Position 453: 0.0008901292167752615
Position 3068: 0.0007310528062250595
Position 4621: 0.0007254364138053099
Position 587: 0.0007150972657004825
Position 3809: 0.0007031917730935851
Position 595: 0.0005925996974807943
Position 3448: 0.0005772072182644008
Position 940: 0.0004855030502822919
Position 927: 0.00044096553205103005
Position 1845: 0.00037519895873597953
Position 4099: 0.00035749403458053166
Position 1657: 0.00035327671953562837
Position 3897: 0.0003520348116752322
Position 4821: 0.0003328117705424569
Position 2251: 0.00032924735673429614
Position 4589: 0.000312405466607541
Position 1872: 0.0002849663962169887
Position 2458: 0.00027102113333276386
Position 558: 0.0002472075137376128
