Gene = 4930444P10Rik
index = 48
Annotated 5SS: [  352 12496 14758 24526]
Annotated 3SS: [12331 14624 24469 27050]
SMsplice 5SS: [  352 10909 12496 14758 24526]
SMsplice 3SS: [10817 12331 14675 24469 27050]
top_k =  500
Partition function (log Z): -6.400633915324745

Sorted 5' Splice Sites (High to Low Probability):
Position 352: 0.9980969353935006
Position 10909: 0.929423434167724
Position 14758: 0.8914931689888221
Position 12496: 0.868787357470322
Position 24526: 0.8113747879443088
Position 1579: 0.3042189100535251
Position 13334: 0.2741050977363568
Position 16453: 0.2664523756566646
Position 23346: 0.17715528279036383
Position 9031: 0.17363562876623415
Position 23249: 0.1592312115611202
Position 23330: 0.14745362936390025
Position 13283: 0.10841347497215978
Position 3878: 0.09665638713922742
Position 11992: 0.09305461812915625
Position 25104: 0.08568410102767329
Position 10925: 0.06987261442204734
Position 24906: 0.05898447277901148
Position 811: 0.057293553230766556
Position 23325: 0.04842017367809333
Position 7966: 0.03996238159298354
Position 15544: 0.03830272199104906
Position 24531: 0.03041164588941595
Position 18346: 0.026345282823416038
Position 18456: 0.0208162575915827
Position 655: 0.020678121556710956
Position 2745: 0.020527450557794372
Position 7941: 0.01253890186714136
Position 4950: 0.011071308181825276
Position 780: 0.009739250813118636
Position 1784: 0.008213786044859806
Position 4000: 0.006952961046952131
Position 2973: 0.006087763397576092
Position 25979: 0.006052614801511441
Position 3836: 0.005388255456479525
Position 7399: 0.004384339288757307
Position 7410: 0.004305523650804064
Position 14801: 0.004090993876567344
Position 2957: 0.003949135484072372
Position 4437: 0.0035266504550353233
Position 776: 0.0034219883398884346
Position 3847: 0.003171140134315281
Position 750: 0.002667576233452817
Position 13957: 0.0025960172610830943
Position 3059: 0.0025253459622008602
Position 1574: 0.0023299588304738048
Position 4967: 0.0022905367486009695
Position 14762: 0.0022558226976721126
Position 4677: 0.0022353562111473444
Position 2826: 0.0022193050110836635
Position 972: 0.002216578389222726
Position 4373: 0.0020099324057777784
Position 4475: 0.0018112097331844843
Position 11168: 0.0016508424241587806
Position 520: 0.0016158288079333423
Position 1509: 0.0012771224381098226
Position 3831: 0.0011789586299204076
Position 5188: 0.0011703375533699434
Position 14300: 0.001134791083562596
Position 16463: 0.0008698492863974269
Position 15555: 0.0006559570340248274
Position 301: 0.0006152196283624986
Position 515: 0.0003083356136952324
Position 16717: 0.00023886303959059027
Position 506: 0.00021591050968691833
Position 764: 0.0002142716626610667
Position 305: 0.00020651202782813506
Position 596: 8.440731644926572e-05
Position 3110: 6.180594101660171e-05
Position 570: 4.516723948653715e-05
Position 150: 3.9243027015052166e-05
Position 1394: 3.061502170011143e-05
Position 745: 3.0310972853048557e-05
Position 296: 2.383655735114221e-05
Position 356: 1.886592649680723e-05
Position 335: 1.3628166420409455e-05
Position 2475: 1.0099641583801133e-05
Position 1488: 9.29786974227673e-06
Position 1242: 8.63275720212137e-06
Position 1117: 5.678492035877816e-06
Position 229: 4.682201813505706e-06
Position 1205: 4.158318593149607e-06
Position 619: 3.897861318413935e-06
Position 1086: 3.180334356875195e-06
Position 575: 2.6799901159315232e-06
Position 186: 2.635109254524582e-06
Position 1986: 2.310471305948221e-06
Position 1005: 2.2975057467184338e-06
Position 2348: 2.2277066005696043e-06
Position 833: 2.1366496248360304e-06
Position 670: 1.9035770342655374e-06
Position 144: 1.8625844928010346e-06
Position 243: 1.4845395721914251e-06
Position 1634: 1.1552261984704558e-06
Position 141: 8.706119407443504e-07
Position 510: 6.834866840456561e-07
Position 4: 3.45188753341784e-07
Position 434: 2.713167346691234e-07
Position 6: 5.82665251587739e-08
Position 522: 5.0282555391022074e-08
Position 703: 6.221071139899043e-11
Position 848: 2.5407285047418415e-11
Position 1753: 1.9384450842462692e-11
Position 1596: 1.583983185007668e-11
Position 1628: 7.661067939303e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 24469: 0.852704094966098
Position 14675: 0.7968740954906228
Position 12331: 0.6438839955754893
Position 23068: 0.5478618914565835
Position 10817: 0.5148105589138775
Position 27050: 0.47889501085075015
Position 10814: 0.4058508317338729
Position 16204: 0.2945555976012919
Position 13219: 0.25156686039376397
Position 25021: 0.24148707099954286
Position 24754: 0.17948246572925525
Position 27100: 0.16003158066385767
Position 1463: 0.1532632109769863
Position 3736: 0.1050213760390771
Position 12328: 0.09810815934891015
Position 11883: 0.0887559853422997
Position 1321: 0.0768592528629157
Position 8973: 0.07569075912293453
Position 8769: 0.07315268967653936
Position 12261: 0.07157258886853557
Position 13195: 0.06230924412404201
Position 14624: 0.055602186033450386
Position 18119: 0.05428445321461472
Position 1442: 0.053376055829334426
Position 7852: 0.05250128346012497
Position 15435: 0.03745979712532364
Position 10820: 0.03601565897553265
Position 10823: 0.03412449517636007
Position 569: 0.033044887172747436
Position 703: 0.03280952495492886
Position 12418: 0.028028460309987433
Position 640: 0.025895875408498185
Position 8835: 0.024792179966760267
Position 13121: 0.024616345398021662
Position 14529: 0.024249643855122207
Position 2658: 0.02422427688146737
Position 13029: 0.0226802488788926
Position 12830: 0.0127612921894165
Position 1555: 0.0126146652747389
Position 12240: 0.010656074948161412
Position 4771: 0.009994431353952518
Position 1384: 0.009903179791161575
Position 13073: 0.009727964426088899
Position 14360: 0.009625509326584607
Position 2825: 0.00944867745113273
Position 10826: 0.00918888176212964
Position 25844: 0.00872821390104927
Position 7275: 0.008691605869636155
Position 12449: 0.00858231933828583
Position 3759: 0.008211244701880909
Position 14444: 0.008166238811283867
Position 12454: 0.00795648370120784
Position 16389: 0.005587213670819709
Position 26268: 0.004667618332981013
Position 1729: 0.004326150964854549
Position 11792: 0.004310435208764163
Position 4299: 0.004177426965601976
Position 4561: 0.0040877014025458205
Position 14383: 0.003349590667414298
Position 4321: 0.0031681564492186663
Position 16803: 0.0025164932596607893
Position 1522: 0.0022920173728322116
Position 25044: 0.0017439978681406515
Position 2902: 0.0016431576869785807
Position 16404: 0.0015569792796166508
Position 4746: 0.0015068067208727906
Position 13862: 0.0014288746083896365
Position 427: 0.0013992418066494181
Position 1679: 0.0013330701381734456
Position 14996: 0.0012869276620340324
Position 519: 0.0012697860992634507
Position 13910: 0.0012288788968205522
Position 15336: 0.0011949604061561204
Position 5035: 0.0011703375533699434
Position 14169: 0.0011511990259586635
Position 841: 0.0011321358778435446
Position 11051: 0.0009675870795753979
Position 460: 0.0007037861588073806
Position 16617: 0.0006661116094333576
Position 15166: 0.000555143680420347
Position 1422: 0.0005361462103097175
Position 713: 0.0005312689247914661
Position 1351: 0.0005158121635616789
Position 14946: 0.00047821854097956196
Position 1241: 0.00042211295996964364
Position 1357: 0.00040892111426755513
Position 16891: 0.00040199456705947964
Position 16524: 0.00031093030621611156
Position 875: 0.0002734643704427902
Position 472: 0.0001808219896941944
Position 449: 0.00017486423149848694
Position 11005: 0.00016540984831581122
Position 1413: 0.00014764032595253532
Position 16553: 0.000143460660486481
Position 3982: 9.96082750400745e-05
Position 15046: 8.360688730827567e-05
Position 11080: 7.155332379516124e-05
Position 608: 6.603170531372927e-05
Position 17229: 4.62049122451816e-05
Position 1397: 4.2513717168331467e-05
Position 810: 4.215483027775993e-05
