Gene = Selplg
index = 963
Annotated 5SS: [153]
Annotated 3SS: [10252]
SMsplice 5SS: [153]
SMsplice 3SS: [10252]
top_k =  500
Partition function (log Z): -7.771894446346549

Sorted 5' Splice Sites (High to Low Probability):
Position 153: 0.9364982826030678
Position 10586: 0.4500864247407721
Position 10384: 0.4301661309235754
Position 4246: 0.39184552055951455
Position 11747: 0.17407876312063353
Position 7685: 0.11092243410542323
Position 11318: 0.06652743401995721
Position 7871: 0.05848739831435579
Position 6245: 0.05821595986549816
Position 4782: 0.05022550041828812
Position 236: 0.04056935042328081
Position 3425: 0.03697808167384115
Position 5704: 0.03539754225354983
Position 472: 0.034206190595119985
Position 4662: 0.0298009138241168
Position 222: 0.021710432245467728
Position 11305: 0.021436827754585476
Position 7543: 0.020880382993913617
Position 5100: 0.017540304749853745
Position 2715: 0.015088729611864424
Position 11437: 0.010838605938843381
Position 3274: 0.010043980763472533
Position 7560: 0.009844279127673456
Position 6312: 0.009797846348795318
Position 6820: 0.007423776873973423
Position 5607: 0.00739852968220938
Position 10355: 0.006104528354956131
Position 5742: 0.005140534972938176
Position 11739: 0.004539921911790615
Position 7279: 0.0038259304932024437
Position 4270: 0.003618219553392771
Position 10387: 0.0035627940234873724
Position 5676: 0.0033622241044939296
Position 5844: 0.0031257977944005896
Position 2516: 0.0023945968636631216
Position 5657: 0.002389009087503628
Position 1847: 0.0023011723400332726
Position 6192: 0.0022345888557080635
Position 4205: 0.0015903493879869915
Position 11804: 0.001401562799241429
Position 3750: 0.0010983179978007256
Position 3984: 0.0010390351265468604
Position 3345: 0.0008663640853309523
Position 2883: 0.0008623528581839004
Position 1643: 0.0008437142049541556
Position 1527: 0.0006987694293825084
Position 3399: 0.0005419756398224878
Position 3283: 0.0005184155726663707
Position 871: 0.00044887253618358474
Position 3646: 0.00043769055544355505
Position 2678: 0.00040948383706100735
Position 3421: 0.0003689740447553793
Position 4432: 0.0003184390289570146
Position 1895: 0.0002544066711014237
