Gene = Ro60
index = 912
Annotated 5SS: [  148  6643 10479 11295 11636 15799 16716 17126]
Annotated 3SS: [ 6041 10257 11147 11497 15681 16601 16978 19173]
SMsplice 5SS: [  148 11295 11636 15799 16716 17126]
SMsplice 3SS: [11147 11497 15681 16601 16978 19173]
top_k =  500
Partition function (log Z): -1.964960597822424

Sorted 5' Splice Sites (High to Low Probability):
Position 11636: 0.9903985213005329
Position 16716: 0.8971866434796215
Position 11295: 0.8864728112380307
Position 148: 0.7623331157587407
Position 17126: 0.718524041334928
Position 15799: 0.6790606527360487
Position 10479: 0.5019211521344691
Position 6643: 0.4451440957676433
Position 19294: 0.3510148807976601
Position 10662: 0.33227725331969754
Position 23024: 0.3295292312885762
Position 154: 0.23288621311560118
Position 11805: 0.19022320527686576
Position 7081: 0.18354580601778853
Position 21787: 0.1326535947080433
Position 13645: 0.12266275302084959
Position 400: 0.10154192058438763
Position 17090: 0.07735979985788088
Position 19505: 0.07237379556433378
Position 16840: 0.04158084020469454
Position 11316: 0.038395905596615765
Position 4594: 0.03261692114484716
Position 8978: 0.028285596584719727
Position 10433: 0.028129290850349452
Position 16525: 0.026990782279146502
Position 11301: 0.025988435721305533
Position 17723: 0.025923535786991688
Position 19066: 0.022941052478273428
Position 17282: 0.022927096950498223
Position 16695: 0.022226219381173484
Position 14671: 0.020276269193596718
Position 2725: 0.020121381920386608
Position 15755: 0.018108169538076233
Position 22828: 0.01740648935025945
Position 19791: 0.017357620141061417
Position 13555: 0.016335884960393413
Position 3877: 0.016243777395840653
Position 4556: 0.015265737150857897
Position 13894: 0.012358227773572004
Position 18344: 0.012203137177897352
Position 6190: 0.009302637465196044
Position 18067: 0.00811286760051266
Position 5121: 0.007787442288989886
Position 12377: 0.006798446334094093
Position 15724: 0.006532637885659286
Position 1152: 0.00641611690664098
Position 16535: 0.005413639025989681
Position 15984: 0.005275521893809388
Position 11247: 0.004202079273471516
Position 96: 0.00417939515241432
Position 12182: 0.003603687442205762
Position 16901: 0.003086142001293815
Position 15773: 0.0028888494845993725
Position 15845: 0.0028857402371522817
Position 16845: 0.002875322025252721
Position 13507: 0.0024077425503122004
Position 16013: 0.0017414969089242656
Position 13467: 0.0017095233102179708
Position 17396: 0.0014135570701443974
Position 15223: 0.001011416491454154
Position 17220: 0.00047189756325595483
Position 18655: 0.00036478840966437664
Position 13553: 0.00034458332053253327
Position 236: 0.00028137257789340837
Position 12459: 0.0001271029833136792
Position 17116: 0.00012623171166862654
Position 12522: 0.00011333283032111745
Position 114: 7.6558253751367e-05
Position 127: 7.223631892044205e-05
Position 509: 1.7316515780983128e-05
Position 612: 1.600481121316068e-05
Position 13794: 1.3398895002555935e-05
Position 16668: 1.1895019905203786e-05
Position 158: 9.940429171544716e-06
Position 794: 4.349919018077195e-06
Position 365: 1.905061696943452e-06
Position 858: 1.4697582321464228e-06
Position 934: 1.105016687426288e-06
Position 976: 1.009534745444641e-06
Position 12157: 8.689261121967882e-07
Position 11785: 5.298740049248811e-07
Position 63: 2.7593233346703703e-07
Position 11777: 1.733290508158508e-07
Position 493: 4.044576435076555e-08
Position 15792: 1.8697719082375883e-08
Position 192: 1.3873101175581877e-08
Position 202: 4.762107763145577e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 11497: 0.9685703906386783
Position 16601: 0.9596793362194345
Position 11147: 0.9036722836962893
Position 16978: 0.7525198107241371
Position 15681: 0.7094699541503482
Position 19173: 0.6253382008037267
Position 10257: 0.5300504429848185
Position 6452: 0.4164216555740104
Position 22795: 0.35342303769081435
Position 10585: 0.3322772533196975
Position 21655: 0.17870990111538348
Position 19237: 0.14991784496112692
Position 11738: 0.14764166655974897
Position 22944: 0.1360613164272305
Position 13457: 0.11867739061893079
Position 6936: 0.10024641993884176
Position 253: 0.09900034315202855
Position 25295: 0.08332656389705266
Position 25975: 0.05995132320579301
Position 6966: 0.05720470181356755
Position 16974: 0.054892831758926196
Position 11168: 0.04565662470602404
Position 4485: 0.0430211321465008
Position 19404: 0.04114062271797526
Position 24798: 0.038984669105073214
Position 16377: 0.03285767042542128
Position 24922: 0.031688995936381394
Position 17204: 0.02981398969549251
Position 24756: 0.029006631956014516
Position 6365: 0.02872244019363275
Position 8837: 0.028285596584719717
Position 23204: 0.026458469350514546
Position 6941: 0.026094684265379246
Position 18909: 0.025276121058762726
Position 11704: 0.024314212465210375
Position 17501: 0.023312872580119978
Position 11534: 0.022049297492334648
Position 24598: 0.020759539607345227
Position 17913: 0.019944795486059715
Position 13496: 0.017033974599407087
Position 18282: 0.014272348969485078
Position 20035: 0.013309040800736364
Position 24317: 0.012914205263256675
Position 24268: 0.012711600120728878
Position 13365: 0.010562545016317546
Position 14456: 0.009960728916142317
Position 2652: 0.00985804300294293
Position 3778: 0.009828640364046242
Position 23153: 0.00958040135115012
Position 20261: 0.009521562462241982
Position 6041: 0.009302637465196039
Position 22037: 0.009119995580633783
Position 19634: 0.008569030938155121
