Gene = Thap4
index = 1077
Annotated 5SS: [  324  4934 29624 38149 39883]
Annotated 3SS: [ 3794 29463 38038 39778 49124]
SMsplice 5SS: [  324  4843 14463 25985 29624 36563 38149 39883 49233 51973]
SMsplice 3SS: [ 4746 14332 25882 29463 36381 38038 39778 49124 51789 52081]
top_k =  500
Partition function (log Z): -27.797795396184302

Sorted 5' Splice Sites (High to Low Probability):
Position 324: 0.7439581053066807
Position 4843: 0.5497482462697588
Position 4934: 0.32603708790402736
Position 5217: 0.2201036262505325
Position 5799: 0.13667002660450642
Position 5199: 0.12111229717210573
Position 128: 0.11733715228460374
Position 14075: 0.1079843533380279
Position 6100: 0.06659204015517337
Position 10684: 0.0648358773515037
Position 4822: 0.06338988724756889
Position 14463: 0.06301159589778868
Position 10634: 0.06294668068928336
Position 634: 0.05335096116598969
Position 8607: 0.051956438246777065
Position 9359: 0.03825610948274159
Position 5166: 0.030302692829907264
Position 4184: 0.028906286946828376
Position 443: 0.0280506647918077
Position 98: 0.0241099162817407
Position 6465: 0.02182045973856323
Position 4759: 0.021022956184458565
Position 31: 0.020304189846021736
Position 4205: 0.018218379264861702
Position 3887: 0.017955463729360514
Position 1052: 0.01750438639435947
Position 343: 0.014974925062612903
Position 185: 0.014432866474312078
Position 7285: 0.014404986931720152
Position 250: 0.013204415868370359
Position 4506: 0.011776218310740848
Position 3958: 0.010368338621464857
Position 701: 0.009792679345598269
Position 5111: 0.009278832627201826
Position 2734: 0.005717670211177028
Position 1426: 0.005670191667627869
Position 9172: 0.005324411120102294
Position 3870: 0.00470794125878116
Position 4174: 0.004146229138592701
Position 3978: 0.0035157919240613148
Position 5852: 0.0025578042720985324
Position 4886: 0.0023798118260978398
Position 8246: 0.0016851495827941518
Position 5365: 0.0008922700207383133
Position 5278: 0.0004377994154117338
Position 150: 0.0003011804849322304
Position 162: 0.0001512880650281442
Position 5776: 0.00012211355129155708
Position 6130: 9.843946614294736e-05
Position 310: 9.179388063525064e-05
Position 3685: 8.29712036206884e-05
Position 456: 8.200964838031204e-05
Position 6041: 8.019219635389157e-05
Position 5738: 7.100588303148242e-05
Position 268: 6.49808019002232e-05
Position 572: 5.909463029534836e-05
Position 1262: 4.353620647712745e-05
Position 609: 4.1392848567530356e-05
Position 160: 1.84189505426789e-05
Position 95: 1.4939227517824115e-05
Position 82: 1.2790014897489654e-05
Position 876: 6.296008187173814e-06
Position 275: 5.11710300218538e-06
Position 71: 3.0664669620103414e-06
Position 869: 2.4830422488128278e-06
Position 449: 2.1253720453709235e-06
Position 885: 1.8174490450923784e-06
Position 776: 1.6854461654564693e-06
Position 421: 1.4686079704795849e-06
Position 3: 8.839472690646883e-07
Position 25: 4.752382294461416e-07
Position 464: 2.1700870842258342e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 4746: 0.9119351172124611
Position 14332: 0.7339286130520246
Position 5042: 0.31947583418747333
Position 5644: 0.17133222058896397
Position 10591: 0.16231432410285554
Position 13715: 0.13085441288114225
Position 8404: 0.0808266420341482
Position 14669: 0.06301159589778868
Position 3794: 0.059218880519879606
Position 5977: 0.052499661525535465
Position 5004: 0.045156958847700504
Position 6320: 0.0421586103886262
Position 4779: 0.0367321997041092
Position 9171: 0.03397156622711977
Position 7198: 0.025049751656511264
Position 6931: 0.024744983899557767
Position 9039: 0.02106264659198839
Position 512: 0.019941414629378734
Position 5137: 0.019344842974645674
Position 952: 0.018704049800425622
Position 3887: 0.015509479706543459
Position 4100: 0.014381642543578196
Position 6750: 0.012660314014812728
Position 12871: 0.011395596912015468
Position 323: 0.011358978286774629
Position 12338: 0.011196778281558063
Position 8191: 0.010501547316784241
Position 532: 0.007587041130018802
Position 4674: 0.0075767334556674434
Position 7322: 0.007019517575362091
Position 4418: 0.00632747822920661
Position 12532: 0.00545484783793021
Position 5938: 0.005102756166190658
Position 3982: 0.004967556907025369
Position 1364: 0.003782698101114907
Position 6196: 0.003477793096207798
Position 4555: 0.003130526344442615
Position 6020: 0.0029059592484471535
Position 4979: 0.0022872613542989596
Position 12735: 0.002270923872024375
Position 4228: 0.00226415689880421
Position 4431: 0.0022165886734460483
Position 2610: 0.0021216519921665395
Position 7160: 0.0020004468637237712
Position 4614: 0.0019422717749864001
Position 3632: 0.0019052723869212827
Position 2679: 0.0017852807113650751
Position 11932: 0.0017843316923975142
Position 5056: 0.0016094516277600933
Position 4910: 0.0015691178256459592
Position 5059: 0.0015409950799870863
Position 1333: 0.0014186043432713794
Position 4329: 0.0010245252129974553
Position 2641: 0.000993639792695862
Position 661: 0.0008757926620118169
Position 534: 0.0007111191732456903
Position 2703: 0.0005755367624888553
Position 4928: 0.0004657575343134936
Position 284: 0.00040906324501079544
Position 5359: 0.0003618042554288344
Position 3122: 0.00034768286963952905
Position 2804: 0.0003272915685280569
Position 2557: 0.0003242238027690136
Position 606: 0.0002859271750423735
Position 2244: 0.0002854001662923447
Position 7753: 0.00021639238565103878
Position 1379: 0.00018555660071400076
Position 6389: 0.00017344283444541378
Position 5276: 0.0001571786525802833
Position 1829: 0.00015567494127993744
Position 754: 0.00012420149117212118
Position 3711: 0.0001149916487670013
Position 1571: 0.00010439465511658197
Position 3211: 6.741837014405254e-05
Position 2994: 6.362789384070434e-05
Position 3333: 5.855320978345644e-05
Position 3807: 5.264077565053188e-05
Position 2012: 5.262664165182084e-05
Position 1737: 5.060317833226344e-05
Position 3313: 4.294344845242758e-05
Position 1721: 3.597158986455537e-05
Position 5735: 3.042668250684246e-05
Position 3246: 2.9584395692746672e-05
Position 1647: 2.7868069886267222e-05
Position 1760: 2.4918379991242818e-05
Position 733: 2.222408427245916e-05
Position 689: 1.5873766312123368e-05
Position 906: 1.605937103798684e-06
Position 1178: 1.4361863350538548e-06
Position 543: 6.27523353194007e-08
Position 455: 3.322867007001116e-08
Position 288: 1.824666410153535e-08
Position 239: 1.3044107866747141e-08
Position 472: 1.2371417792825374e-08
Position 405: 9.060671326202488e-09
Position 387: 7.920870480409371e-10
Position 421: 6.75809968688618e-10
Position 441: 4.2390797763429037e-10
Position 620: 1.0990733336541125e-10
Position 609: 8.552003145224451e-11
