Gene = Lmntd2
index = 641
Annotated 5SS: [ 204  444  876 1152 1492 1682 2294 2600 2906 3105 3387 3797]
Annotated 3SS: [ 290  787  995 1419 1592 2021 2508 2715 2984 3189 3546 3872]
SMsplice 5SS: [ 204  444  876 1152 1492 2906 3105]
SMsplice 3SS: [ 290  787  981 1419 2696 2984 3439]
top_k =  500
Partition function (log Z): 2.2217344898649194

Sorted 5' Splice Sites (High to Low Probability):
Position 876: 0.9656392276821176
Position 2906: 0.9326168808656944
Position 1152: 0.9156649668314937
Position 3105: 0.8349763077837505
Position 1492: 0.7741752787347712
Position 444: 0.5010594677632632
Position 204: 0.4796649084810456
Position 3387: 0.31950549320301386
Position 58: 0.25317418248992973
Position 1682: 0.18551122764910002
Position 3797: 0.16785837778647084
Position 2600: 0.14505240879677478
Position 1694: 0.13729411646894285
Position 291: 0.0710195977906763
Position 1559: 0.04513700235892625
Position 3759: 0.042267950002157224
Position 1702: 0.04048812599172226
Position 1712: 0.03173842103536878
Position 3347: 0.0285202655485352
Position 3693: 0.02321744947099317
Position 369: 0.02312067803732917
Position 2294: 0.019618369399290306
Position 3155: 0.018649466005263404
Position 2874: 0.017635780077653464
Position 1822: 0.014330620079723806
Position 77: 0.013952855631233513
Position 1763: 0.013577860460050281
Position 2515: 0.012907115276062172
Position 3311: 0.012530296146004679
Position 3774: 0.0111596971191338
Position 474: 0.01038078486365236
Position 421: 0.010286072209557875
Position 2834: 0.008700119948098118
Position 3186: 0.007977505840532062
Position 884: 0.006376292025045438
Position 220: 0.005470566326205471
Position 3528: 0.004599179011449795
Position 3100: 0.004291583270781159
Position 3141: 0.002201978445877049
Position 1213: 0.0018051734670930235
Position 2635: 0.0013585496076527635
Position 2811: 0.0012675490647110314
Position 451: 0.001205852598681357
Position 1862: 0.0011811673503716307
Position 317: 0.0011759130840871932
Position 1113: 0.0008799921242238068
Position 2857: 0.0005750062266214047
Position 1130: 0.0005032418130091792
Position 3552: 0.0004830148817597938
Position 95: 0.00032107612664647776
Position 430: 0.0003178705436873917
Position 79: 0.000289389496607065
Position 825: 0.0002555379707349721
Position 1530: 0.00021599687601157107
Position 448: 0.00017801981645777527
Position 937: 0.00016724967374833169
Position 702: 0.00016294839276204327
Position 1526: 0.00014429365751587522
Position 193: 0.0001440906806759501
Position 3190: 0.0001371622040761347
Position 1156: 0.00011899340517164246
Position 105: 0.00011696221747233609
Position 656: 0.00011088893116719095
Position 950: 0.00010394333690923515
Position 376: 0.00010201665684010942
Position 30: 9.872286591842776e-05
Position 1235: 8.594785574867481e-05
Position 1318: 7.305809229717628e-05
Position 3261: 6.152171544229262e-05
Position 636: 5.595792513976774e-05
Position 1420: 5.5694229938855634e-05
Position 662: 3.88017459543902e-05
Position 3323: 3.8689645025022396e-05
Position 1146: 3.503635854527274e-05
Position 1334: 3.057452595492135e-05
Position 1435: 3.0313608594794893e-05
Position 1122: 2.7860689144326627e-05
Position 599: 2.362400922332598e-05
Position 124: 2.3426872741363738e-05
Position 133: 1.5096347267359338e-05
Position 681: 1.5071957212357152e-05
Position 42: 1.4918705784768498e-05
Position 1340: 1.4133046509062841e-05
Position 1451: 1.3687052083111657e-05
Position 112: 1.1715292895074873e-05
Position 766: 1.1689665194751093e-05
Position 707: 1.0648975217714267e-05
Position 3288: 8.465171173471767e-06
Position 1329: 8.296216244942073e-06
Position 616: 8.131231388076353e-06
Position 1160: 5.136766751375508e-06
Position 3161: 3.192671558226466e-06
Position 1464: 2.975988026626565e-06
Position 3087: 1.6043480860391412e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 2984: 0.8999764307729912
Position 787: 0.845108165439154
Position 1419: 0.8169399009605045
Position 981: 0.8033163073028294
Position 2696: 0.6410841327345216
Position 1592: 0.39615286469918837
Position 3439: 0.35145310572555144
Position 3872: 0.3345382585039645
Position 290: 0.3199038250244992
Position 2715: 0.30975219172550195
Position 3286: 0.26550797378105784
Position 3546: 0.23069296640194772
Position 3189: 0.21250268531466465
Position 2508: 0.09758000184328483
Position 3617: 0.0880862974606087
Position 995: 0.08703135405281877
Position 757: 0.08561539519742876
Position 3551: 0.04932976479325333
Position 153: 0.03624734215434194
Position 2370: 0.02453383313540001
Position 2426: 0.01860807534968885
Position 700: 0.016237650672240315
Position 2737: 0.010626682727760446
Position 2493: 0.010488691013332063
Position 342: 0.010356084422020297
Position 1608: 0.00978881160339808
Position 1094: 0.00942801646428934
Position 1614: 0.008487437176619695
Position 824: 0.0083954028718203
Position 2447: 0.007726389731884613
Position 1985: 0.007470854931174858
Position 949: 0.00681502395278164
Position 381: 0.0058171130710798526
Position 2021: 0.005510310505051314
Position 4004: 0.005246643319318614
Position 2131: 0.004844945676847978
Position 274: 0.0048109054553797485
Position 3318: 0.004485345347137759
Position 1004: 0.004184175447201313
Position 632: 0.003940739789295999
Position 3674: 0.0036716725070971034
Position 1395: 0.003661452522075011
Position 1230: 0.0034425457311352777
Position 3197: 0.0034383170693048516
Position 3495: 0.003404924540060156
Position 131: 0.0032376083768630233
Position 295: 0.003148194425213121
Position 3645: 0.003097480088083552
Position 3734: 0.0024659174049962286
Position 3342: 0.0024160012194311855
Position 1384: 0.001976564625655738
Position 3527: 0.0019071003361052416
Position 1234: 0.0017846844315347959
Position 2827: 0.0017656582294180182
Position 3064: 0.0017495027084740305
Position 3288: 0.0016811481493519472
Position 998: 0.0014041434413541156
Position 3747: 0.0012569830364781967
Position 3237: 0.0012469903131902501
Position 2322: 0.0012192617909836019
Position 3515: 0.0012041738502840988
Position 3321: 0.001192186926859137
Position 2539: 0.001179771178876543
Position 3921: 0.0009991877699678676
Position 514: 0.00096841704219322
Position 407: 0.0009033295122284193
Position 2182: 0.0008959733077462379
Position 1098: 0.000875926077777375
Position 763: 0.0008748866436280721
Position 1368: 0.0008199036790458234
Position 1558: 0.0007806688861351118
Position 2226: 0.0007465038515202332
Position 1046: 0.0005808875568686852
Position 799: 0.0005586174883560654
Position 3853: 0.0005401028276790118
Position 660: 0.0005359130996375548
Position 1025: 0.0005036405904020252
Position 326: 0.0004979388313072084
Position 1773: 0.00040231991688513975
Position 3837: 0.00037575165700171455
Position 964: 0.0003415546383948888
Position 1049: 0.00029707843096966874
Position 1007: 0.00027280249884546173
Position 3567: 0.00025086572652446924
Position 201: 0.0002370524524438782
Position 1028: 0.00021455993047389367
Position 1217: 0.0001983716392337062
Position 344: 0.00017936341599673747
Position 1432: 0.0001773531228376817
Position 2997: 0.00017634867709855054
Position 246: 0.0001578894928455133
Position 1043: 0.0001560815811661153
Position 3345: 0.00013701509829571192
Position 155: 0.00013491546997656135
Position 804: 0.0001289417192422751
Position 1067: 0.0001105346846280346
Position 3004: 0.0001094374356512371
Position 258: 0.0001048871953759619
Position 1136: 9.437120719499514e-05
Position 2171: 7.465573235865425e-05
Position 830: 7.312951007851549e-05
Position 1013: 7.218165841173809e-05
Position 346: 6.622848377285256e-05
Position 1288: 5.972825163802509e-05
Position 2253: 4.9001044448485664e-05
Position 639: 4.734450306351189e-05
Position 3007: 3.927650684185855e-05
Position 651: 3.858325697221668e-05
Position 198: 3.761270727952624e-05
Position 935: 3.731915183379823e-05
Position 599: 3.129195473333973e-05
Position 133: 2.999086913479408e-05
Position 352: 2.8784005967601116e-05
Position 2025: 2.612435014254817e-05
Position 1318: 2.259028323292179e-05
Position 1129: 2.051433310643032e-05
Position 1304: 1.973906086988581e-05
Position 1301: 1.7728277379039985e-05
Position 1055: 1.5081731560217217e-05
Position 1184: 1.4913801804349358e-05
Position 1338: 1.422001428852632e-05
Position 916: 1.3531615293081488e-05
Position 473: 1.2359579447671417e-05
Position 1329: 1.2341029518513867e-05
Position 1434: 1.228548480160809e-05
Position 1144: 1.204552568524942e-05
Position 204: 1.190407156883769e-05
Position 1270: 1.1475817667290792e-05
Position 1307: 9.186335498545588e-06
Position 463: 8.813764463685053e-06
Position 360: 7.62101800125225e-06
Position 427: 5.6989374023348005e-06
Position 1754: 4.276708490551027e-06
Position 420: 3.859329411568934e-06
Position 1782: 3.1915104413316353e-06
Position 528: 2.994848796873118e-06
Position 441: 2.859415435568597e-06
Position 162: 2.229115365635348e-06
Position 354: 1.8132650071100079e-06
Position 418: 1.7299923772837731e-06
Position 1464: 1.7290679693660896e-06
Position 1540: 5.69308999306043e-07
Position 112: 1.847293336341353e-07
Position 208: 1.453289683116311e-07
Position 1624: 5.176801678403763e-08
Position 215: 2.8046806119095592e-08
Position 448: 1.9723434628895666e-08
Position 103: 1.0483762434880655e-08
Position 852: 6.86471021904476e-09
Position 1451: 3.309786690255885e-09
Position 1511: 2.1666390460390704e-09
Position 211: 1.8114567472881238e-09
Position 95: 2.2901031770827036e-10
Position 92: 8.011960944941767e-11
