Gene = Aimp2
index = 105
Annotated 5SS: [ 259 3291 5275]
Annotated 3SS: [3083 5042 6648]
SMsplice 5SS: [ 259 3897]
SMsplice 3SS: [3823 6648]
top_k =  500
Partition function (log Z): -6.363987461424873

Sorted 5' Splice Sites (High to Low Probability):
Position 3897: 0.8265653643225904
Position 259: 0.7966809524509829
Position 3291: 0.4965396286555308
Position 5275: 0.2657883695814306
Position 139: 0.2033491125092875
Position 1960: 0.11126722362947383
Position 5409: 0.07503064368523887
Position 965: 0.043335434541986025
Position 4859: 0.03492298711438139
Position 4979: 0.02061185711432584
Position 61: 0.014812259997748455
Position 5315: 0.014626921526020896
Position 523: 0.010448971305608018
Position 1927: 0.010149946754038942
Position 5240: 0.008593603090762342
Position 283: 0.006395586734558703
Position 4795: 0.004760730861026456
Position 1851: 0.004271515753424672
Position 718: 0.004253868794977817
Position 1870: 0.0038612982537397623
Position 2463: 0.003583225083388147
Position 5201: 0.0035727795249959416
Position 2619: 0.0033221190913187847
Position 6718: 0.0032182973646872064
Position 5359: 0.0031057890705617425
Position 3602: 0.002385477075049566
Position 1456: 0.0023844992282782934
Position 1779: 0.002294215943276957
Position 3213: 0.0016538844643722204
Position 4849: 0.0016316793550718396
Position 4535: 0.001221323359226015
Position 3597: 0.0009493354318496176
Position 1848: 0.0008585264748967147
Position 1123: 0.0008452533254976334
Position 5926: 0.0007083228787602414
Position 2534: 0.0005597645736321857
Position 1795: 0.0005179484097518762
Position 848: 0.0004729844341413076
Position 4869: 0.00042488577673581294
Position 3358: 0.0004202725803902163
Position 3934: 0.00029667335373868663
Position 71: 0.0001891914374066019
Position 296: 0.00012689695535173372
Position 33: 0.00011276605200246189
Position 388: 8.84686327299687e-05
Position 1116: 8.272308960249261e-05
Position 4019: 7.848403209872617e-05
Position 1373: 7.796899551400597e-05
Position 456: 6.694324395744498e-05
Position 4819: 6.470298988575196e-05
Position 573: 5.635472863841201e-05
Position 613: 5.2083958056883544e-05
Position 531: 4.118890567419013e-05
Position 267: 2.8003335453630927e-05
Position 508: 2.4441380552324955e-05
Position 668: 2.146539052652866e-05
Position 975: 1.623246226916124e-05
Position 1108: 1.2261008706998142e-05
Position 1411: 1.1023637958799694e-05
Position 90: 1.0829324165070484e-05
Position 54: 7.816890891605053e-06
Position 84: 6.5762163108087326e-06
Position 893: 6.2070237464091326e-06
Position 132: 6.072496550200247e-06
Position 5142: 5.857952758917768e-06
Position 115: 5.074343883553819e-06
Position 1931: 4.449984512619514e-06
Position 253: 4.352055935058809e-06
Position 764: 3.883603917781469e-06
Position 420: 3.3725536232693807e-06
Position 5914: 3.258849236320622e-06
Position 1867: 3.1538877461910375e-06
Position 211: 2.5186227920018813e-06
Position 195: 2.1083687559298726e-06
Position 365: 8.12805364256647e-07
Position 175: 8.078894728330933e-07
Position 371: 7.690081194655984e-07
Position 329: 7.14843260802552e-07
Position 536: 2.3255603968995118e-07
Position 300: 6.202034264652984e-08
Position 352: 5.397685002753682e-08
Position 354: 4.872062610278269e-08
Position 334: 2.7927390095989937e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3823: 0.7262920557569889
Position 6648: 0.43039563652746193
Position 5042: 0.40221801485909603
Position 3198: 0.17157549228622873
Position 1709: 0.10983538589461662
Position 4770: 0.09025393378716833
Position 3794: 0.08561284419528538
Position 5792: 0.08254019359532161
Position 3126: 0.07834003705811927
Position 5119: 0.07443692263390013
Position 6614: 0.06934220367029546
Position 3108: 0.06897826709080908
Position 3158: 0.057741814034012344
Position 3083: 0.049062906445377676
Position 5140: 0.03245964204795573
Position 3035: 0.03174563596805719
Position 868: 0.029868649703761373
Position 6803: 0.029822619319631805
Position 3774: 0.02952814068854046
Position 6778: 0.02847288255409938
Position 6743: 0.02107761785101296
Position 4336: 0.02020002535791062
Position 5726: 0.02017252293273647
Position 4689: 0.019334670011511613
Position 1879: 0.016850481297940072
Position 3182: 0.016755527226813133
Position 6542: 0.015902263720680227
Position 218: 0.011815182730740318
Position 2959: 0.01136764793322947
Position 4609: 0.010647491684887225
Position 5022: 0.009876714886513965
Position 5636: 0.009753431889062561
Position 2360: 0.007893607652440213
Position 3204: 0.007168225360711417
Position 1733: 0.006499084304412866
Position 178: 0.0063638700191611264
Position 617: 0.006094890334739687
Position 443: 0.0056681266721981234
Position 3039: 0.0050007855585541515
Position 5380: 0.004890453603770328
