Gene = Edrf1
index = 360
Annotated 5SS: [  381  1573  3204  3877  6230  6607  9549  9924 10755 12883 13067 13593
 14651 16416 16865 19141 19626 21102 22752 24399 24688 25972 28441 30149]
Annotated 3SS: [ 1363  3136  3750  6104  6449  9446  9801 10642 12734 12957 13480 14389
 16343 16713 18951 19424 20882 22527 24239 24537 25817 28324 29996 33822]
SMsplice 5SS: [  381  3204  3877  6230  6607  9924 10755 12883 13067 13593 16416 16865
 21102 21550 22752 24399 24688 25972 28441 30149]
SMsplice 3SS: [ 3136  3750  6104  6493  9801 10642 12734 12957 13480 16343 16713 20882
 21415 22592 24239 24537 25817 28324 29996 33151]
top_k =  500
Partition function (log Z): 26.36084756377014

Sorted 5' Splice Sites (High to Low Probability):
Position 13067: 0.9943572526832889
Position 28441: 0.9765853331271147
Position 25972: 0.9671365089310181
Position 12883: 0.9589476818096471
Position 22752: 0.919646360098476
Position 3204: 0.8928228702660127
Position 6230: 0.8715395010677192
Position 381: 0.8458704155153483
Position 13593: 0.8273595840870317
Position 30149: 0.8273380669678982
Position 6607: 0.8167879769840268
Position 9924: 0.7982321661702284
Position 16416: 0.7960236827156222
Position 24399: 0.7655832430180939
Position 10755: 0.7120999066616909
Position 3877: 0.7086024765488144
Position 21550: 0.6146602869351462
Position 19141: 0.6031523032219103
Position 21102: 0.5923926590379872
Position 16865: 0.5824255396279838
Position 27545: 0.5658121787349178
Position 24688: 0.5437277962675382
Position 14651: 0.46246031212893285
Position 5796: 0.45859053442468756
Position 1573: 0.4199013799743454
Position 9549: 0.38297006153323887
Position 16877: 0.37668335067722963
Position 28925: 0.3609324245032432
Position 3056: 0.2806885405104258
Position 22378: 0.2476401052896397
Position 26938: 0.214595283477569
Position 24122: 0.2120067899091527
Position 30408: 0.1925465163021217
Position 21366: 0.18803303647849387
Position 741: 0.17576291234452124
Position 27352: 0.15805798507005514
Position 23113: 0.15557713491564495
Position 18629: 0.1548605416323392
Position 19626: 0.14739539606431878
Position 21090: 0.1454085334311995
Position 15149: 0.1305814511098229
Position 3051: 0.12802995427676334
Position 29727: 0.12108152872230396
Position 3219: 0.10494953399126729
Position 4997: 0.10198574354876351
Position 31306: 0.08643966860631982
Position 5869: 0.08426451407880077
Position 6670: 0.08395049200498232
Position 10866: 0.08372841704401997
Position 1128: 0.06745827187767922
Position 21098: 0.06558278233850502
Position 2315: 0.060080477596788494
Position 26944: 0.05970876470919191
Position 33393: 0.05852584088324431
Position 8478: 0.05741319271259053
