Gene = Plrg1
index = 825
Annotated 5SS: [  133  1356  3277  3859  4406  5600 10459 11250 12626 12839 13543 14280
 15215 15862]
Annotated 3SS: [ 1248  3133  3804  4314  5511 10359 11156 12475 12736 13439 14170 15074
 15667 16588]
SMsplice 5SS: [  133  1356  4406  5600 10459 11250 12626 12839 14280 15215 15862]
SMsplice 3SS: [ 1248  4314  5511 10359 11156 12475 12736 14170 15100 15667 16588]
top_k =  500
Partition function (log Z): 17.265665973299658

Sorted 5' Splice Sites (High to Low Probability):
Position 1356: 0.9999859508775603
Position 14280: 0.9820612839430072
Position 12626: 0.9475942964231504
Position 10459: 0.8933014783231266
Position 11250: 0.8649886537952975
Position 15862: 0.8648691345437154
Position 12839: 0.8636288813025333
Position 5600: 0.814626646167206
Position 133: 0.7919146473189289
Position 4406: 0.7778019891249596
Position 15215: 0.6489837648723747
Position 13543: 0.3683975132833774
Position 3859: 0.25014822762540806
Position 3940: 0.1677903967047065
Position 7255: 0.16185049421031625
Position 352: 0.15170004631699727
Position 3277: 0.15096467506674915
Position 3630: 0.13945686067860008
Position 15261: 0.1283291941193353
Position 15758: 0.11981652337060844
Position 3079: 0.11939539633282056
Position 15415: 0.09240217740812935
Position 14603: 0.09096965157672054
Position 12266: 0.07570258264014484
Position 4899: 0.07385102374222491
Position 348: 0.057841910248016146
Position 834: 0.04692244045655558
Position 10524: 0.04670213985979475
Position 12150: 0.04661471211301067
Position 12057: 0.04623175025939765
Position 15265: 0.038327782807168066
Position 12870: 0.036533433975556556
Position 15234: 0.03528595223640509
Position 11216: 0.035245838072319825
Position 10500: 0.03503082824702417
Position 11299: 0.03320983288050933
Position 6516: 0.030783386038329506
Position 5069: 0.026621124385723016
Position 4357: 0.024790980158417592
Position 14517: 0.022674768682796432
Position 10724: 0.018281219330161132
Position 3260: 0.017170574763310634
Position 149: 0.012475644204661034
Position 3418: 0.011548865914314478
Position 10669: 0.010734780482251896
Position 1678: 0.010292376310499009
Position 5544: 0.010245869134617702
Position 1021: 0.010217288887795653
Position 13688: 0.009494525885863163
Position 2232: 0.008732029444860867
Position 15225: 0.008369708375453248
Position 12178: 0.007794373510180785
Position 12887: 0.0077314048593454315
Position 14251: 0.007526711978631635
Position 12061: 0.007504734863376465
Position 3299: 0.006925265679100615
Position 3469: 0.006686534940271568
Position 138: 0.005913262524372689
Position 12809: 0.005846247187955633
Position 14487: 0.005723829635232884
Position 104: 0.0052848163834652425
Position 10641: 0.005136060683201429
Position 10221: 0.004644222771659144
Position 334: 0.00447966091567727
Position 16363: 0.004306219946525402
Position 3869: 0.00429480059318313
Position 9896: 0.004201123978652547
Position 4895: 0.003973880813729207
Position 338: 0.0038806338291048513
Position 7973: 0.0038737340377663996
Position 10713: 0.003786159614124005
Position 9861: 0.003667177259210059
Position 9392: 0.003550309615676269
Position 1698: 0.003458135472550205
Position 14990: 0.0032174460760833554
Position 10719: 0.003100138140007992
