Gene = Enoph1
index = 380
Annotated 5SS: [  318 19257 21183 22291 23898]
Annotated 3SS: [19154 20988 22157 23773 27813]
SMsplice 5SS: [  318 16044 19257 22291 23894 27957]
SMsplice 3SS: [15918 19154 22157 23773 27813 28348]
top_k =  500
Partition function (log Z): -10.297207142110324

Sorted 5' Splice Sites (High to Low Probability):
Position 19257: 0.9987139758176962
Position 318: 0.9720049854559226
Position 22291: 0.6935058839069932
Position 27957: 0.6306783544631924
Position 23894: 0.5022184402524946
Position 23898: 0.38319156663380904
Position 26447: 0.31153191245382233
Position 23461: 0.18721746909977263
Position 2411: 0.07763658311867418
Position 626: 0.07212577337008753
Position 289: 0.026279529602149933
Position 19839: 0.0018390213415927165
Position 579: 8.755508072162862e-05
Position 267: 8.676438647641857e-05
Position 275: 2.1676681608177083e-05
Position 6770: 2.1462021744068906e-05
Position 144: 1.721453124695281e-05
Position 4258: 1.3077611993797026e-05
Position 1663: 1.0604027424785421e-05
Position 419: 1.0046387333468295e-05
Position 5519: 9.832889439843053e-06
Position 4089: 8.371117478526759e-06
Position 93: 7.644977189192184e-06
Position 8120: 7.451748120513684e-06
Position 8299: 6.0425059538788255e-06
Position 7179: 5.3780492591142775e-06
Position 343: 5.227620711996343e-06
Position 3616: 4.923024882111347e-06
Position 4154: 4.056219732620764e-06
Position 216: 4.0183270409820694e-06
Position 312: 3.915678969224732e-06
Position 8290: 3.1748222248986374e-06
Position 237: 2.5896447777157626e-06
Position 57: 2.4356285546668454e-06
Position 62: 2.3914420572131415e-06
Position 183: 2.359151620783178e-06
Position 52: 2.149215042477015e-06
Position 2791: 1.766256362250169e-06
Position 4762: 1.489362495064971e-06
Position 119: 1.445349152772073e-06
Position 8125: 1.254862467712848e-06
Position 147: 1.2321455099434031e-06
Position 185: 1.1237837292510992e-06
Position 59: 9.340433781557054e-07
Position 25: 8.821452821611185e-07
Position 3576: 7.990461275750286e-07
Position 3797: 7.960390707386832e-07
Position 2668: 7.486436592013086e-07
Position 630: 6.845088988233397e-07
Position 249: 6.818625837346533e-07
Position 2211: 6.256685429962556e-07
Position 1553: 5.835973136480375e-07
Position 1638: 5.564995334154367e-07
Position 243: 5.264382482181742e-07
Position 517: 5.144580733031585e-07
Position 686: 4.74788659922383e-07
Position 129: 4.5207499868268687e-07
Position 261: 4.3652236306431584e-07
Position 462: 3.792896993042948e-07
Position 213: 3.702111738296053e-07
Position 22: 3.374595929602962e-07
Position 104: 3.116357814859532e-07
Position 1095: 3.0019209408888146e-07
Position 3751: 2.1514975257744474e-07
Position 240: 1.8543097343546286e-07
Position 3124: 1.7955957488588623e-07
Position 3686: 1.786334081314474e-07
Position 350: 1.6343379585029869e-07
Position 122: 1.3881292002289304e-07
Position 382: 1.3579218246236548e-07
Position 670: 1.101470993862428e-07
Position 6459: 1.0031451150835153e-07
Position 472: 9.920252320591577e-08
Position 7116: 7.871001876567424e-08
Position 384: 7.649568718405832e-08
Position 431: 6.320532835039302e-08
Position 4407: 3.243617239551541e-08
Position 1591: 1.9724020409866298e-08
Position 3778: 1.9323587900086355e-08
Position 3839: 1.5982018769084694e-08
Position 2032: 1.4445106025193998e-08
Position 2344: 1.358196946458686e-08
Position 2899: 1.1753586963764977e-08
Position 715: 1.0347731523328027e-08
Position 3376: 6.627142009553012e-09
Position 2795: 5.6255943689336695e-09
Position 873: 3.2392929849984456e-09
Position 1827: 2.668123902186082e-09
Position 522: 2.2749915727382648e-09
Position 599: 1.847557401491689e-09
Position 1048: 1.662165956391739e-09
Position 768: 1.5133106715667267e-09
Position 1419: 5.644232770060075e-10
Position 642: 2.723189010059033e-10
Position 1421: 2.369455916530229e-10
Position 661: 1.667392169615329e-10
Position 744: 1.631369765190353e-10
Position 902: 1.4751755855368104e-10
Position 551: 1.3397344088472387e-10
Position 987: 1.333758319160285e-10
Position 1430: 1.19352783023647e-10
Position 706: 9.403452559535299e-11
Position 1327: 8.302119073414096e-11
Position 1099: 8.271659601389035e-11
Position 421: 1.886824243519105e-12
Position 1623: 1.6176739544620259e-12
Position 1575: 9.95365117365651e-13
Position 1479: 5.992685614552483e-13
Position 1599: 3.790013060741293e-13
Position 542: 1.7755609268439423e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 19154: 0.9993866178397893
Position 23773: 0.8914863890204953
Position 22157: 0.6935058839069932
Position 27813: 0.6168364107573399
Position 28348: 0.36618185008996545
Position 26222: 0.3420959579470888
Position 27759: 0.33688777807364767
Position 23291: 0.18721746909977263
Position 28292: 0.1468116243154861
Position 28310: 0.1040801546864311
Position 521: 0.06166916036298365
Position 2285: 0.05177111612569416
Position 2165: 0.01854377524486794
Position 28070: 0.013604725371309821
Position 410: 0.006747327730300451
Position 20035: 0.005027909544364202
Position 2291: 0.0031340825897174314
Position 19744: 0.0026878336141282523
Position 578: 0.001382922646218433
Position 2344: 0.0012246409788719069
Position 2254: 0.0011148627304225526
Position 2070: 0.0010369150432375611
Position 19706: 0.0007486248038675264
Position 20988: 0.0006591648025586463
Position 2354: 0.0004084392763143941
Position 2249: 0.000404750195418285
Position 21688: 0.000402107955967597
Position 19637: 0.0003804643735025733
Position 404: 0.00036903774768463584
Position 21044: 0.0002822756064520385
Position 3977: 0.00016942665474025445
Position 448: 0.00015788119695301338
Position 527: 0.00012090445674203453
Position 382: 0.00011995976222751275
Position 530: 0.00011412571695653083
Position 8149: 0.00011286682981411879
Position 8326: 7.880155557607982e-05
Position 1526: 6.604956917190659e-05
Position 8874: 4.5377835830205716e-05
Position 5261: 3.123624640321291e-05
Position 5805: 2.9149023476416962e-05
Position 6649: 2.4371685968451405e-05
Position 12708: 1.4168351027990542e-05
Position 7971: 1.309598880702215e-05
Position 10104: 1.1464129875584377e-05
Position 1709: 1.084652593437448e-05
Position 12670: 1.0741696825090777e-05
Position 5463: 1.033583257877427e-05
Position 12421: 9.441083319035829e-06
Position 8538: 9.314830737656035e-06
Position 3477: 5.094301130105897e-06
Position 4336: 4.472274950485161e-06
Position 7078: 4.164937769871833e-06
Position 11261: 3.7082081789381696e-06
Position 6990: 3.2597107662467515e-06
Position 1656: 2.88441729911505e-06
Position 3437: 2.845175952422584e-06
Position 6357: 2.6703227565731313e-06
Position 6101: 2.554788962702493e-06
Position 5744: 2.212441453778318e-06
Position 4367: 2.129348821201545e-06
Position 3723: 1.8246379522685197e-06
Position 5402: 1.7195367937700815e-06
Position 3270: 1.7029296714059393e-06
Position 2827: 1.553766930615531e-06
Position 8094: 1.5498844744014913e-06
Position 4989: 1.5001654046137975e-06
Position 4183: 1.4826734160496242e-06
Position 3041: 1.4441541447756257e-06
Position 4902: 1.0869712810889137e-06
Position 2635: 9.470133765763667e-07
Position 3973: 8.827456363337766e-07
Position 947: 8.553665902846556e-07
Position 2448: 8.184494225972752e-07
Position 5971: 7.509576373816007e-07
Position 2567: 7.299419725691301e-07
Position 625: 7.057419382297752e-07
Position 7389: 6.943512344708757e-07
Position 4714: 6.770788283577232e-07
Position 4564: 6.15275366635316e-07
Position 1920: 5.940740534861248e-07
Position 1092: 5.476671345930068e-07
Position 1313: 4.209897628109094e-07
Position 4644: 4.198885771829453e-07
Position 4677: 4.0957106528107193e-07
Position 3501: 4.051399143000914e-07
Position 2679: 3.7441522003385947e-07
Position 3011: 3.396400198386678e-07
Position 2866: 3.322499216426986e-07
Position 1155: 3.253081451124064e-07
Position 2613: 2.644101131899473e-07
Position 863: 2.4085149160306093e-07
Position 1124: 2.377316623645113e-07
Position 4452: 2.3008091664060995e-07
Position 3462: 2.206480285276252e-07
Position 4509: 2.192861082879714e-07
Position 1159: 2.1924217161091898e-07
Position 2394: 2.0431226559485254e-07
Position 3504: 1.8476993362295756e-07
Position 3353: 1.3132448866778668e-07
Position 3219: 1.2850324054048978e-07
Position 2741: 1.2491182616702288e-07
Position 1753: 1.220721478842707e-07
Position 975: 1.2080022438174302e-07
Position 1705: 1.1984963491332884e-07
Position 1724: 1.1238735914780822e-07
Position 3485: 1.0553962128687236e-07
Position 2499: 9.163282854985456e-08
Position 669: 8.970446998722536e-08
Position 1185: 8.669419127433371e-08
Position 2091: 7.677765037971405e-08
Position 1373: 6.701105959318006e-08
Position 2527: 6.301540876203586e-08
Position 1488: 6.289555343590278e-08
Position 3596: 5.7289923738211836e-08
Position 450: 5.5621625578685944e-08
Position 453: 4.7720772985720055e-08
Position 3507: 4.4270221220844504e-08
Position 2115: 4.041037686982676e-08
Position 783: 3.9629498861690254e-08
Position 2371: 3.729015822171907e-08
Position 2134: 3.532785632265431e-08
Position 415: 9.020857267507806e-09
Position 360: 8.138251305508817e-09
Position 390: 6.174535363763899e-09
Position 413: 1.6687115406974644e-09
Position 980: 1.3990688161602815e-09
Position 911: 1.3548038996738014e-09
Position 629: 1.2961921316085081e-09
Position 203: 9.44695686384865e-10
Position 557: 6.603520702569234e-10
Position 370: 6.280671558235661e-10
Position 883: 6.054071647112372e-10
Position 1026: 5.550237881667293e-10
Position 1047: 5.110385289048591e-10
Position 583: 4.5052869494959955e-10
Position 823: 3.793615629927129e-10
Position 2013: 3.371725017579038e-10
Position 136: 2.8940533978717094e-10
Position 535: 2.856685933653192e-10
Position 229: 1.303256404869062e-10
Position 683: 1.0237965658687672e-10
Position 720: 9.489890694353422e-11
Position 2078: 7.04926271345588e-11
Position 261: 5.369184611264667e-11
Position 279: 5.328560689478985e-11
Position 209: 4.331733548645102e-11
Position 759: 3.4322048825771495e-11
Position 737: 2.9891408429874266e-11
Position 171: 1.5744033906037566e-11
Position 2042: 9.509845657557054e-12
Position 608: 8.883701872976428e-12
Position 572: 2.63089794197115e-12
Position 590: 2.2734226179853066e-12
Position 542: 2.0390049380489217e-12
Position 539: 1.2876808639469026e-12
Position 317: 9.701365717740727e-13
Position 1360: 1.0261501306412008e-13
