Gene = Pfdn2
index = 811
Annotated 5SS: [  117 10949 11159]
Annotated 3SS: [10859 11034 12179]
SMsplice 5SS: [  117 10949 11159]
SMsplice 3SS: [10859 11034 12179]
top_k =  500
Partition function (log Z): 0.176398248322843

Sorted 5' Splice Sites (High to Low Probability):
Position 10949: 0.9978335060810795
Position 11159: 0.9846490011943749
Position 117: 0.9181167587490634
Position 2411: 0.20934813113230966
Position 4714: 0.08829982864589901
Position 1819: 0.08113949159642021
Position 1269: 0.07196216701499213
Position 6300: 0.07018567818090332
Position 5949: 0.06040856555490228
Position 1410: 0.05787860852423423
Position 6413: 0.05742925668981905
Position 6804: 0.05573860423333966
Position 7198: 0.05497946159625697
Position 10041: 0.039665501265355674
Position 280: 0.036837094016074594
Position 7091: 0.03408412525608014
Position 3006: 0.023794227962526712
Position 6820: 0.022542105340355112
Position 6438: 0.02132926894999613
Position 284: 0.019547229941073687
Position 8946: 0.014752880131961778
Position 472: 0.014745889059880312
Position 3465: 0.009574649585560037
Position 4659: 0.009514926458547708
Position 3538: 0.009147237057762688
Position 814: 0.008140535539492873
Position 13270: 0.007998619008340714
Position 12265: 0.0069973767243025715
Position 13366: 0.00694173173614856
Position 9887: 0.00666478009989058
Position 6816: 0.006618145921472437
Position 11207: 0.006132013462142749
Position 406: 0.0033360856433385993
Position 33: 0.0032900645365013153
Position 11097: 0.0026360167965845493
Position 11211: 0.002538858669258801
Position 253: 0.002153603992295304
Position 11925: 0.0020357874006290623
Position 1216: 0.001969515316708355
Position 11981: 0.0019505524872780256
Position 12344: 0.0018276190375806013
Position 12682: 0.001789277211534222
Position 11869: 0.0017622124234994607
Position 12348: 0.001518220934904863
Position 13313: 0.0013433657188355152
Position 13331: 0.0011597807564275426
Position 2773: 0.001074650264354598
Position 11200: 0.0007947443145881485
Position 12342: 0.000761547197896525
Position 12375: 0.0006946225494960479
Position 12976: 0.0006343835637990935
Position 570: 0.0006323260523881995
Position 11595: 0.000538506590739362
Position 598: 0.0004311855993515329
Position 312: 0.00020152285472390554
Position 12405: 0.00017665747369137347
Position 213: 0.00013933438024872638
Position 12737: 0.00013736262416088205
Position 11484: 9.984341308854625e-05
Position 3255: 8.302517132725817e-05
Position 1179: 7.410785217057784e-05
Position 12056: 5.959896432868999e-05
Position 11992: 4.918113136928276e-05
Position 12002: 4.765958254872181e-05
Position 11126: 4.7367375988888795e-05
Position 539: 4.180524819324212e-05
Position 3288: 4.152748886359977e-05
Position 1370: 4.011698561462192e-05
Position 1123: 3.2914409183422175e-05
Position 420: 2.4545512103899494e-05
Position 306: 2.111723580265185e-05
Position 628: 2.051439093529599e-05
Position 444: 2.0202223975897125e-05
Position 152: 9.213268051366412e-06
Position 165: 8.907621707945983e-06
Position 558: 7.096797861262632e-06
Position 13005: 6.177150775417749e-06
Position 785: 2.933541652466429e-06
Position 1119: 2.9022432877775275e-06
Position 775: 2.240969145172759e-06
Position 591: 1.0971996925175054e-06
Position 468: 1.0013835041440461e-06
Position 11313: 9.473656145735917e-07
Position 181: 9.086278383877278e-07
Position 11090: 8.06661911757969e-07
Position 201: 6.692558140948764e-07
Position 102: 6.459895280404122e-07
Position 366: 6.446963963532027e-07
Position 3: 6.395556335349081e-07
Position 9: 6.238302080231116e-07
Position 243: 6.224674337536829e-07
Position 12656: 5.341259558175978e-07
Position 316: 5.117366378277148e-07
Position 154: 4.2808408744386364e-07
Position 63: 3.5188555440632814e-07
Position 565: 3.1611617224274957e-07
Position 308: 2.483981689573587e-07
Position 11077: 2.4406732745558147e-07
Position 11105: 2.0971351837649195e-07
Position 11532: 1.9392520701986395e-07
Position 11888: 1.8911884875155417e-07
Position 425: 1.3741462096472197e-07
Position 595: 1.2766278662987497e-07
Position 11841: 8.735752350395754e-08
Position 11735: 7.417486920887981e-08
Position 11380: 6.40559586246061e-08
Position 11243: 6.32729731816656e-08
Position 11039: 5.530609295351931e-08
Position 58: 1.0133503757540795e-08
Position 104: 8.284187608188878e-09
Position 357: 1.7095856201712742e-09
Position 347: 1.301048610362178e-09
Position 563: 3.232275928302317e-11
Position 61: 6.912707694501986e-13
Position 163: 2.7782328093497383e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 11034: 0.9971445111188079
Position 10859: 0.9961367614755754
Position 12179: 0.7967036916962933
Position 1215: 0.09981351185989511
Position 2201: 0.09039326252715471
Position 4538: 0.08641099132102566
Position 6735: 0.08580496098249389
Position 6359: 0.08131397264758244
Position 2263: 0.08015228510263368
Position 13457: 0.06295870939283796
Position 5843: 0.06040856555490231
Position 6065: 0.05433289805979221
Position 9813: 0.04633028136524623
Position 13147: 0.04537972062052607
Position 1650: 0.04511668453215955
Position 6986: 0.03239741156545366
Position 7090: 0.025187363258572324
Position 12889: 0.02513905654669829
Position 6962: 0.024149774177480723
Position 12117: 0.022540677478529583
Position 2381: 0.02233835846193656
Position 1178: 0.02175969117851577
Position 12529: 0.020140046881109083
Position 2854: 0.01774003453574353
Position 3359: 0.017196494485924484
Position 8817: 0.014752880131961778
Position 1598: 0.013889536402946441
Position 12736: 0.01282984970367818
Position 1774: 0.011238890285559616
Position 2223: 0.01119873472316583
Position 6243: 0.008565809240052137
Position 4509: 0.008480430498385741
Position 6246: 0.007286970881058966
Position 12587: 0.0068726227754675245
Position 13108: 0.006847650461019494
Position 690: 0.006706891581193534
Position 11405: 0.005593098337937248
Position 1681: 0.004980127120706922
Position 11914: 0.004293220696582758
Position 2266: 0.004088686090577789
Position 7167: 0.0038674853557363943
Position 2881: 0.0034058580636966776
Position 1135: 0.0028451717166109126
Position 11806: 0.002697314020137006
Position 13482: 0.00262004373657086
Position 2896: 0.002556361090904003
Position 11779: 0.0019738421121976713
Position 1034: 0.001957973247025313
Position 12185: 0.0018129617746959039
Position 10889: 0.0016942656562016105
Position 1401: 0.0016739698881927422
Position 12793: 0.0016432510833927609
Position 13221: 0.0016060236833842138
Position 4543: 0.0016054336037885906
Position 13028: 0.0016006683367271169
Position 1717: 0.001538229397873931
Position 12218: 0.001464500509737603
Position 627: 0.0014004092815307536
Position 4494: 0.0013178996812467777
Position 13557: 0.0012125152950951037
Position 12212: 0.0011155140949293033
Position 1043: 0.0010651341394293003
Position 11924: 0.0010397778868975942
Position 2269: 0.001031281335845616
Position 11056: 0.000963546604360648
Position 3431: 0.0008720351851023244
Position 1608: 0.0008522133182510831
Position 12975: 0.0008366774196573812
Position 1024: 0.0008276034966667747
Position 1601: 0.000786356712280851
Position 1446: 0.000757884824794471
Position 12831: 0.0007502204616256971
Position 13236: 0.000695422030156364
Position 1259: 0.000588968408805759
Position 377: 0.0005832407113029793
Position 12501: 0.0005726304217423
Position 13181: 0.0005676840662813594
Position 3407: 0.0005636138292958001
Position 11451: 0.0005448557617409814
Position 12209: 0.0005390643461423821
