Gene = Xrra1
index = 1195
Annotated 5SS: [  115  3242  8329 12342 16111 17175 20352 27021 38504 39472 43631 47461
 51946 52797 55375 56990 57698 57972]
Annotated 3SS: [ 3173  8230 12165 16038 17101 20253 26886 38374 39265 43589 47334 51851
 52680 55050 56793 57581 57865 58263]
SMsplice 5SS: [  115  3242  8329 12342 12728 16111 20352 20584 27021 33224 38002 38504
 39472 51946 52159 52797 55375 56928 57698 57972]
SMsplice 3SS: [ 3173  8230 12165 12520 16038 20253 20463 26886 33123 37898 38374 39265
 51851 52019 52680 55274 56825 57581 57865 58263]
top_k =  500
Partition function (log Z): 3.481047869992262

Sorted 5' Splice Sites (High to Low Probability):
Position 27021: 0.9998042806738413
Position 38504: 0.9970668492851008
Position 16111: 0.9796339989601183
Position 115: 0.9781547497232341
Position 12342: 0.9547759343533578
Position 8329: 0.9046889395706151
Position 20584: 0.901713341424206
Position 33224: 0.8674447304199322
Position 39472: 0.8323089247917781
Position 3242: 0.7385796483994397
Position 21844: 0.6337032170083582
Position 20352: 0.6324693114666015
Position 17175: 0.6128286029226027
Position 12728: 0.580681967889454
Position 38002: 0.4722854009631109
Position 6038: 0.4107626417318894
Position 10476: 0.3610317506898522
Position 20363: 0.3597726616065834
Position 13267: 0.1915771396871757
Position 43015: 0.1730124088494025
Position 12732: 0.1411965645143296
Position 39802: 0.13023231037675861
Position 6810: 0.12963006849201694
Position 6967: 0.12354735081283759
Position 1720: 0.11525605266288455
Position 42855: 0.11469085614808527
Position 21419: 0.11357038157906324
Position 42654: 0.10680798473007422
Position 13431: 0.10091303404352975
Position 3174: 0.10083365935459575
Position 39554: 0.09020182914603879
Position 41795: 0.08704162372505467
Position 8334: 0.08397126508352094
Position 20616: 0.07363289505268639
Position 21423: 0.061537370158862695
Position 17511: 0.05509375968428997
Position 3186: 0.049283434094895474
Position 12544: 0.04858504446660674
Position 42287: 0.048536864256186286
Position 19073: 0.047578030600924213
Position 20186: 0.04641816466520996
Position 4563: 0.04247700082843365
Position 1530: 0.036367386884647135
Position 1869: 0.03504425131561434
Position 2922: 0.03478740482905771
Position 1761: 0.034086142505010936
Position 12235: 0.03213070086931332
Position 2225: 0.029350449698136594
Position 6128: 0.02879457874953862
Position 41843: 0.025579837481208203
Position 1210: 0.024805355703981024
Position 43398: 0.023845315386342165
Position 40393: 0.02305852248552712
Position 3907: 0.02207299821794565
Position 42878: 0.021259191267507242
Position 4990: 0.020989492914935525
Position 11293: 0.017180522185786726
Position 11118: 0.012839343510812319
Position 20648: 0.010460648363987688
Position 273: 0.010392959415186281
Position 224: 0.009694778546569536
Position 14709: 0.009580402067566555
Position 188: 0.009162768797306962
Position 19600: 0.00902641903827658
Position 13271: 0.009025140628961837
Position 3283: 0.008481605656171351
Position 3409: 0.006889769642085974
Position 43388: 0.006589197792522242
Position 20394: 0.006553624542530575
Position 20108: 0.006273153217154033
Position 12696: 0.005890576804157978
Position 16441: 0.0056312101563891735
Position 255: 0.005423109465847371
Position 13054: 0.005349605728606559
Position 16207: 0.005239032614891699
Position 16087: 0.005237055081279453
Position 19683: 0.00521253188967081
Position 12255: 0.005086758930073968
Position 828: 0.0050021786114068725
Position 10112: 0.004614529612093502
Position 13591: 0.00428063431788803
Position 20847: 0.004255301225231371
Position 3275: 0.003840499618786793
Position 12034: 0.0036792692184113955
Position 277: 0.0034400949595772695
Position 10801: 0.0033676430332203492
Position 14978: 0.0033325502419683855
Position 1826: 0.0031003476167967177
Position 1191: 0.0029135627796364923
Position 3926: 0.0028389308969956266
Position 12624: 0.002774127526347135
Position 20122: 0.002623791723789004
Position 12681: 0.0026228878566840323
Position 4173: 0.0021762015554458803
Position 6053: 0.0020482134581060567
Position 20569: 0.001698851874736355
Position 12211: 0.001664330770737151
Position 2122: 0.001545985972757407
Position 9386: 0.0014431470623693045
Position 12364: 0.0013250171433044921
Position 16174: 0.0012799688853980219
Position 3102: 0.0012725688065079385
Position 427: 0.0011791179169566627
Position 4847: 0.001124492999435108
Position 3121: 0.0011193833500436168
Position 1507: 0.0010692788133658017
Position 20599: 0.0010216399269964353
Position 2912: 0.0009379091380997141
Position 16131: 0.0009247136233879161
Position 1537: 0.000850565287540356
Position 2399: 0.0007835429322975767
Position 282: 0.000752938418813615
Position 13523: 0.0006932447179232743
Position 1560: 0.0006645442074620637
Position 32: 0.0006290402085968671
Position 2822: 0.0005265187100857283
Position 1755: 0.0004962849710321798
Position 2875: 0.0004855394687690562
Position 494: 0.0004404262426652508
Position 1214: 0.0004162479687600198
Position 2880: 0.00038434810787928923
Position 12332: 0.0003085295509409481
Position 2866: 0.00029932785769966124
Position 27392: 8.503911907379233e-05
Position 384: 5.756092265841529e-05
Position 1580: 5.1218615596986706e-05
Position 1011: 4.743387291093787e-05
Position 318: 4.7160233753480706e-05
Position 1411: 4.682916746080892e-05
Position 1125: 4.664125230824057e-05
Position 150: 4.2967606393896485e-05
Position 867: 3.4199202242103024e-05
Position 309: 2.6787856591449918e-05
Position 117: 2.453826159179955e-05
Position 8878: 2.2176185412357186e-05
Position 168: 2.158533705003283e-05
Position 9339: 2.1552138724154278e-05
Position 594: 1.8461426584059124e-05
Position 20592: 1.6148060180278277e-05
Position 3433: 1.611666542467881e-05
Position 330: 1.4901235486087504e-05
Position 1476: 1.1059163770804527e-05
Position 477: 8.719773254876132e-06
Position 289: 8.254200615999462e-06
Position 368: 7.715209234781458e-06
Position 364: 7.6059387227150796e-06
Position 1459: 6.687581117370984e-06
Position 1788: 6.584811574543873e-06
Position 320: 6.093719851749568e-06
Position 173: 2.5991879744488443e-06
Position 171: 2.5351929468501305e-06
Position 1223: 1.0073306550638146e-06
Position 874: 7.72734364435679e-07
Position 1055: 6.563650715495918e-07
Position 830: 5.912542883452842e-07
Position 1229: 5.204693754912866e-07
Position 25894: 4.3731322344555546e-07
Position 1583: 3.346210960663689e-07
Position 2195: 2.806517473328141e-07
Position 47: 8.585078655277391e-08
Position 10: 1.2708981505559022e-08
Position 21893: 5.037490062489508e-09
Position 23207: 2.390378036338423e-09
Position 214: 1.371250878297751e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 38374: 0.9988497526940275
Position 16038: 0.9927911457267619
Position 12165: 0.96699373308851
Position 8230: 0.961582161140785
Position 20463: 0.9026077589103245
Position 33123: 0.8674447304199322
Position 20253: 0.7577874252168006
Position 39265: 0.7037078077349882
Position 3173: 0.6619669138168572
Position 12520: 0.650139646649187
Position 26886: 0.6390411893993453
Position 42744: 0.5351911886734146
Position 37898: 0.4722854009631109
Position 17050: 0.4630936107985007
Position 5988: 0.4388085190685712
Position 21761: 0.40683806829605934
Position 10321: 0.3356029782421155
Position 43589: 0.3109927724647107
Position 26909: 0.28917132153400404
Position 20274: 0.23929992008373838
Position 13204: 0.22427948287698068
Position 42403: 0.2175311269360793
Position 39323: 0.21606498107712657
Position 41737: 0.21162381663668886
Position 21722: 0.20767020615977813
Position 6713: 0.19633819440068717
Position 3070: 0.17077176982006367
Position 1644: 0.13779609106066848
Position 39705: 0.13015951187399744
Position 17101: 0.12203509553394523
Position 21257: 0.08794435816169058
Position 26974: 0.07160084615895312
Position 12543: 0.07053481934537538
Position 43291: 0.06830783392096977
Position 43075: 0.06721619380432266
Position 2993: 0.06623292854701426
Position 19995: 0.057253219433513004
Position 1422: 0.04343590807618698
Position 46001: 0.04261730501857804
Position 13184: 0.039170955431706754
Position 20496: 0.03817781545641324
Position 42029: 0.03697546728915649
Position 12527: 0.030588000011179027
Position 12570: 0.03046211182759283
Position 13147: 0.02857379104932549
Position 12125: 0.028318559891385136
Position 8298: 0.027078043513350476
Position 2733: 0.02673265830452537
Position 18971: 0.026110979466363753
Position 42098: 0.02523465171876043
Position 6628: 0.025091420797229695
Position 1086: 0.02471125019826602
Position 21331: 0.024469196225037657
Position 40274: 0.02436328884176955
Position 1709: 0.024308150445769845
Position 21235: 0.023984580361133327
Position 4472: 0.023081941943263226
Position 20440: 0.02284360869285392
Position 17375: 0.02279509367002212
Position 19019: 0.021467051134560513
