Gene = Defb41
index = 330
Annotated 5SS: [55]
Annotated 3SS: [4413]
SMsplice 5SS: [227]
SMsplice 3SS: [4413]
top_k =  500
Partition function (log Z): -8.52814552246636

Sorted 5' Splice Sites (High to Low Probability):
Position 227: 0.5672119814497268
Position 55: 0.4190369525252986
Position 2537: 0.15599403951280053
Position 2630: 0.08079741564064415
Position 2531: 0.05844985337304327
Position 2555: 0.048215598018720676
Position 592: 0.030858794481948483
Position 1595: 0.01763413446199429
Position 1807: 0.015895467274208635
Position 410: 0.013198911538684703
Position 249: 0.004891657088545115
Position 3604: 0.004879034897302183
Position 1208: 0.0044574207726255895
Position 2216: 0.0035373847559985656
Position 414: 0.002884335311923333
Position 1870: 0.0023946144585384635
Position 804: 0.0023110190499834606
Position 2621: 0.0021763229376732945
Position 4280: 0.0017231587279209256
Position 3816: 0.0015555232988303466
Position 3700: 0.0011352615868047433
Position 2604: 0.0009387195899302239
Position 2546: 0.0009225439607556476
Position 2418: 0.000899382019724766
Position 2567: 0.0005909752154633287
Position 3149: 0.0004834058748694411
Position 353: 0.00032179668436545396
Position 472: 0.00025363134428724334
Position 815: 0.00022166153072624846
Position 828: 0.00017807995573256374
Position 1324: 0.00017306041764088973
Position 2116: 0.0001335940970220416
Position 88: 0.00011194545499728644
Position 634: 9.49584621324649e-05
Position 324: 9.208138742028327e-05
Position 2090: 7.332775905664089e-05
Position 731: 3.5832823291081846e-05
Position 1034: 2.455464415339983e-05
Position 841: 1.7059334503370716e-05
Position 5: 1.1088734952154331e-05
Position 79: 4.9764980461170104e-06
Position 208: 2.4611879241983887e-06
Position 111: 1.455059601367247e-06
Position 72: 9.519570899791283e-07
Position 117: 5.959172697119122e-07
Position 265: 4.731552668643769e-07
Position 397: 4.4037056539915295e-07
Position 2740: 4.1145617251010044e-07
Position 357: 3.616583033134505e-07
Position 2503: 2.5551292016617907e-07
Position 337: 2.076929295368818e-07
Position 839: 1.5325884816310621e-07
Position 121: 1.1335907038681196e-07
Position 373: 9.524230834303858e-08
Position 96: 6.068667808502829e-08
Position 761: 5.358836474976403e-08
Position 514: 4.810235734867117e-08
Position 506: 4.267902768119383e-08
Position 596: 2.8396078239303834e-08
Position 450: 9.22749972083171e-09
Position 543: 9.031889476187029e-09
Position 486: 1.6238016893313146e-11
Position 488: 1.067205459456467e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2431: 0.30886164676400885
Position 4413: 0.27453244634241664
Position 2417: 0.19407920727665756
Position 3039: 0.1482411141254275
Position 634: 0.08344850076164874
Position 4194: 0.04174198495146012
Position 2875: 0.03849502268856
Position 3417: 0.03227169107894349
Position 4348: 0.029907175216531724
Position 971: 0.022855508543864523
Position 1686: 0.022453641937026942
Position 506: 0.019081564552244495
