Gene = Kptn
index = 610
Annotated 5SS: [ 287  678  902 1030 3216 3379 3987 4138 4898 5954 6213]
Annotated 3SS: [ 594  816  974 3139 3304 3876 4059 4821 5817 6041 7222]
SMsplice 5SS: [ 287 3216 3987 4898 5954 6213]
SMsplice 3SS: [3139 3876 4821 5817 6041 7222]
top_k =  500
Partition function (log Z): 13.536865921085052

Sorted 5' Splice Sites (High to Low Probability):
Position 5954: 0.9895217526855226
Position 287: 0.9771742401260718
Position 6213: 0.9685061525315366
Position 3987: 0.9559370963563257
Position 4898: 0.9123431927738189
Position 3216: 0.7784827877907471
Position 902: 0.6551427388634973
Position 4138: 0.4163233642160026
Position 7366: 0.357274346120228
Position 3379: 0.3341775850310284
Position 678: 0.306172430739468
Position 1030: 0.26965796994153995
Position 3221: 0.18595887466851332
Position 1137: 0.14116497938393557
Position 4480: 0.13120580796882433
Position 3375: 0.10368124208267705
Position 5663: 0.09796348928893778
Position 5699: 0.06963582027026165
Position 1298: 0.055022798362492326
Position 1158: 0.029433308362786383
Position 4266: 0.02030903594011252
Position 144: 0.019392863349905573
Position 6418: 0.01918213269881647
Position 7077: 0.016496523329725794
Position 3010: 0.01646401606575082
Position 6407: 0.015840947292401215
Position 4508: 0.01466697687768208
Position 1574: 0.01356487570694019
Position 7379: 0.013214698217387634
Position 6636: 0.012760719650805623
Position 4560: 0.01244880636980488
Position 2199: 0.012163208984508246
Position 19: 0.00842055358403333
Position 3800: 0.00824817551321059
Position 7479: 0.008218258830050803
Position 2746: 0.00814493367168999
Position 522: 0.00461554118975576
Position 3953: 0.004121552777733069
Position 6198: 0.0038221980217675896
Position 6180: 0.003603018376761429
Position 3993: 0.0028299091798593247
Position 2506: 0.002744866672495955
Position 6671: 0.0022101215879204474
Position 208: 0.00220319485886513
Position 3822: 0.001978518766706883
Position 2966: 0.0016849045240491692
Position 6144: 0.0016246947500166413
Position 6286: 0.0013813899019435266
Position 529: 0.0010217990262330048
Position 7274: 0.0010098073533841006
Position 1311: 0.0007105944984216108
Position 6275: 0.0006241395506301738
Position 7: 0.0005980201552854728
Position 363: 0.0005404841614464187
Position 6780: 0.00044051570274974896
Position 3784: 0.00042635768105653537
Position 129: 0.0003992252486231231
Position 7313: 0.00036400703754469713
Position 499: 0.00032784249595232463
Position 7423: 0.00031181555870329696
Position 5972: 0.0002899615869207555
Position 302: 0.00025040370391881214
Position 6728: 0.0002288680400260295
Position 836: 0.00017206268291767058
Position 654: 0.00015183934404706449
Position 142: 0.00014599861225508292
Position 5936: 0.00014387088983183622
Position 7391: 0.00012063602947723318
Position 7425: 0.00011896085699671482
Position 7368: 0.00011611073209726311
Position 5001: 0.00010375620640945129
Position 538: 9.879272696095716e-05
Position 803: 8.340897182574442e-05
Position 5129: 7.810090953859316e-05
Position 484: 7.296330462465333e-05
Position 749: 6.614876081170397e-05
Position 879: 6.451208563622955e-05
Position 5930: 6.315921535321342e-05
Position 7328: 4.537157206597529e-05
Position 5897: 3.688774021643615e-05
Position 180: 3.1012904005173156e-05
Position 1168: 2.971514498139811e-05
Position 7462: 2.874383643068199e-05
Position 95: 2.751990011229795e-05
Position 2473: 2.700668709891476e-05
Position 738: 2.63303772409598e-05
Position 291: 2.6159807193318406e-05
Position 299: 1.1297464267751366e-05
Position 391: 1.024513222520111e-05
Position 470: 1.0070880386988895e-05
Position 421: 8.915864944804944e-06
Position 632: 8.03877372678424e-06
Position 4033: 7.947695538847206e-06
Position 609: 7.382081236612827e-06
Position 1034: 6.94968682999339e-06
Position 857: 6.843324675205079e-06
Position 4976: 6.368621754886989e-06
Position 6460: 4.338908003567755e-06
Position 474: 4.20390811389489e-06
Position 6458: 4.113556565443657e-06
Position 329: 3.783647067417607e-06
Position 327: 3.56355776851979e-06
Position 322: 2.956795128260492e-06
Position 840: 2.849467183826033e-06
Position 6360: 2.0294110378932984e-06
Position 6059: 1.932665477152054e-06
Position 355: 1.6715997585318725e-06
Position 906: 1.5404271041394235e-06
Position 6430: 9.874414000062944e-07
Position 699: 9.14039117003011e-07
Position 253: 8.981925128924848e-07
Position 467: 8.792620151842037e-07
Position 6462: 8.495394423403582e-07
Position 79: 8.339544477988586e-07
Position 6464: 8.231804204985974e-07
Position 6466: 7.317990612048025e-07
Position 4107: 4.071836748962106e-07
Position 4947: 6.682969286260328e-08
Position 430: 3.511279675236201e-10
Position 404: 3.1072544492055266e-10
Position 369: 2.9570606906042604e-10
Position 424: 1.602055296085734e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6041: 0.9714497522202727
Position 3139: 0.9514377983010103
Position 7222: 0.9015947008127475
Position 3876: 0.7721162484927098
Position 4821: 0.733231129233626
Position 5817: 0.5190204160041626
Position 5865: 0.421812402208324
Position 974: 0.4164029832625173
Position 3304: 0.4145616764757499
Position 4059: 0.39479740096238825
Position 7560: 0.3631487006372813
Position 594: 0.3167988083704642
Position 816: 0.2835191934527319
Position 3919: 0.16961144710476214
Position 718: 0.15452569277655032
Position 749: 0.1256667852531129
Position 4759: 0.08932443431182231
Position 4379: 0.0718921238091318
Position 5572: 0.06980815068937767
Position 4740: 0.05775342919350358
Position 5500: 0.057187443515436594
Position 4423: 0.04523124063642307
Position 5783: 0.040670090760901355
Position 7196: 0.033794081711858166
Position 4330: 0.03227462164167494
Position 6335: 0.030205899445665596
Position 6568: 0.029679793678695193
Position 2945: 0.029089502398639853
Position 4061: 0.02851936516242322
Position 1258: 0.023898213827790147
Position 901: 0.022170019222147792
Position 738: 0.021659938549772967
Position 6109: 0.019567575877728786
Position 207: 0.018930876121539347
Position 4650: 0.01862112476514774
Position 7445: 0.01650751639035594
Position 6703: 0.014532773579069565
Position 3792: 0.014123180351164083
Position 5347: 0.013719682983113948
Position 4479: 0.012869886336912655
Position 5230: 0.012175265408603371
Position 1015: 0.011651008498931928
Position 823: 0.011499852391085438
Position 7059: 0.010947985798826998
Position 3943: 0.010915266262483946
Position 5526: 0.009211754677391036
Position 3106: 0.008809383630449252
Position 1000: 0.008484676865436408
Position 2551: 0.00814493367168999
Position 3310: 0.00813775232070463
Position 2008: 0.007535150586170906
Position 7497: 0.006914475369227979
Position 6928: 0.006090014262332461
Position 7365: 0.0060315114873888895
Position 1353: 0.005848801030026081
Position 677: 0.005831143349115302
Position 798: 0.005566767391236556
Position 803: 0.005437981702340897
Position 389: 0.00539047969307946
Position 3146: 0.005041717448826094
Position 5833: 0.004902692141660621
Position 3672: 0.004458992357454753
Position 2072: 0.00439798344333818
Position 6044: 0.003600396740956961
Position 6924: 0.00354304269937249
Position 4715: 0.0033943377375123414
Position 571: 0.0033784870147788443
Position 3749: 0.0032506438998983317
Position 3356: 0.0032153054371121554
Position 1028: 0.003066002221088041
Position 5631: 0.0030308585404720135
Position 800: 0.0027945674189663503
Position 2390: 0.002771873359594871
Position 229: 0.002688027360516375
Position 3705: 0.002584960232348164
Position 4070: 0.0025510228876954285
Position 3634: 0.0023617313512347368
Position 4829: 0.0023326474488001075
Position 4584: 0.0022919872366580947
Position 5662: 0.0022847694434722987
Position 7227: 0.002159263328037001
Position 1476: 0.0021156753790612637
Position 4088: 0.0020962688375647945
Position 362: 0.002037731864423652
Position 1078: 0.001981912563932614
Position 1368: 0.0019388688271476022
Position 5872: 0.0019296597924026125
Position 6978: 0.001889315311529344
Position 529: 0.001846928155116367
Position 3819: 0.0017434758165775588
Position 202: 0.0016688572436006402
Position 542: 0.0016678188480649453
Position 1124: 0.001600132843306788
Position 1495: 0.0014179654735333534
Position 7540: 0.0013435400229815993
Position 7593: 0.0013405807578310944
Position 113: 0.0013029056238597731
Position 108: 0.0012043483058960156
Position 1205: 0.0011505624075056236
Position 1297: 0.0010795164324960765
Position 462: 0.001043782742975976
Position 6572: 0.0009924348168171538
Position 5915: 0.0009859123682692988
Position 1234: 0.0009596275901842158
Position 686: 0.0009441486721960989
Position 5367: 0.0009161115111291579
Position 367: 0.0008933676534081145
Position 533: 0.0008838749211995324
Position 4600: 0.000753835302706781
Position 632: 0.0007519011271757867
Position 137: 0.0006900181650537372
Position 7448: 0.0006864939344596294
Position 7528: 0.0006814238581044664
Position 3698: 0.0006262126317848823
Position 4262: 0.0005968718152657292
Position 1387: 0.0005294501079767305
Position 1202: 0.0004887867473507888
Position 1107: 0.0004542691546280945
Position 976: 0.0004528991119745235
Position 4085: 0.0004045080349571488
Position 978: 0.0003566301641207342
Position 401: 0.00033825457510183656
Position 6756: 0.00028841086417558614
Position 424: 0.00024501296378468587
Position 2052: 0.0002300749549991534
Position 6593: 0.0002247793171197237
Position 452: 0.00021902089508212555
Position 6075: 0.00020018715967594589
Position 867: 0.00018873779954670865
Position 4120: 0.00016525494929434695
Position 3322: 0.00015283376136621292
Position 160: 0.00015037789456266712
Position 481: 0.00013271124460908387
Position 550: 0.0001245622223689283
