Gene = Hikeshi
index = 538
Annotated 5SS: [  236  5478 17641 21132]
Annotated 3SS: [ 5239 17488 21012 22196]
SMsplice 5SS: [  236  1225  5478 10885 17641 21132]
SMsplice 3SS: [ 1124  5239 10743 17488 21012 22196]
top_k =  500
Partition function (log Z): -6.39481741995561

Sorted 5' Splice Sites (High to Low Probability):
Position 10885: 0.9328691319624246
Position 5478: 0.9325701652117353
Position 21132: 0.8210635729354996
Position 1225: 0.7371812476222427
Position 17641: 0.6812853473003834
Position 236: 0.6054594279635624
Position 4802: 0.3270370598163278
Position 6339: 0.2742787020538775
Position 17689: 0.2691212094967765
Position 12006: 0.25385002487809794
Position 6966: 0.1522272838896375
Position 10445: 0.14776358984693466
Position 7345: 0.14596242122189426
Position 3427: 0.13472302942794773
Position 7349: 0.128841900317812
Position 22014: 0.10157895608847557
Position 168: 0.09844282418177325
Position 21988: 0.08710215176305096
Position 267: 0.08015222137400431
Position 21213: 0.07213026977840419
Position 17952: 0.07022884564736205
Position 18321: 0.0676735651583177
Position 1230: 0.06295299712043297
Position 10200: 0.05944634082369213
Position 10905: 0.04517041240921893
Position 15189: 0.03275425396133567
Position 9522: 0.03160991247080069
Position 271: 0.028920776869311833
Position 522: 0.027002629512419895
Position 7192: 0.023253456890911704
Position 529: 0.022184044949089557
Position 1583: 0.02031346975512069
Position 983: 0.0190024095574063
Position 689: 0.018941971015959447
Position 22958: 0.01734499162556724
Position 4345: 0.016292897740834898
Position 564: 0.014454863729557257
Position 21: 0.014263443049594805
Position 1615: 0.01360329000337875
Position 13363: 0.012727441642337408
Position 114: 0.011214849622446255
Position 35: 0.010628080152002345
Position 2441: 0.010087487390010244
Position 22951: 0.009102838945263494
Position 23272: 0.008949410693935072
Position 4825: 0.008764005311031355
Position 6383: 0.008476033796152358
Position 5002: 0.008244614140240915
Position 42: 0.007434353667957514
Position 4787: 0.006313008541732255
Position 4684: 0.005914122263461126
Position 22035: 0.005559251344506664
Position 513: 0.003949977985397968
Position 1091: 0.003795564343489582
Position 3309: 0.0035331004840554064
Position 354: 0.003267015615512427
Position 297: 0.002947214517061782
Position 221: 0.00291123092616257
Position 418: 0.002411259025884287
Position 999: 0.0023719041491908764
Position 867: 0.001992714778892524
Position 328: 0.0019688816634374365
Position 4782: 0.0015462527598419952
Position 436: 0.0014659081138269417
Position 573: 0.0012781430443397678
Position 585: 0.0011290667504695315
Position 3411: 0.0011072126950428514
Position 813: 0.0010677435390719163
Position 4392: 0.0008970394768576846
Position 3256: 0.0008834409266206363
Position 208: 0.0008671484415385273
Position 498: 0.0007683233769064005
Position 4779: 0.0007372581920713121
Position 3467: 0.0007099270858554321
Position 621: 0.0006722568140577485
Position 815: 0.0006720353794308582
Position 431: 0.00060286569035071
Position 2744: 0.0005586544775418529
Position 75: 0.0005222340079000585
Position 941: 0.0004876467375359858
Position 1698: 0.0004764901889481145
Position 1245: 0.00025230017842153987
Position 848: 0.00023019235043782
Position 7196: 0.00015053565961998684
Position 410: 1.6720178787864304e-05
Position 154: 6.613533548023506e-06
Position 398: 5.6650028006097375e-06
Position 85: 4.6924673301936845e-06
Position 461: 4.246966882326743e-06
Position 156: 3.968978697175767e-06
Position 597: 3.9092274985787355e-06
Position 254: 3.776807120011157e-06
Position 286: 3.0948606578945495e-06
Position 122: 3.00538763692097e-06
Position 466: 2.379977361025755e-06
Position 396: 2.2420828472247037e-06
Position 67: 2.2200945677884085e-06
Position 582: 2.1067370738073027e-06
Position 352: 1.956636259432609e-06
Position 334: 1.5978829585120384e-06
Position 474: 1.471029530823136e-06
Position 59: 1.428238476766368e-06
Position 136: 1.1375886414890092e-06
Position 471: 9.1290269248006e-07
Position 481: 7.745681480389366e-07
Position 70: 7.341610283211831e-07
Position 15: 6.967744084850467e-07
Position 65: 6.181422486865734e-07
Position 519: 3.1058533287833763e-07
Position 90: 2.9683392358973307e-07
Position 636: 2.8418867010139805e-07
Position 554: 2.3813660390380718e-07
Position 289: 1.5784181918963344e-07
Position 447: 1.1452556286485966e-07
Position 78: 5.806140020570033e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 10743: 0.9780562262637931
Position 17488: 0.9483113810965982
Position 5239: 0.9325780034275113
Position 21012: 0.7903574464828081
Position 22196: 0.6893806863817088
Position 1124: 0.6732915113556753
Position 4577: 0.28848910693423624
Position 7100: 0.2873749708625332
Position 11886: 0.19698633262385387
Position 6228: 0.15734571761296492
Position 10352: 0.1477635898469347
Position 3305: 0.13694643124767195
Position 21072: 0.12859542409412722
Position 6183: 0.12123030993646838
Position 6784: 0.11090389391861584
Position 22795: 0.0922450535961653
Position 21883: 0.09081187997163065
Position 18171: 0.06165437193219858
Position 4613: 0.060724843644915594
Position 21768: 0.05330414622626497
Position 11915: 0.04901656407388716
Position 21467: 0.044615536289561546
Position 23309: 0.03934495098563856
Position 22583: 0.03891979336625304
Position 17837: 0.03781345371547762
Position 1017: 0.03627508295114776
Position 21915: 0.035901739756258044
Position 971: 0.0344672664392937
Position 23363: 0.0343419000230326
Position 15002: 0.03275425396133567
Position 10110: 0.03143036244390826
Position 17889: 0.029250636218933396
Position 21796: 0.02922895042919802
Position 9430: 0.029167746848543962
Position 9998: 0.028015978379783864
Position 1489: 0.026074974741091234
Position 6805: 0.02434066866216395
Position 23127: 0.021350804661820405
Position 491: 0.013835135525069937
Position 13233: 0.01279922137065165
Position 7284: 0.010774632153856021
Position 2301: 0.010011409097812576
Position 22879: 0.008624301422212245
Position 746: 0.008592753578149944
Position 22549: 0.008169482368404405
Position 11922: 0.00796032455617921
Position 6793: 0.006736396698071245
Position 6627: 0.00654247423884104
Position 18274: 0.006019193226119106
Position 1160: 0.005783765179348709
Position 1528: 0.0057251061235679395
Position 1202: 0.0055131741975144345
Position 22903: 0.005510285066457969
Position 4329: 0.005501109799818061
Position 559: 0.0052091652308893
Position 4228: 0.00505562616433652
Position 4864: 0.004444607929976084
Position 4287: 0.004200624855320884
Position 17550: 0.0041864427188332415
Position 871: 0.004161416742079126
Position 17834: 0.003827680675685824
Position 6026: 0.003256910829360574
Position 21284: 0.002651950428872478
Position 9302: 0.0024495483307444277
Position 4193: 0.002432576398217115
Position 393: 0.0021729113970798773
Position 3224: 0.0021184865371267005
Position 4518: 0.002107731287248521
Position 21390: 0.0019523390110151842
Position 6808: 0.0019230154872984715
Position 4900: 0.001886461328416285
Position 1378: 0.0017981347178448006
Position 6864: 0.0017828915139162262
Position 3156: 0.0012218066857113941
Position 812: 0.0009681449552103396
Position 4750: 0.0009061206435839308
Position 20186: 0.0008681852016373622
Position 23020: 0.0008521948296361865
Position 1095: 0.0007136974200232503
Position 3372: 0.0006705478859679519
Position 6334: 0.0006410015688256075
Position 2623: 0.0005586544775418537
Position 1101: 0.0005570032328133609
Position 840: 0.0004968665128630139
Position 1327: 0.0004818389874203786
Position 727: 0.00046407992977996846
Position 22093: 0.0004602182365206351
Position 20160: 0.00045762933864896573
Position 113: 0.0003791812937808476
Position 20576: 0.0003687999145565204
Position 21561: 0.00034396488724516274
Position 20251: 0.0003146058007987571
Position 1346: 0.00029342535277260013
Position 6118: 0.00028079590241039226
Position 749: 0.00022749759537958462
Position 12176: 0.00018941927283555932
Position 688: 0.00013134772764005682
Position 646: 0.00010277816322980945
Position 17157: 9.752333618769203e-05
Position 131: 9.71621728853127e-05
Position 11118: 9.455923884867393e-05
Position 873: 8.659026292180547e-05
Position 13977: 8.416538020862785e-05
Position 17193: 8.227823829147881e-05
Position 2359: 7.607829219767243e-05
Position 1019: 7.417201828042502e-05
Position 414: 7.24709772738011e-05
Position 16765: 7.049612849136514e-05
Position 795: 6.633536223121602e-05
Position 167: 6.536714695462901e-05
Position 7308: 6.179736571815946e-05
Position 18368: 6.119120813034028e-05
Position 12353: 5.434807339843957e-05
Position 893: 3.5681915718510066e-05
Position 13708: 3.541914072802611e-05
Position 618: 3.4320201812161095e-05
Position 12146: 3.261012071117633e-05
Position 784: 2.534287040807514e-05
Position 14005: 2.52248691465649e-05
Position 11332: 2.4937165983206673e-05
Position 978: 2.311153670836563e-05
Position 136: 1.740605296651075e-05
Position 1272: 1.4250907336234716e-05
