Gene = Orc5
index = 783
Annotated 5SS: [  184  2452  3978 12854 16613 21221 23841 24013 25560 26860 27985 33672
 50400]
Annotated 3SS: [ 2358  3776 12778 16500 21089 23791 23921 25506 26746 27936 33560 50286
 63157]
SMsplice 5SS: [  275  2452  3978  5244  7169 16613 21221 24013 25627 33672 39461 50400
 52326]
SMsplice 3SS: [ 2358  3776  5109  7071 16500 21089 23791 25506 33560 39329 50286 52229
 63157]
top_k =  500
Partition function (log Z): -22.55689705602878

Sorted 5' Splice Sites (High to Low Probability):
Position 21221: 0.9676149210910912
Position 3978: 0.9280808373073954
Position 16613: 0.9246576179421482
Position 2452: 0.9093976997358374
Position 7169: 0.8259627359743579
Position 5244: 0.7636281754153588
Position 24013: 0.6330144707802566
Position 275: 0.5536093423444022
Position 4343: 0.5454090795221638
Position 12854: 0.5277511197004582
Position 25627: 0.33420288540629467
Position 21910: 0.24836945915803188
Position 11111: 0.2396159258697564
Position 974: 0.22225973351082223
Position 5837: 0.1916979186660391
Position 184: 0.17995160401539798
Position 2935: 0.14760731162764187
Position 22840: 0.1354167578750386
Position 3202: 0.10680114509077843
Position 97: 0.09503710066585212
Position 26860: 0.08406581803372905
Position 305: 0.06189611702640223
Position 310: 0.0482758537024344
Position 491: 0.03657045186754523
Position 23841: 0.03438956365696527
Position 2592: 0.027670852712988962
Position 4252: 0.022860647184753908
Position 547: 0.0219016835013346
Position 4320: 0.021791252459417397
Position 5828: 0.02170556699297775
Position 6612: 0.021417504522375803
Position 4566: 0.02029667574568021
Position 445: 0.019210456127452723
Position 1659: 0.01726521253736176
Position 716: 0.01685227528263559
Position 21809: 0.0159499498280258
Position 598: 0.015280507071780145
Position 4397: 0.012286185759737714
Position 2216: 0.00845775822571542
Position 90: 0.007665012252623996
Position 25560: 0.007593932633332783
Position 2567: 0.006477667227806446
Position 2894: 0.006291992995031809
Position 3649: 0.005686570284437069
Position 3351: 0.005400170996425456
Position 573: 0.005231561265260574
Position 22876: 0.004796740747991783
Position 5223: 0.004742689564887135
Position 3632: 0.004567752935531971
Position 2736: 0.004282834885394792
Position 2046: 0.0031956284963728992
Position 1344: 0.0026353716406764985
Position 1496: 0.0023862993569450193
Position 3165: 0.0023817212788657654
Position 3982: 0.0023325114755944577
Position 5542: 0.002232220237357327
Position 893: 0.0021057297189294505
Position 1836: 0.002073546158349604
Position 1151: 0.001976411396194142
Position 958: 0.0019034995119835377
Position 154: 0.00175426246434667
Position 1458: 0.0015371610218584107
Position 930: 0.0010886958877002774
Position 3004: 0.001054854909426663
Position 485: 0.0009141435444875477
Position 3936: 0.0008539254785065286
Position 140: 0.0007664569500028353
Position 1775: 0.0005506131550860014
Position 3361: 0.0003877337136645995
Position 4082: 0.0003803842562632096
Position 3161: 0.0003785687602012529
Position 2572: 0.0003106923022482254
Position 253: 0.00014597608122440543
Position 100: 0.00010781862915468379
Position 114: 0.00010577277854372888
Position 39: 6.214933940959996e-05
Position 29: 3.314229243748387e-05
Position 469: 3.066321832244328e-05
Position 133: 2.8688269699368423e-05
Position 54: 2.142995246452092e-05
Position 226: 1.1737003340061143e-05
Position 156: 6.847355913010205e-06
Position 9436: 6.322463815280076e-06
Position 258: 4.866677599795059e-06
Position 242: 2.8995119954403342e-06
Position 260: 2.6974334229212696e-06
Position 237: 2.1514481197073797e-06
Position 189: 1.6151707967864302e-06
Position 7334: 1.4874385153700926e-06
Position 168: 1.212461631190058e-06
Position 174: 1.1206995443888777e-06
Position 293: 1.0755367067544354e-06
Position 32: 1.055642912964104e-06
Position 192: 4.6414280238026017e-07
Position 409: 4.345692406121816e-07
Position 397: 3.4237133573189945e-07
Position 542: 3.331417977256001e-07
Position 2797: 2.4776223803758895e-07
Position 498: 1.1267997256993995e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 21089: 0.9708307298076759
Position 16500: 0.9247111620456956
Position 2358: 0.9166292968644384
Position 25506: 0.8746187415625482
Position 3776: 0.7603406973993204
Position 7071: 0.7362118088848996
Position 5109: 0.6935613680917491
Position 23791: 0.6802370687783208
Position 12778: 0.4889208615620731
Position 4068: 0.30758510609156764
Position 10992: 0.23457932043169394
Position 5721: 0.21120184364128078
Position 22754: 0.1796485338459643
Position 4240: 0.156937289388095
Position 21679: 0.14901595605714066
Position 3870: 0.13614987805005446
Position 879: 0.13401142639142266
Position 2821: 0.13299122086785092
Position 21793: 0.12389266624098193
Position 26746: 0.1222768348239216
Position 4141: 0.10887289383951926
Position 3030: 0.09300500180416804
Position 7080: 0.08976498682326842
Position 27936: 0.08338258542062871
Position 33560: 0.07827663728424501
Position 27755: 0.07680967910349615
Position 25878: 0.0692698139299922
Position 359: 0.039398888672059366
Position 12690: 0.03890281765517057
Position 876: 0.0347250379319234
Position 27541: 0.0310141217988519
Position 5175: 0.03008499179610358
Position 4944: 0.02563966369892734
Position 858: 0.019345110644119184
Position 3113: 0.017319899790745403
Position 3820: 0.01649937164877044
Position 168: 0.016370578221405398
Position 4506: 0.01603253730179267
Position 26271: 0.013520304515765193
Position 3876: 0.012355527267848731
Position 6554: 0.012238813006598888
Position 2360: 0.01211092607785708
Position 393: 0.011445158880722948
Position 2754: 0.010834438199670518
Position 4256: 0.010039792640087784
Position 5026: 0.008354622772417624
Position 1554: 0.007679771617653983
Position 4975: 0.007538716357568303
Position 3442: 0.007388928395345892
Position 692: 0.00709748370226007
Position 1457: 0.006842377506004555
Position 1241: 0.006745530012393928
Position 791: 0.006708317723373486
Position 2500: 0.00643897398901393
Position 2706: 0.00624996025315179
Position 6370: 0.005704328397183365
Position 764: 0.005536117229539206
Position 10842: 0.005053946824633799
Position 4294: 0.0049262564453025
Position 4267: 0.004568189299514034
Position 4172: 0.004479834970487928
Position 2538: 0.004455264660083193
Position 3888: 0.004207994508236721
Position 3923: 0.0038850473022696806
Position 2158: 0.0033794410700575734
Position 4109: 0.003212156753272744
Position 5047: 0.0031958142747225376
Position 910: 0.0031463292896478224
Position 2080: 0.0029626473085615293
Position 17353: 0.0029577389880684254
Position 2007: 0.0029464839264357746
Position 1794: 0.0027870354866219214
Position 23206: 0.0027394581651886047
Position 2449: 0.0027084347159881663
Position 22015: 0.002703211072874586
Position 2561: 0.0025084677857137253
Position 631: 0.002317261173421828
Position 5675: 0.0022457673076023035
Position 215: 0.002156461148406761
Position 3050: 0.0019517422644557928
Position 192: 0.001687854945496568
Position 347: 0.0016402388961706874
Position 4081: 0.001619746489089685
Position 369: 0.0016114492702725232
Position 2735: 0.0015204330895952252
Position 298: 0.0014705083801606778
Position 1712: 0.0013252636748040004
Position 2372: 0.0012912730816591242
Position 6234: 0.00127556490749042
Position 21495: 0.0012437027459529632
Position 336: 0.0012229210789639088
Position 3500: 0.0011897958582513968
Position 826: 0.0011808307394735524
Position 1483: 0.0011800371706570214
