Gene = Csn2
index = 300
Annotated 5SS: [ 252 1603 2374 2511 3477 3603 5154 5798]
Annotated 3SS: [1539 2349 2489 3452 3557 4628 5752 6676]
SMsplice 5SS: [ 252 1603 3603]
SMsplice 3SS: [1539 3452 4628]
top_k =  500
Partition function (log Z): -5.186956931686301

Sorted 5' Splice Sites (High to Low Probability):
Position 252: 0.6857654701843116
Position 3603: 0.5996362625314954
Position 1603: 0.5106992656174122
Position 267: 0.30763503076847337
Position 5154: 0.18058796593528312
Position 966: 0.1757882253913935
Position 3573: 0.1750605735593066
Position 3477: 0.1147426545514061
Position 1954: 0.0688375241375588
Position 2511: 0.02974447699855477
Position 1656: 0.024118189135412568
Position 1962: 0.022765615608931283
Position 2374: 0.017280973424928545
Position 2256: 0.010972926862200392
Position 3315: 0.010055048369859303
Position 4554: 0.008714914024210891
Position 4518: 0.007370999331520266
Position 2283: 0.0058942310217283645
Position 6216: 0.0034812809056600593
Position 4496: 0.003410300930071804
Position 870: 0.003261754794810897
Position 1228: 0.0017975245885272953
Position 1607: 0.0016864970464158333
Position 874: 0.0014549752977194557
Position 1915: 0.001270451409800697
Position 1861: 0.0011254916486587291
Position 3541: 0.0010720822763320436
Position 535: 0.0009898793380587237
Position 1669: 0.0009721816980350285
Position 3642: 0.0008341387483514575
Position 828: 0.0007417664437996783
Position 1628: 0.0006959109731339079
Position 6126: 0.0005745387343889728
Position 1647: 0.0005211064967200595
Position 1881: 0.0005149986514576663
Position 1461: 0.0004638406365019279
Position 526: 0.00041337640167834637
Position 1558: 0.0003517636317362867
Position 1352: 0.0003432511772428302
Position 1785: 0.00032753886367459917
Position 1745: 0.0002471979719581265
Position 1451: 0.0002363139136125143
Position 1443: 0.00023349635506963816
Position 1194: 0.00023083675974467177
Position 53: 0.0002097188166566924
Position 432: 0.00020186271683539283
Position 1428: 0.00019520008741633288
Position 2470: 0.0001642718879659387
Position 1893: 0.00016215889178199957
Position 1326: 0.00013652929289843894
Position 1456: 0.0001304537928233225
Position 1411: 0.00011646744565416005
Position 2843: 9.466364742325278e-05
Position 496: 9.09463066615995e-05
Position 2616: 8.809790644199198e-05
Position 1936: 8.455021662788243e-05
Position 1904: 8.124853795941626e-05
Position 2037: 7.827215248909958e-05
Position 475: 6.848053506552691e-05
Position 559: 6.698299058844713e-05
Position 138: 5.24938132438851e-05
Position 106: 4.232114937863206e-05
Position 1467: 4.1624356299575964e-05
Position 478: 3.8135094069913514e-05
Position 667: 2.9552156539061316e-05
Position 15: 2.3592501036767614e-05
Position 879: 2.229315538959534e-05
Position 816: 2.200282022986049e-05
Position 189: 2.1819262131529027e-05
Position 567: 2.1505742979730167e-05
Position 271: 2.095534979386139e-05
Position 178: 1.811901552315564e-05
Position 5798: 1.7576918288463603e-05
Position 1132: 1.4867583498720536e-05
Position 716: 1.4457582752190252e-05
Position 1285: 1.391286661231197e-05
Position 1449: 1.3576559854181474e-05
Position 1038: 1.1889557134032875e-05
Position 1674: 6.684342752968194e-06
Position 1274: 6.552350236559457e-06
Position 837: 5.276911809417448e-06
Position 1241: 4.7279510943061255e-06
Position 4015: 2.436861467472734e-06
Position 4202: 1.7336576869826989e-06
Position 3846: 1.731826227665613e-06
Position 408: 1.436025666195097e-06
Position 165: 1.1825170535698048e-06
Position 46: 1.1557335479946137e-06
Position 3525: 7.978135915579609e-07
Position 197: 7.848425300389582e-07
Position 173: 6.933521279622477e-07
Position 570: 5.524987858083022e-07
Position 1685: 2.5301569774871686e-07
Position 238: 1.8103598315392065e-08
Position 621: 2.571157107101375e-09
Position 758: 1.8085536859820426e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 3452: 0.9443491906726974
Position 1539: 0.5498414686703147
Position 4628: 0.34636531887748573
Position 790: 0.15935314604656978
Position 6676: 0.12167783558484845
Position 6125: 0.11642006180717308
