Gene = Msantd4
index = 718
Annotated 5SS: [  62 7581]
Annotated 3SS: [6974 8176]
SMsplice 5SS: [  62 5197]
SMsplice 3SS: [5104 6974]
top_k =  500
Partition function (log Z): -6.292022644821952

Sorted 5' Splice Sites (High to Low Probability):
Position 5197: 0.8848354626866346
Position 62: 0.8066867779341975
Position 7581: 0.3339133338986297
Position 3225: 0.3084838067135132
Position 3220: 0.255077196363738
Position 156: 0.1665807221247338
Position 6495: 0.12722847856166056
Position 1086: 0.11432018721091629
Position 1416: 0.11332652687793633
Position 903: 0.10279274450656246
Position 1280: 0.099933926149023
Position 278: 0.07805031028097795
Position 6294: 0.05543110235614181
Position 7323: 0.02753911352378238
Position 263: 0.023463870983175324
Position 7048: 0.019151596815275108
Position 9665: 0.013291912776054206
Position 6867: 0.013044657271238592
Position 130: 0.011941105353555463
Position 3929: 0.010180151251140905
Position 1292: 0.008119478088784406
Position 1727: 0.005791605161114145
Position 5186: 0.004496109094823612
Position 2243: 0.003210505991222427
Position 6361: 0.0031444220580921184
Position 1489: 0.0030322023484076446
Position 10211: 0.0028636862588741234
Position 6834: 0.002165519159264094
Position 3870: 0.0021078626381594
Position 1805: 0.0020865827717482157
Position 6481: 0.0020860176904549353
Position 9857: 0.00174020035168982
Position 7522: 0.0017340232254630117
Position 3413: 0.0015061053220293383
Position 5134: 0.0013886365483799022
Position 6316: 0.0008581480994644121
Position 466: 0.000853039903594938
Position 45: 0.0008115785449688166
Position 895: 0.0006052337645317041
Position 438: 0.0005698375588420884
Position 559: 0.00019899434392983074
Position 513: 0.00019121893972305008
Position 1035: 0.0001743366939832146
Position 938: 0.00015246695218399506
Position 1001: 0.00012960035610654245
Position 485: 0.0001070575419298743
Position 5992: 0.00010423713596857627
Position 884: 8.135243413929144e-05
Position 1076: 5.963118901214674e-05
Position 205: 3.875740711132994e-05
Position 1061: 3.770504683722219e-05
Position 580: 1.1457893050317184e-05
Position 430: 1.0221073947910557e-05
Position 907: 1.0136988604343642e-05
Position 471: 5.989951904601541e-06
Position 323: 5.310628327901344e-06
Position 2149: 5.142958599468617e-06
Position 147: 4.633120224095272e-06
Position 55: 3.8971515586381745e-06
Position 134: 2.7377285393709927e-06
Position 570: 1.2219370866704757e-06
Position 140: 1.1911944122885869e-06
Position 536: 1.1887278111534798e-06
Position 68: 1.1846171498810582e-06
Position 145: 1.0703768902336316e-06
Position 210: 1.003630818906082e-06
Position 66: 9.145318319826743e-07
Position 399: 8.715824879016488e-07
Position 73: 6.983886541418983e-07
Position 469: 5.769582310535754e-07
Position 387: 4.719475073096097e-07
Position 166: 7.538056966808924e-09
Position 225: 7.404078441563593e-09
Position 200: 4.015932249007109e-09
Position 618: 6.119185402431311e-10
Position 338: 4.011305985886019e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 5104: 0.6138035701794464
Position 3096: 0.5378152756939222
Position 7428: 0.31521872877382323
Position 6974: 0.2837925631789767
Position 8176: 0.23568719084587847
Position 6187: 0.2103084992699866
Position 4987: 0.16586708642875508
Position 1175: 0.15981946902309932
Position 777: 0.10236041257740189
Position 9955: 0.10102842297742196
Position 9842: 0.09641908437365093
Position 6221: 0.08659714925154686
Position 180: 0.08634207505268289
Position 1005: 0.06776047523613102
