Gene = Dtl
index = 350
Annotated 5SS: [  196  4966  5878  7050  7254 12434 14120 17484 18761 19104 22557 27249
 29054 34841]
Annotated 3SS: [ 4839  5778  6987  7132 12367 14006 17409 18656 18998 22443 27158 28920
 34007 36202]
SMsplice 5SS: [  196   707  1307  4966  5878  7254 12434 14120 18761 19104 22557 27249
 29054 34841]
SMsplice 3SS: [  539  1196  4839  5778  7132 12367 14006 18656 18998 22443 27158 28920
 34745 36202]
top_k =  500
Partition function (log Z): 8.233288791572356

Sorted 5' Splice Sites (High to Low Probability):
Position 196: 0.9912626930665356
Position 19104: 0.985219589307391
Position 14120: 0.9475331760740789
Position 4966: 0.9428374380454881
Position 5878: 0.9411124251531159
Position 1307: 0.9369077757765905
Position 29054: 0.9307673880538987
Position 7254: 0.929852323956663
Position 18761: 0.8807226455204555
Position 27249: 0.8706618872630427
Position 12434: 0.7901551863391596
Position 22557: 0.7332936587645337
Position 707: 0.44578938750250846
Position 1930: 0.38286580940868314
Position 34841: 0.2991698251074755
Position 15552: 0.29490715543059726
Position 752: 0.27672181973788695
Position 4770: 0.23972149349668193
Position 1750: 0.19580070711937425
Position 9792: 0.18940096320414115
Position 18398: 0.18625836917063485
Position 27379: 0.1460115121517583
Position 18331: 0.14121017199975827
Position 12554: 0.12889154635374836
Position 18740: 0.11361349590694053
Position 7050: 0.09553006047038225
Position 20770: 0.0940471307114927
Position 1725: 0.09064485680876117
Position 15416: 0.08510088543814738
Position 14655: 0.08210452043091718
Position 28552: 0.07740602459961698
Position 697: 0.0643780149734101
Position 17484: 0.06302186636409436
Position 17943: 0.05857167393033006
Position 23320: 0.0558236362033068
Position 17222: 0.05160028247986538
Position 34134: 0.04159143960764689
Position 406: 0.03709392202987871
Position 371: 0.035228136156741016
Position 15608: 0.03202128148402563
Position 32033: 0.03183881396444073
Position 29725: 0.027447804366205995
Position 17563: 0.02426779101196784
Position 26562: 0.02264962300922932
Position 6701: 0.021663712588146776
Position 13596: 0.02062567896767558
Position 722: 0.017306960183279856
Position 36465: 0.01441652948798475
Position 1311: 0.013167415992042693
Position 21360: 0.009906566017257493
Position 19288: 0.009701515875124985
Position 3930: 0.009380471866999385
Position 28728: 0.009363452618651786
Position 21532: 0.008441066632279323
Position 29901: 0.008092968298458134
Position 14905: 0.007509107094954145
Position 4449: 0.00726293542877437
Position 4362: 0.006716276596922948
Position 2599: 0.006690191571835545
Position 31124: 0.00528678816391681
Position 12794: 0.004762491461863787
Position 8701: 0.004580055724954164
Position 5050: 0.0043337716787042735
Position 3892: 0.004231206393292969
Position 560: 0.004126141728963859
Position 4748: 0.0038403624061295496
Position 5094: 0.0037818628317758877
Position 34584: 0.0036888062031032176
Position 7530: 0.003623054836420124
Position 424: 0.0035576274386018253
Position 5997: 0.0034317882575188555
Position 1826: 0.0032188119883597337
Position 3013: 0.0031763173878630556
Position 4390: 0.003148539203139636
Position 591: 0.002759212845007218
Position 482: 0.002704565211518949
Position 7258: 0.0025503580333896534
Position 460: 0.002179264902603392
Position 13300: 0.002122903771923459
Position 959: 0.001894011896343397
Position 159: 0.0016897518034499018
Position 14429: 0.0016456815009140786
Position 5464: 0.0016247452196454274
Position 6931: 0.0016175787597277566
Position 1097: 0.0015821581767624254
Position 7036: 0.0015045692075403008
Position 14125: 0.0013246873417682473
Position 14138: 0.0012678872336234193
Position 419: 0.001111111659357369
Position 447: 0.000977979000557416
Position 5296: 0.0009010774113273381
Position 5324: 0.0008418351103506979
Position 14447: 0.0007754885138871343
Position 28509: 0.0006725710436276194
Position 20506: 0.0006296244736978218
Position 816: 0.0006077501424170322
Position 200: 0.0005951379220063691
Position 288: 0.0005714547310241648
Position 1702: 0.000539710554804339
Position 340: 0.0005145159196890685
Position 387: 0.00044942951709317155
Position 5054: 0.0004468922717799655
Position 1376: 0.0004287502292452552
Position 472: 0.000368984450141982
Position 348: 0.00035951105124075596
Position 495: 0.0003160845997559689
Position 793: 0.00031562687805314647
Position 55: 0.0002757478126867979
Position 5452: 0.00026125453695487546
