Gene = Hscb
index = 548
Annotated 5SS: [ 282 3471 3798 5123 8842]
Annotated 3SS: [ 3373  3707  4977  8793 10565]
SMsplice 5SS: [ 282 3471 5123]
SMsplice 3SS: [ 3373  4977 10565]
top_k =  500
Partition function (log Z): -3.7326562230479077

Sorted 5' Splice Sites (High to Low Probability):
Position 3471: 0.9348413560741251
Position 5123: 0.8950160608295743
Position 6588: 0.45957310407179425
Position 282: 0.4338943231043789
Position 2939: 0.3790042122183049
Position 3146: 0.3677855441376733
Position 91: 0.27158664064217625
Position 8988: 0.2666191131326793
Position 6364: 0.23458606527044137
Position 3803: 0.18261100945950898
Position 8842: 0.127356417779185
Position 1019: 0.11744615326073814
Position 721: 0.0751765797173846
Position 198: 0.0688662400755029
Position 3416: 0.06007986735544921
Position 1038: 0.051741179496004965
Position 1430: 0.051231570765594224
Position 1562: 0.04631490888826977
Position 3798: 0.04436064264389741
Position 323: 0.0332365530447516
Position 9140: 0.026527982300614227
Position 731: 0.025272731354504925
Position 483: 0.024121327987625552
Position 8968: 0.02358647291220848
Position 5084: 0.021812649526364025
Position 1072: 0.019388917114900654
Position 29: 0.01846129188658952
Position 80: 0.01345074922023018
Position 10217: 0.01160187867699769
Position 2198: 0.008635521604780353
Position 1804: 0.008419890927512426
Position 365: 0.00792053143784342
Position 6536: 0.006831131615373804
Position 3744: 0.006613095787197659
Position 4203: 0.006361368481333424
Position 915: 0.00565090489520089
Position 8891: 0.00546722348394684
Position 7503: 0.00472444959075865
Position 179: 0.004246784149011374
Position 7165: 0.00316162672714612
Position 472: 0.0028557142395966278
Position 8990: 0.0026049307882058128
Position 643: 0.001126848638229369
Position 3268: 0.001117664303157728
Position 193: 0.0010350712953980398
Position 8958: 0.000978598279978815
Position 51: 0.0009606694715649918
Position 8498: 0.0009591843848703943
Position 8946: 0.0008787458867439684
Position 8883: 0.0008135659737792957
Position 1365: 0.0006686255119475907
Position 4727: 0.0005974282080460732
Position 499: 0.0005509633630393631
Position 1058: 0.0005172854828487969
Position 257: 0.00048289315807378797
Position 1955: 0.00038457536184089867
Position 789: 0.00036102465564970135
Position 1687: 0.00028542070244418386
Position 3504: 0.000261844267857104
Position 6748: 0.0002407280491659776
Position 1774: 0.00022716202733529802
Position 295: 0.00011997524121672069
Position 3520: 0.00010477840155903664
Position 489: 8.851449727098078e-05
Position 389: 8.277299113719001e-05
Position 43: 6.346690118408862e-05
Position 665: 4.797414225334393e-05
Position 714: 4.605105321485363e-05
Position 625: 4.5303398436533275e-05
Position 105: 4.5282735400468634e-05
Position 353: 4.4002454883040235e-05
Position 610: 4.238533571940706e-05
Position 298: 3.4637436144202263e-05
Position 200: 3.216254912778209e-05
Position 593: 2.9932211916216763e-05
Position 210: 1.865794492650026e-05
Position 15: 1.7477464292259453e-05
Position 565: 1.742542348874968e-05
Position 165: 1.6438959500288752e-05
Position 606: 1.551125662940714e-05
Position 409: 1.1746761029399535e-05
Position 68: 1.1192873304553465e-05
Position 1232: 9.63631465931344e-06
Position 492: 7.295406060560314e-06
Position 84: 6.9666605082792465e-06
Position 588: 6.6390023080086116e-06
Position 2962: 5.699063373147213e-06
Position 630: 3.571728297410271e-06
Position 577: 3.3706023152257872e-06
Position 470: 3.311894720740293e-06
Position 82: 2.372738454124327e-06
Position 1445: 1.8728119231131374e-06
Position 540: 1.8201041894252402e-06
Position 3837: 1.8002455105799315e-06
Position 3464: 1.011167264901425e-07
Position 1108: 6.335077486868087e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4977: 0.8922083029915869
Position 3373: 0.855299693584731
Position 10565: 0.7692176427446517
Position 8793: 0.609785727669655
Position 6432: 0.351531908777419
Position 2863: 0.34233024190828254
Position 3067: 0.3055215699338542
Position 6257: 0.24524217585577426
Position 824: 0.15108648156692936
Position 3707: 0.14302318068935138
Position 3260: 0.11166289841632836
Position 1349: 0.08238594970140553
Position 3640: 0.04772027674403279
Position 2796: 0.04181836231107936
Position 2665: 0.035767575985127885
Position 3621: 0.02715897051103154
Position 10114: 0.025358181415832782
Position 6492: 0.025027063413499712
Position 6388: 0.024530669751585344
Position 3388: 0.023839888583799717
Position 6301: 0.020324977674561987
Position 891: 0.019155378164748407
Position 6446: 0.015738287799737363
Position 1550: 0.012879719776984483
Position 10378: 0.011881832869254287
Position 5014: 0.01183433649466688
Position 3587: 0.010139941820371806
Position 8876: 0.009017492287122404
Position 2086: 0.008632520449437861
Position 6408: 0.00739592870039007
Position 4983: 0.006746812424384251
Position 4075: 0.0066681953750585676
Position 240: 0.006623929441252144
Position 2815: 0.005882907199492847
Position 3319: 0.0054596235731584255
Position 6669: 0.005176024930454775
Position 3576: 0.005171794845524761
Position 6733: 0.0050500591874225965
Position 6494: 0.004964755598790553
Position 6272: 0.0048432991854295135
Position 6534: 0.004263124159880557
Position 9587: 0.004211765912736425
Position 5008: 0.004200462701877253
Position 2865: 0.0040369699655746424
Position 8115: 0.003804351520809629
Position 9269: 0.0037942631040383313
