Gene = Trim30b
index = 1141
Annotated 5SS: [  98 4026]
Annotated 3SS: [3468 5984]
SMsplice 5SS: [  98 3639 6081]
SMsplice 3SS: [3468 5984 7520]
top_k =  500
Partition function (log Z): -7.47270823201146

Sorted 5' Splice Sites (High to Low Probability):
Position 98: 0.8782421118427696
Position 3639: 0.8585077556321199
Position 4026: 0.19162532625706888
Position 6085: 0.12593276344255322
Position 6170: 0.12584759238885873
Position 7076: 0.11968091274321123
Position 2496: 0.06980911272399778
Position 243: 0.06838044418649035
Position 3163: 0.06637576122656066
Position 3678: 0.05304202179862411
Position 5093: 0.05204009060794767
Position 376: 0.04715906842382581
Position 4274: 0.03721179191393039
Position 1709: 0.02978446103760553
Position 837: 0.021226123501778806
Position 1195: 0.02078353816247916
Position 880: 0.015040099599573215
Position 669: 0.012663396472914763
Position 4100: 0.012059533174897847
Position 3143: 0.011919907336821436
Position 817: 0.011434085033627795
Position 1190: 0.006090882951802843
Position 629: 0.004238410640129733
Position 5246: 0.004072346968719035
Position 5589: 0.003985906416573813
Position 4201: 0.003974872757976377
Position 35: 0.0039168168419050214
Position 574: 0.0031959727350339678
Position 340: 0.0031641348293902777
Position 1100: 0.0024246211456943347
Position 4437: 0.0023151144118681364
Position 860: 0.0020572979579813492
Position 3182: 0.0017646039259124535
Position 5713: 0.0014419323666758203
Position 589: 0.0014266326154067173
Position 2006: 0.0012565705791419792
Position 827: 0.0011648107982321207
Position 4041: 0.0011143046723472126
Position 3342: 0.0011055311188130454
Position 1531: 0.0010049040799832577
Position 5509: 0.0008669869184943879
Position 5085: 0.0008481977469866767
Position 3154: 0.0007392138148162656
Position 1380: 0.0006899995494027852
Position 5766: 0.0006591648447363171
Position 187: 0.0006401299946348157
Position 3315: 0.0005779185859984844
Position 1696: 0.0005599634936395144
Position 3174: 0.0005453142281670848
Position 920: 0.0005097169910609231
Position 3255: 0.0005009496177447788
Position 52: 0.0004987348245295618
Position 354: 0.0004498657045405896
Position 2930: 0.0004429611417430437
Position 3305: 0.00040419700003141586
Position 5292: 0.0004002707317350996
Position 2982: 0.0002693219992300944
Position 559: 0.0002449280966423371
Position 3043: 0.00023449269462713805
Position 162: 0.000220071261234019
Position 2250: 0.00019159010022256582
Position 2702: 0.0001889191547047163
Position 787: 0.00017163974244735364
Position 2637: 0.00015792620864264092
Position 4490: 0.00013893518502881494
Position 4244: 5.9005277472194e-05
Position 159: 9.90173279194463e-06
Position 223: 9.737255146540965e-06
Position 386: 9.375883880466959e-06
Position 19: 8.55942553396766e-06
Position 108: 6.117673581705471e-06
Position 389: 5.68965026245619e-06
Position 102: 5.207938102172532e-06
Position 392: 4.346091474843629e-06
Position 166: 2.1980586064949863e-06
Position 11: 2.1948006117044586e-06
Position 59: 2.1021368099339374e-06
Position 1249: 1.968674148954353e-06
Position 5: 9.563423703453654e-07
Position 23: 8.452582429253625e-07
Position 384: 8.390559661247061e-07
Position 86: 5.435860778987112e-07
Position 356: 5.143382599848505e-07
Position 285: 4.7339455169225723e-07
Position 228: 3.5705620963399464e-07
Position 969: 1.4099298998815757e-07
Position 25: 1.1210654849297859e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 5984: 0.8509066468700722
Position 3468: 0.7895121967995891
Position 3561: 0.14233015515341074
Position 6844: 0.09291185512103164
Position 3932: 0.059951459825720185
Position 6811: 0.0584604356750886
Position 2382: 0.0531162654791193
Position 242: 0.05251470381521624
Position 7520: 0.047380635649811216
Position 4835: 0.04229765110241223
Position 7688: 0.04188801583356481
Position 3082: 0.04187241655572884
Position 7453: 0.03862257934110296
Position 3929: 0.03191216891575409
Position 5049: 0.03078430899585355
Position 4165: 0.02591428747972382
Position 6744: 0.025317993836262372
Position 7819: 0.024325724553235843
Position 3993: 0.023088590102574236
Position 3867: 0.021850309765730526
Position 3878: 0.020822347943452866
Position 468: 0.019013797270401315
Position 5930: 0.017115315694196862
Position 7729: 0.016911925648587074
Position 5469: 0.015065713459641835
Position 4199: 0.014964394005447508
Position 5987: 0.01445688302229517
Position 3834: 0.013543737420928622
Position 1030: 0.012607070807527841
Position 8110: 0.012419848520090718
Position 3142: 0.011289109862315695
Position 1434: 0.011202966706410362
Position 7271: 0.010678328288023958
Position 1605: 0.010594505130743757
Position 1644: 0.01052546542353962
Position 2896: 0.00992171888070421
Position 2414: 0.009339610294242956
Position 981: 0.009121150930557709
Position 5051: 0.008973806390648487
Position 7644: 0.00829067413934546
Position 2827: 0.008250589899896037
Position 7168: 0.007977693595507174
Position 761: 0.00680195341322605
Position 3481: 0.006689806378617778
Position 7941: 0.0065412382995728305
Position 3917: 0.006425421346690909
Position 6530: 0.005591736504974587
Position 5365: 0.004813692618436131
Position 4273: 0.004764338864760069
Position 3964: 0.004442206783979048
Position 3739: 0.004265237358431354
Position 2438: 0.004013447209249882
Position 3118: 0.003999737575525701
Position 7487: 0.003918071287621358
Position 4936: 0.003135021696340406
Position 2990: 0.0029431904117946106
Position 3029: 0.0027969115114321705
Position 5933: 0.0026919783243998024
Position 5990: 0.002399126111429005
Position 2386: 0.0020995571753519896
Position 6414: 0.002097309898641684
Position 4120: 0.001937652917420239
Position 3700: 0.0018792756797526373
Position 6692: 0.0018728589592633665
Position 2328: 0.0017929794580396159
Position 7193: 0.0016797354924904331
Position 334: 0.0016418387878275658
Position 5273: 0.0015695447946044107
Position 766: 0.0013958575168084059
Position 719: 0.001394081735038714
Position 1785: 0.0013345144839781746
Position 1032: 0.0011831487965968401
Position 2907: 0.00117427159708184
Position 3008: 0.0011737954058677284
Position 5526: 0.0011715739744801376
Position 2941: 0.0010887672762136314
Position 5662: 0.0010720460449508073
Position 1080: 0.0009426051829105915
Position 4005: 0.000941463550916998
Position 3808: 0.0008524247788102674
Position 7554: 0.0008423275639956049
Position 3783: 0.0007160158242669853
Position 1058: 0.0007068166391404642
Position 6668: 0.0006475281651905679
Position 5996: 0.0006461534630995402
Position 5506: 0.0006190621588922558
Position 4687: 0.0006180331521450584
Position 8224: 0.000607304913565105
Position 4536: 0.0006046885467074685
Position 1244: 0.000604169453630896
Position 2719: 0.0005784565919592242
Position 6774: 0.0005495546208322136
Position 4099: 0.0005303508767450289
Position 3589: 0.0005293289081330751
Position 172: 0.0005084774531691113
Position 3711: 0.0004955359504214015
Position 3745: 0.0004580300364652152
Position 2536: 0.00040452348260746745
Position 3748: 0.0003446621904298369
Position 816: 0.00034280065775699724
Position 1927: 0.0003310503339111761
Position 2948: 0.00032656344500593546
Position 5190: 0.0003070889644099703
Position 6221: 0.0002949503238176716
Position 1387: 0.00028627710177996893
Position 499: 0.0002467927675072055
Position 4268: 0.00021505253838364856
Position 804: 0.00019591815030723097
Position 2167: 0.000191590100222566
Position 1566: 0.00019032669378323382
Position 4593: 0.00015762185022994704
Position 1607: 0.00015602526002433386
Position 1272: 0.00013227690823074868
Position 1052: 0.00012763114714751725
Position 4387: 0.0001184091575525009
Position 851: 0.00011606835720685317
Position 1149: 9.750036191625253e-05
Position 3597: 9.439657889203402e-05
Position 1708: 8.128483786414241e-05
Position 3573: 7.004189087533905e-05
Position 4175: 2.3800182843237667e-05
Position 1086: 1.1633708231996754e-05
Position 451: 1.103952323798241e-05
Position 913: 1.0421172254974321e-05
Position 688: 8.613022170764264e-06
Position 1189: 4.569158564818811e-06
Position 588: 4.547735861402985e-06
Position 1384: 3.9202691733029924e-06
Position 178: 2.5128007798777623e-06
Position 637: 2.4720951773959834e-06
Position 532: 1.803647874982406e-06
Position 1045: 1.7384663995018523e-06
Position 315: 1.5385920366151747e-06
Position 547: 1.324449471841501e-06
Position 392: 1.1202667307765315e-06
Position 253: 9.779993163901163e-07
Position 1092: 9.720339205585475e-07
Position 285: 9.693469944819952e-07
Position 389: 8.255516271893731e-07
Position 174: 7.264766407132535e-07
Position 311: 6.764940900768083e-07
Position 769: 5.698662429186838e-07
Position 784: 5.208110888996212e-07
Position 778: 4.832168838715713e-07
Position 212: 4.669805871554195e-07
Position 601: 3.884817119858009e-07
Position 337: 2.4649093280023265e-07
Position 190: 1.74345496983352e-07
Position 874: 1.6515650985081727e-07
Position 810: 1.5054679615149354e-07
Position 180: 1.4370371764026184e-07
Position 562: 1.083135026510289e-07
Position 771: 6.892447270891709e-08
Position 340: 6.489928053077603e-08
Position 184: 3.78351160761032e-08
Position 643: 3.208495187638441e-08
Position 108: 3.1811700788354466e-08
Position 295: 2.6273051078447407e-08
Position 223: 2.613786955823581e-08
Position 197: 2.2375824551005475e-08
Position 220: 2.173999467889631e-08
Position 578: 9.113479584728316e-09
Position 102: 7.540379653105566e-09
Position 603: 6.9726851106033515e-09
Position 567: 6.797774847388863e-09
Position 559: 6.602631962553508e-09
Position 375: 4.1064507818145015e-09
Position 123: 2.306005801502867e-09
Position 367: 1.6262702667201683e-09
Position 199: 1.2957939139145623e-09
Position 369: 8.376299894175201e-10
Position 345: 6.664395074640197e-10
