Gene = Ecrg4
index = 356
Annotated 5SS: [ 362 6646 8116]
Annotated 3SS: [ 6597  7957 11642]
SMsplice 5SS: [ 362 6665 8116]
SMsplice 3SS: [ 6597  7957 11642]
top_k =  500
Partition function (log Z): -5.291128737406595

Sorted 5' Splice Sites (High to Low Probability):
Position 362: 0.9529970703023323
Position 6665: 0.730687497589055
Position 8116: 0.4630745851570538
Position 1062: 0.3669168776406761
Position 8981: 0.31176390000211485
Position 8068: 0.27250862066949605
Position 6646: 0.1372362073792783
Position 10426: 0.12075160760161618
Position 8631: 0.09862854673260184
Position 2950: 0.06531952479077695
Position 4342: 0.059185299576909114
Position 6683: 0.051259061288032134
Position 11411: 0.04600923418861065
Position 2004: 0.04529824311853151
Position 508: 0.043470576653741724
Position 10304: 0.03727039664549501
Position 2784: 0.029776417180434687
Position 8627: 0.028382107065878664
Position 9644: 0.026460314385864152
Position 6807: 0.023263967813550116
Position 11257: 0.02164333185963596
Position 5585: 0.02136762394391209
Position 6783: 0.020887056704052002
Position 4428: 0.02005230918239994
Position 3650: 0.018167448286273303
Position 1935: 0.017084990974860388
Position 7391: 0.014602064208277506
Position 10282: 0.009665608719020446
Position 2074: 0.00789844861527942
Position 5459: 0.0055541875287101585
Position 2830: 0.005187824173456128
Position 5016: 0.004961191599783891
Position 10343: 0.004937214856824101
Position 179: 0.004529507658681406
Position 11390: 0.003680180239678762
Position 8054: 0.0036684003908424682
Position 4248: 0.0030165158117597796
Position 9017: 0.0025933254878475528
Position 11008: 0.0023833982902097435
Position 6534: 0.0017755946165489798
Position 9104: 0.0016863158703141787
Position 8985: 0.0014618967784288915
Position 5388: 0.0012637845678174439
Position 8079: 0.0010482383388475268
Position 9771: 0.0005281335101828221
Position 9855: 0.0005264073810036585
Position 599: 0.0004923405944999917
Position 167: 0.0002458749453246217
Position 1705: 0.0001956514921431999
Position 112: 0.00017088661077925189
Position 846: 0.0001689474330800835
Position 122: 0.0001632441609398178
Position 1055: 0.00015265255557315877
Position 1289: 0.00014328059583371927
Position 183: 0.00014286039406445842
Position 1406: 0.00013596656109850618
Position 27: 0.00013432975378681238
Position 1480: 7.317352809197637e-05
Position 1880: 5.628106967971344e-05
Position 423: 5.352617614485301e-05
Position 396: 4.9787728674601265e-05
Position 659: 4.5110760909202834e-05
Position 539: 3.8615681677690575e-05
Position 2770: 3.553012852961137e-05
Position 780: 3.4232005781344364e-05
Position 2352: 3.2494284653595404e-05
Position 1687: 3.230720304368488e-05
Position 17: 3.094982895413743e-05
Position 2494: 2.8749704703544476e-05
Position 804: 2.5087007058366148e-05
Position 356: 2.4268194461861604e-05
Position 114: 2.2486010291326776e-05
Position 1228: 1.900816150042181e-05
Position 493: 1.75969150732263e-05
Position 1861: 1.202356742236242e-05
Position 488: 1.111194721935463e-05
Position 978: 1.0667710705396897e-05
Position 277: 1.0233579140382125e-05
Position 1093: 1.0115507310795293e-05
Position 1527: 9.731858295674568e-06
Position 459: 8.622546792421232e-06
Position 1503: 8.00650664827473e-06
Position 387: 6.148610915285259e-06
Position 48: 6.065020409099648e-06
