Gene = Pdcd6ip
index = 804
Annotated 5SS: [  361  8291 10754 16807 18685 20635 22953 28307 29954 33935 35557 36503
 45991 47314 48429 51174 52243]
Annotated 3SS: [ 8235 10683 16678 18530 20533 22835 28083 29829 33756 35444 36332 45741
 47178 48333 51049 52051 53151]
SMsplice 5SS: [  361  3739  8291 16807 18685 20635 22953 28307 29954 33935 35557 36503
 45991 47314 48429 49358 51183 52243]
SMsplice 3SS: [ 3583  8235 16678 18530 20533 22835 28083 29829 33756 35444 36332 45741
 47178 48333 49298 51105 52051 53151]
top_k =  500
Partition function (log Z): -30.092833034821627

Sorted 5' Splice Sites (High to Low Probability):
Position 361: 0.8561291123092303
Position 3739: 0.8169520240691029
Position 8291: 0.5635317202135124
Position 6662: 0.28692711483978556
Position 798: 0.24241791584638625
Position 7399: 0.1307346485412949
Position 986: 0.11484272622117797
Position 5479: 0.11223961076360972
Position 4134: 0.0669602776372756
Position 1539: 0.049538700616790554
Position 10754: 0.03150132886889632
Position 522: 0.02639033813281797
Position 194: 0.017313523556020834
Position 7344: 0.016625262694340434
Position 5570: 0.016609604406236097
Position 7005: 0.014465230197623434
Position 4880: 0.01406549256277298
Position 7018: 0.013783819606370543
Position 2087: 0.012798372061798263
Position 3093: 0.0102054159414931
Position 2312: 0.0097625816369361
Position 5199: 0.008528902698952522
Position 215: 0.0076665671952867555
Position 6504: 0.0044194575963911594
Position 772: 0.0040290872578666375
Position 6900: 0.0022204563261180657
Position 496: 0.0017885547449354002
Position 60: 0.0015155624389783483
Position 235: 0.0014205692672222656
Position 79: 0.001043668556012908
Position 5240: 0.00080879897080033
Position 500: 0.00044224620396702066
Position 265: 0.0002730012466979336
Position 315: 0.0002694180856775961
Position 273: 0.00026574498235904236
Position 505: 0.00025717620255125677
Position 56: 0.0001941246615259449
Position 102: 0.0001859819208868487
Position 1334: 0.00017265834931219575
Position 44: 0.0001701337679098005
Position 120: 0.000165570096968689
Position 1035: 0.00016520303420946886
Position 170: 0.0001222139669539114
Position 1309: 0.00010327420487416242
Position 768: 9.463836823455871e-05
Position 352: 7.313988625109973e-05
Position 602: 6.112421728408438e-05
Position 116: 4.576065450372105e-05
Position 99: 4.522168161292687e-05
Position 220: 3.659491546736855e-05
Position 160: 2.6571326088668587e-05
Position 943: 2.477410095054157e-05
Position 2646: 2.3748020666796945e-05
Position 3584: 2.1667700909831302e-05
Position 2703: 1.6091306437408918e-05
Position 157: 1.1481101703941024e-05
Position 2675: 1.0385920413820187e-05
Position 635: 9.678622744220933e-06
Position 108: 9.059363785452824e-06
