Gene = Lce1m
index = 628
Annotated 5SS: [44]
Annotated 3SS: [420]
SMsplice 5SS: [184]
SMsplice 3SS: [420]
top_k =  500
Partition function (log Z): -10.065092727121744

Sorted 5' Splice Sites (High to Low Probability):
Position 184: 0.7307822242475879
Position 44: 0.2197573156514311
Position 119: 0.03354979645864495
Position 151: 0.009780376981536812
Position 106: 0.0022479867359360716
Position 339: 0.0010055240763802002
Position 491: 0.0007687265661100904
Position 203: 0.0007392563191313231
Position 514: 0.0007055024905133826
Position 222: 0.00043841285845118617
Position 177: 0.00043312456081833785
Position 970: 0.00039406214448773437
Position 245: 0.0003362115630218793
Position 850: 0.0002214391975500517
Position 266: 0.00015578192427086266
Position 886: 0.00010397488026745752
Position 862: 0.00010373859198140597
Position 18: 0.00010284239790594913
Position 523: 8.129082552680997e-05
Position 302: 8.12651010829209e-05
Position 619: 7.882572675485e-05
Position 165: 7.855333068443954e-05
Position 197: 7.724038361268075e-05
Position 823: 6.997872328174016e-05
Position 793: 6.84131218580498e-05
Position 1128: 6.76754959342711e-05
Position 754: 6.460920246263686e-05
Position 814: 3.2870713260088215e-05
Position 784: 2.934006070130764e-05
Position 691: 2.8762089143389854e-05
Position 664: 2.141639454595862e-05
Position 745: 2.092458590901682e-05
Position 772: 2.045404706632977e-05
Position 646: 2.0354435808883598e-05
Position 682: 1.666414041757702e-05
Position 733: 1.649417262165776e-05
Position 574: 1.5021248696647986e-05
Position 655: 1.2278240549110524e-05
Position 628: 1.1639560580852539e-05
Position 721: 1.116645381482301e-05
Position 1080: 1.007784897350316e-05
Position 1120: 9.701192827296213e-06
Position 31: 7.910415896013029e-08
Position 350: 4.1931424403920204e-08
Position 81: 3.054635046415596e-08
Position 439: 3.007644837237547e-08
Position 355: 1.0440192268298718e-08
Position 434: 6.4947429439424236e-09
Position 397: 1.8853489714569154e-09
Position 458: 8.186080388728208e-10
Position 378: 2.1379172364506934e-10
Position 420: 5.2246639046448265e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 420: 0.4339378980651587
Position 1061: 0.18187934653427784
Position 517: 0.12947873897380882
Position 634: 0.05537658426824385
Position 222: 0.053683871507390145
Position 547: 0.03846852100120759
Position 565: 0.025571674201641182
Position 1104: 0.02090242259374334
Position 326: 0.008400733575006265
Position 649: 0.0073962585970387745
Position 446: 0.005697725313720651
Position 482: 0.0054307748861626036
Position 1064: 0.004651953576029656
Position 443: 0.0035307280196584467
Position 652: 0.0028303908971363933
Position 955: 0.00234659508964792
Position 350: 0.0022593841420850912
Position 294: 0.001824281224995371
Position 706: 0.001805671197643948
Position 679: 0.001300758228951985
Position 602: 0.0012572275258920618
Position 969: 0.0011833599652451585
Position 769: 0.0011522877074121684
Position 431: 0.001039875630986016
Position 1237: 0.0009797752990095454
Position 1127: 0.0008024394335814183
Position 355: 0.0006277991279976777
Position 892: 0.000505726290298029
Position 238: 0.00046376503481148837
Position 1204: 0.0004316183009492394
Position 328: 0.0003678363188226016
Position 364: 0.00036224364836037417
Position 688: 0.0003615194653610965
Position 715: 0.00035015801866995126
Position 375: 0.00030801461195901396
Position 703: 0.00029941476916310286
Position 183: 0.0002582630047839215
Position 727: 0.00024537024818658155
Position 811: 0.00024019020575715973
Position 676: 0.00023350867903504605
Position 1119: 0.00021600025509138128
Position 808: 0.00021504230469122614
Position 661: 0.00021441300729192753
Position 766: 0.00021341222027289675
Position 778: 0.00021202309817863502
Position 739: 0.0002098978435635355
Position 993: 0.0002021207048197554
Position 730: 0.00018949142293959678
Position 592: 0.00017101524185877533
Position 838: 0.0001662456004772598
Position 751: 0.0001654718479939976
Position 919: 0.0001548909233245393
Position 742: 0.00013466696654353176
Position 841: 0.00012094797704846913
Position 130: 0.00011805181789393078
Position 718: 0.00011682621075229159
Position 491: 0.00010585103234997091
Position 931: 9.74264290978621e-05
Position 452: 8.997648061282278e-05
Position 805: 8.601101984912553e-05
Position 941: 8.496238492099002e-05
Position 664: 7.966216124020276e-05
Position 925: 7.706047207949818e-05
Position 913: 7.613021772315438e-05
Position 916: 6.410603747857425e-05
Position 296: 6.336275736420421e-05
Position 177: 6.168737084482049e-05
Position 117: 5.914511466235054e-05
Position 242: 5.8436186178584574e-05
Position 448: 5.248815357062608e-05
Position 781: 4.298889855632516e-05
Position 790: 4.2944393445680327e-05
Position 245: 4.221394560024361e-05
Position 754: 4.170645821230121e-05
Position 889: 4.047737136836588e-05
Position 938: 4.033660829460548e-05
Position 691: 3.6053626581563864e-05
Position 835: 3.162482541471547e-05
Position 256: 2.7094137950484137e-05
Position 1007: 2.1576937297644675e-05
Position 458: 1.9330436455395496e-05
Position 1189: 1.7909430639241275e-05
Position 1134: 1.5755947482621733e-05
Position 1071: 1.485474048637956e-05
Position 1033: 1.1633149372106374e-05
Position 139: 1.8200346300895873e-06
Position 155: 7.497030301108675e-07
Position 163: 5.856487667973161e-07
Position 147: 1.176954157515394e-07
Position 93: 8.538817788970446e-08
Position 203: 5.7515480608516235e-08
Position 149: 3.299119733271587e-08
Position 81: 1.5516758120601376e-08
Position 193: 9.66452669553683e-09
Position 97: 6.651073335611643e-09
Position 158: 4.9560139147421354e-09
Position 333: 1.1926795590024487e-09
