Gene = Susd5
index = 1046
Annotated 5SS: [  505  6994 11736 25470]
Annotated 3SS: [ 6815 11616 25280 38496]
SMsplice 5SS: [  505  6994 11736 14397 25470 38685]
SMsplice 3SS: [ 6815 11616 14257 25280 38496 40143]
top_k =  500
Partition function (log Z): -18.592314707580584

Sorted 5' Splice Sites (High to Low Probability):
Position 6994: 0.9429710920731689
Position 11736: 0.9284515708250519
Position 505: 0.821860531248353
Position 14397: 0.5345196241488882
Position 4930: 0.44766195264014247
Position 7596: 0.3944708809035861
Position 16079: 0.3863123810896247
Position 900: 0.1942617070106767
Position 9267: 0.08552738010883298
Position 7944: 0.07821168399788271
Position 17231: 0.07417047830467484
Position 5114: 0.07361781913749946
Position 13119: 0.07304221577012208
Position 11764: 0.055781465711484714
Position 16104: 0.0531153835799594
Position 9500: 0.048739638306020974
Position 3766: 0.04429332191055516
Position 13457: 0.04125173346497908
Position 1608: 0.04039902786525136
Position 7405: 0.03623147887119391
Position 7697: 0.03327281200973706
Position 5072: 0.025518326935483043
Position 234: 0.014941191735405902
Position 306: 0.01353358893726944
Position 7499: 0.01280562835288941
Position 174: 0.011670251433472846
Position 2185: 0.010784685430233703
Position 350: 0.010558351138967014
Position 7363: 0.009550972567249776
Position 14353: 0.009530953982145604
Position 11746: 0.00913570747939371
Position 17458: 0.008725120067620417
Position 16523: 0.006684573924287217
Position 100: 0.005554038479018404
Position 1568: 0.004874513227782829
Position 819: 0.004510208434705145
Position 1948: 0.004451983866198238
Position 5039: 0.0043634681055142975
Position 3844: 0.004184495220963972
Position 9360: 0.0033968529257965095
Position 15353: 0.003344024837496663
Position 11999: 0.002949649840152854
Position 3591: 0.0028892572375488375
Position 3503: 0.00227128526195677
Position 2028: 0.002130621129682445
Position 4786: 0.0019239547641157202
Position 2765: 0.001833885096201424
Position 3021: 0.0015640772657940683
Position 9029: 0.0011972995596468692
Position 12134: 0.0007271667089958062
Position 203: 0.000720989652797614
Position 11787: 0.0006439090121917889
Position 159: 0.0005999537060516078
Position 492: 0.000495501180946999
Position 715: 0.00016963209949849787
Position 150: 0.00011340436232093004
Position 12469: 9.298185889269152e-05
Position 12887: 8.466737373346623e-05
Position 511: 6.011071387936364e-05
Position 332: 3.8545380658273055e-05
Position 274: 3.4708035982077276e-05
Position 298: 2.988477145480667e-05
Position 1533: 2.7750601089793008e-05
Position 509: 2.7738979759805436e-05
Position 120: 2.7648856503197417e-05
Position 1507: 2.4947144367072757e-05
Position 11814: 2.0682254909284445e-05
Position 544: 1.6964420078376522e-05
Position 45: 1.610358579375738e-05
Position 1273: 7.78742461781296e-06
