Gene = Glrp1
index = 438
Annotated 5SS: [ 276 6925]
Annotated 3SS: [6515 8923]
SMsplice 5SS: [276]
SMsplice 3SS: [9774]
top_k =  500
Partition function (log Z): -9.288442028756233

Sorted 5' Splice Sites (High to Low Probability):
Position 276: 0.516680036974175
Position 4287: 0.47877176025337564
Position 5273: 0.21789117376770234
Position 374: 0.21071177082784073
Position 50: 0.15755649582171694
Position 2694: 0.13557283986443866
Position 337: 0.12925944694553246
Position 2931: 0.11584222482496803
Position 678: 0.08420698556086453
Position 3411: 0.081273508003915
Position 4212: 0.05244047227949396
Position 311: 0.04714380805628957
Position 1061: 0.04325090193019271
Position 3302: 0.04311859088693183
Position 964: 0.03972250406633865
Position 8984: 0.0360352814615645
Position 289: 0.03304093954773654
Position 1954: 0.023541753654325683
Position 4188: 0.014259778463693862
Position 5847: 0.012999738348310193
Position 3454: 0.010334699985340267
Position 7397: 0.008544756557189677
Position 4840: 0.007474325911506349
Position 32: 0.0055626642580086805
Position 2759: 0.004480576824724892
Position 4058: 0.003909685301898428
Position 5532: 0.003701107826945963
Position 5899: 0.0035684027114663225
Position 662: 0.0015581932253083302
Position 4046: 0.0013360688237167326
Position 3000: 0.0007338668935472968
Position 12: 0.0006915324301689379
Position 86: 0.0004074515882796966
Position 62: 0.00019906421335333727
Position 626: 0.00015815706968719143
Position 648: 7.723937526623097e-05
Position 73: 7.454667662317437e-05
Position 2351: 5.7365023261259866e-05
Position 223: 3.4110459421665984e-05
Position 293: 3.2293250558001576e-05
Position 595: 2.2303089847960773e-05
Position 99: 2.210064827262346e-05
Position 207: 1.891697086151261e-05
Position 103: 1.1714525630746407e-05
Position 363: 1.0497617928606087e-05
Position 381: 4.360904329983986e-06
Position 145: 3.768707116141481e-06
Position 411: 3.101170396792564e-06
Position 113: 3.346502188484798e-07
Position 163: 2.997165337751491e-07
Position 416: 9.996802965606059e-10
Position 341: 7.193128978147121e-10
Position 397: 4.9389723353152463e-11
Position 466: 9.572127152981223e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4130: 0.5712688760598685
Position 9774: 0.47767015593182977
Position 8923: 0.31103180409138015
Position 5132: 0.25101280559977945
Position 119: 0.16157129639980503
Position 7924: 0.09633461853508668
Position 2786: 0.07807480111765679
Position 2560: 0.07179189107491141
Position 3113: 0.05475024684326955
Position 884: 0.051526789189956845
Position 3301: 0.04790884162167025
Position 2643: 0.037646826022472324
Position 2557: 0.033329384812088095
Position 2733: 0.02955723533027659
Position 3183: 0.023759256814164433
Position 5725: 0.02054742002599825
Position 8021: 0.019033074571490376
Position 8456: 0.015966920891466434
Position 477: 0.01412111335575672
Position 7269: 0.013949209900608701
Position 517: 0.013519277171906945
Position 7963: 0.012230413608920533
Position 1837: 0.0119745859050095
Position 4525: 0.008130225559779618
Position 701: 0.00678732956061512
Position 3163: 0.006739042762480004
Position 1867: 0.006299136609105137
Position 2694: 0.005813040771093384
Position 747: 0.00505323705242352
Position 3934: 0.004611786794684537
Position 4646: 0.004229519276098206
Position 5531: 0.0038886633089321746
Position 6518: 0.003779198406396008
Position 945: 0.003275421017976838
Position 2573: 0.0032342827740756766
Position 5461: 0.0031591932219159334
Position 548: 0.002695080636521079
Position 4385: 0.0026763988996660114
Position 529: 0.002489799919600679
Position 500: 0.0021571915502847814
Position 3066: 0.0020721875958568015
Position 4246: 0.0019369047250476729
Position 6515: 0.0018944631591446537
Position 1792: 0.0017589743892664174
Position 1910: 0.0017510760357030812
Position 3242: 0.001706445035964949
Position 5237: 0.0016213219605413802
Position 2302: 0.0015809960864760528
Position 1870: 0.0013925116970250721
Position 913: 0.0013816223927665902
Position 4465: 0.001325616856781858
Position 869: 0.001279387888797844
Position 951: 0.0011416293823903025
Position 5384: 0.0010254439507978881
Position 573: 0.0009924163915655678
Position 4444: 0.000969942028751291
Position 3879: 0.0008812054219025718
Position 647: 0.0005868249633495482
Position 6527: 0.0005660242275595371
Position 3227: 0.000552267106552402
Position 125: 0.00045321641141782954
Position 4311: 0.00042997749412863006
Position 202: 0.0004194320886681425
Position 305: 0.00039332888675166567
Position 4909: 0.0003247480170015596
Position 1919: 0.0003158162225624784
Position 2577: 0.0003048668607173428
Position 839: 0.000304702615245154
Position 4543: 0.00029709045575069485
Position 825: 0.0002930463667637994
Position 555: 0.0002591668741248167
Position 2884: 0.00025132041282002363
Position 5957: 0.00021954437260701456
Position 898: 0.00021542143529908802
Position 750: 0.0002059650451572521
Position 622: 0.00019812195430236502
Position 4175: 0.0001824528219739197
Position 381: 0.00015425717612894824
Position 564: 0.0001518316177949969
Position 187: 0.00014936905889160028
Position 5055: 0.00014629131116750656
Position 578: 0.00013073751350224956
Position 3680: 0.00011245376315685234
Position 1121: 9.155177715789513e-05
Position 2143: 5.0819166200766314e-05
Position 1637: 4.965279565399501e-05
Position 1377: 4.444538752275287e-05
Position 674: 4.10739241672661e-05
Position 2067: 3.8041919364314486e-05
Position 310: 3.198690721921457e-05
Position 595: 2.1371793779790215e-05
Position 466: 1.3056841256372272e-05
Position 566: 9.623287843661757e-06
Position 145: 7.197686532819336e-06
Position 959: 6.670979189746765e-06
Position 256: 6.666867475555645e-06
Position 223: 4.478864762395454e-06
Position 204: 2.977063985478731e-06
Position 832: 1.7710946663753942e-06
Position 184: 8.835467400534095e-07
Position 591: 8.634657750745062e-07
Position 598: 8.138205902887998e-07
Position 919: 6.471922764685717e-07
Position 588: 6.197440506979928e-07
Position 1032: 5.519829747815205e-07
Position 610: 5.400336275171652e-07
Position 569: 4.506366328185232e-07
Position 127: 3.390073183021544e-07
Position 272: 2.808453822825288e-07
Position 387: 1.183617123417279e-07
Position 289: 8.22579501962673e-08
Position 232: 3.317090050468011e-08
Position 239: 2.5538194706399176e-08
Position 241: 2.3636103735195227e-08
Position 86: 1.626967970778252e-08
Position 275: 1.1578820590487472e-08
Position 315: 5.386374648673004e-09
Position 411: 5.195363756563495e-09
Position 235: 4.533413001607463e-09
Position 244: 4.094913471821397e-09
