Gene = Rita1
index = 903
Annotated 5SS: [ 316  610 1212]
Annotated 3SS: [ 514  859 2626]
SMsplice 5SS: [ 316 1212]
SMsplice 3SS: [ 859 2445]
top_k =  500
Partition function (log Z): -4.841164216940408

Sorted 5' Splice Sites (High to Low Probability):
Position 1212: 0.7259689128638231
Position 316: 0.6364937620792077
Position 201: 0.31712608673574827
Position 610: 0.17696438518720134
Position 3237: 0.1160807003082172
Position 1148: 0.11519081878911425
Position 643: 0.09177646767169993
Position 189: 0.03864528204959122
Position 1467: 0.02640663390575216
Position 2524: 0.020654222531075576
Position 1217: 0.015213947485983087
Position 988: 0.009040852929917435
Position 2563: 0.006570297295526068
Position 2520: 0.005536521505626487
Position 47: 0.0048618945535017395
Position 715: 0.0035638839382090832
Position 1369: 0.002759323202353563
Position 1841: 0.0025634578568357047
Position 1088: 0.0024797884371409425
Position 1616: 0.0018517404046062866
Position 1503: 0.0015781736896390269
Position 3116: 0.0012649769642158165
Position 1009: 0.0011528688118970232
Position 2507: 0.0010773189072985656
Position 971: 0.000789325695254538
Position 382: 0.0005497586090298823
Position 909: 0.00031747061518974944
Position 293: 0.0002367451261399699
Position 3168: 0.00023560543929613365
Position 1078: 0.00020538018018611957
Position 582: 0.0001837710320407632
Position 732: 0.00015243422836586123
Position 268: 0.00013674284279251208
Position 633: 0.0001333384338307725
Position 102: 0.00013175381096690422
Position 10: 0.0001294643873772093
Position 603: 0.00011612227379911913
Position 257: 7.057198385204761e-05
Position 335: 7.044469368956802e-05
Position 699: 7.033454010131566e-05
Position 647: 5.406720662376868e-05
Position 438: 4.804102533617315e-05
Position 753: 3.325652804438788e-05
Position 575: 3.110459654552903e-05
Position 17: 2.5281721990924895e-05
Position 57: 2.235529046526956e-05
Position 563: 1.892059891099201e-05
Position 1421: 1.7778929673622073e-05
Position 83: 1.5211578474965143e-05
Position 735: 1.311134728558596e-05
Position 1499: 1.1996360943421898e-05
Position 717: 1.1026425448686803e-05
Position 445: 1.0931290034301555e-05
Position 26: 1.0477479186416282e-05
Position 424: 5.7734644647815985e-06
Position 166: 4.874882026085238e-06
Position 1611: 4.4398558141801026e-06
Position 205: 3.827177921661234e-06
Position 55: 2.888134004518231e-06
Position 413: 2.1376480975021423e-06
Position 63: 1.8377793184582568e-06
Position 678: 6.999818847472885e-07
Position 443: 6.774250390827486e-07
Position 373: 6.373618535903492e-07
Position 386: 5.700694334792291e-07
Position 453: 4.2642233109116734e-07
Position 219: 1.9804268599056841e-07
Position 410: 2.4400917084473457e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 859: 0.5422853147664629
Position 2445: 0.4615515357792973
Position 1083: 0.22520573894570656
Position 2626: 0.17330961164395742
Position 3333: 0.16099982144620667
Position 514: 0.10362754847584672
Position 2935: 0.07593942693288785
Position 549: 0.0720111823182736
Position 530: 0.061543554964275694
Position 1060: 0.046755619681317945
Position 3038: 0.0384133504133119
Position 1293: 0.02394510719576765
Position 1031: 0.023629486079531522
Position 3344: 0.022823785178713533
Position 3066: 0.018228915699590377
Position 963: 0.01718056648187869
Position 518: 0.016492207397018826
Position 1568: 0.01567399470618057
