Gene = Akip1
index = 107
Annotated 5SS: [  87  481 1342 3822 5332]
Annotated 3SS: [ 255 1260 3707 5250 8059]
SMsplice 5SS: [  87 1342 3602 3822 5332]
SMsplice 3SS: [1260 3501 3707 5250 8059]
top_k =  500
Partition function (log Z): -0.5337237326860285

Sorted 5' Splice Sites (High to Low Probability):
Position 3822: 0.9801052518801353
Position 87: 0.9405126449040255
Position 5332: 0.9063145632432373
Position 1342: 0.8164243271389523
Position 3602: 0.7346829951399962
Position 481: 0.26511657299970603
Position 1851: 0.133920211171268
Position 7362: 0.0970788740519504
Position 3417: 0.054052711193998494
Position 6565: 0.03650052343825563
Position 6373: 0.03278682394647092
Position 5771: 0.03117053731492444
Position 7859: 0.026369085104222485
Position 1430: 0.025390578464866524
Position 5802: 0.024788643090624608
Position 447: 0.019645201957104872
Position 7615: 0.016380361700335324
Position 7058: 0.01157434319086037
Position 2153: 0.009601796489973977
Position 659: 0.007835825725997576
Position 1331: 0.006572303146750542
Position 1963: 0.006100834471715656
Position 49: 0.005030978287681566
Position 5030: 0.004368371845165079
Position 343: 0.003966934676404108
Position 64: 0.0038746209530554523
Position 1693: 0.0033344325325922993
Position 1859: 0.0033238406710489796
Position 4217: 0.0031728536710979942
Position 2158: 0.0029227038464594737
Position 1855: 0.0026177506422606104
Position 4320: 0.0023553596750793947
Position 7118: 0.0022044073415529324
Position 5008: 0.0021681146307764012
Position 3892: 0.0017437622034657827
Position 1442: 0.0013249862171046266
Position 6760: 0.0011101673863678633
Position 106: 0.001072800231468455
Position 97: 0.0009369347517727936
Position 4644: 0.0008515122239422113
Position 2222: 0.0007667020039284091
Position 6021: 0.0007489992331373058
Position 3791: 0.0006884269062101368
Position 1868: 0.000670387047304522
Position 406: 0.0006661455825684748
Position 2475: 0.0006419265202111583
Position 899: 0.0006151996270155524
Position 2067: 0.0005859130018210036
Position 3087: 0.0005553114478369017
Position 5691: 0.0005338106748960673
Position 5336: 0.0005165286335260306
Position 613: 0.0004912241635644993
Position 1272: 0.0004753038643243973
Position 1041: 0.0004195674810433655
Position 6048: 0.00041644999877440785
Position 692: 0.00039587182604278366
Position 3811: 0.0003868180803640719
Position 451: 0.0003788296999780092
Position 3145: 0.0003768505368878755
Position 4131: 0.00037586718192662307
Position 43: 0.0003690015505307192
Position 941: 0.0003407760856087517
Position 1439: 0.00032303277277407217
Position 4534: 0.0002851969172436439
Position 1904: 0.00025905983764570075
Position 1679: 0.00018183768938086922
Position 4340: 0.00016346550572795364
Position 244: 0.00015167841253820594
Position 412: 0.00014674985324064397
Position 1175: 0.00014270839400673592
Position 4514: 0.0001305174560729848
Position 870: 0.00012989168017051662
Position 676: 0.00011129544458436402
Position 5462: 4.0694945274860184e-05
Position 560: 2.6886362545213156e-05
Position 1350: 2.1855804854992187e-05
Position 1224: 1.69042822027625e-05
Position 136: 1.6604804908771998e-05
Position 1346: 1.5643895672630463e-05
Position 121: 1.3628493918759493e-05
Position 1893: 8.030236569700547e-06
Position 41: 6.258682736449031e-06
Position 196: 1.4960274061544396e-06
Position 47: 1.078505832902527e-06
Position 207: 6.020609321791952e-07
Position 190: 5.020795801248673e-07
Position 149: 4.5693340195318286e-07
Position 248: 2.2963043619856379e-07
Position 250: 1.762897812646799e-07
Position 230: 1.5904326225538335e-07
Position 238: 3.8945653384074956e-08
Position 370: 1.876954250827586e-08
Position 242: 1.1355088854046047e-08
Position 298: 4.255170154816997e-09
Position 272: 2.372234774299231e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3707: 0.9672715442189106
Position 5250: 0.869404209543074
Position 8059: 0.7630392023393708
Position 1260: 0.57583224303506
Position 3501: 0.31504622616278394
Position 1129: 0.19441984181697244
Position 255: 0.19340310935811678
Position 3322: 0.11222834443195646
Position 3525: 0.07388973057633534
Position 1767: 0.07268018463572685
Position 3464: 0.06732993133373895
Position 3578: 0.05669432796665657
Position 7480: 0.05403488784421741
Position 3400: 0.05215535869934166
Position 3283: 0.05149186613084046
Position 1719: 0.05147934753089004
Position 6266: 0.043624298229059305
Position 5581: 0.03987016373114853
Position 3298: 0.03935817332986977
Position 7525: 0.03850995341193764
Position 5208: 0.03652858286630112
Position 6844: 0.032512577968725406
Position 7292: 0.0263765865100205
Position 7213: 0.023856627030210218
Position 6343: 0.023811249739575793
Position 1227: 0.01997648714758177
Position 5612: 0.019931101831515058
Position 7324: 0.01820164086472011
Position 7432: 0.01594525304203851
Position 7147: 0.015420259939214458
Position 1216: 0.015399747731597751
Position 1286: 0.014987896573895827
Position 7483: 0.01462840128815478
Position 7766: 0.014051080125026965
Position 2032: 0.013432961389701348
Position 426: 0.013341254214080403
Position 1723: 0.013219190021247482
Position 318: 0.012819103468915738
Position 7987: 0.012083343458173587
Position 3363: 0.011103897388723223
Position 388: 0.010840444560952718
Position 3729: 0.010651087132825709
Position 3467: 0.010566338660913903
Position 1133: 0.009965962113977057
Position 6473: 0.009593496012084342
Position 1213: 0.009122942327065736
Position 6903: 0.008447455319045855
Position 8130: 0.007710734004230212
Position 7254: 0.0076901001093036495
Position 5635: 0.007663201950064882
Position 5632: 0.007336950771380413
Position 6442: 0.007153165162092103
Position 4976: 0.006254088452654432
Position 1738: 0.0061510455463044626
Position 230: 0.005759987379040402
Position 4024: 0.005589210529638223
Position 178: 0.005526924884603517
Position 7647: 0.00548785905633047
