Gene = Nadsyn1
index = 731
Annotated 5SS: [  183  1670  3749  6668  7256  9452 10079 10352 11673 14050 14857 15455
 15962 16927 18828 19646 23051 23801 24387 25017]
Annotated 3SS: [ 1608  3631  6613  7165  9399  9989 10233 11540 13974 14731 15405 15858
 16757 18691 19538 22918 23730 24257 24839 26784]
SMsplice 5SS: [  183  1719  3749  6668  7256  9569 10352 11673 14050 14857 15455 15962
 16927 18828 19646 23051 23801 24387 25017]
SMsplice 3SS: [ 1608  3631  6613  7165  9399 10233 11540 13974 14731 15405 15858 16757
 18691 19538 22918 23730 24257 24839 26784]
top_k =  500
Partition function (log Z): 33.74770740694065

Sorted 5' Splice Sites (High to Low Probability):
Position 23051: 0.9966012620012303
Position 7256: 0.9948969176363625
Position 3749: 0.9766618187665425
Position 14050: 0.9557554560278189
Position 15455: 0.9091139914273992
Position 19646: 0.8749315586731834
Position 24387: 0.8700047612585005
Position 25017: 0.8500383242883318
Position 10352: 0.8263542911772471
Position 11673: 0.7743126513020918
Position 14857: 0.6993675840515448
Position 23801: 0.6969431538280992
Position 183: 0.6557248306861182
Position 1719: 0.6373427588054303
Position 16927: 0.6353660074759097
Position 6668: 0.6306598109829132
Position 18828: 0.5882869283943387
Position 15962: 0.48048391385753275
Position 9569: 0.4676182822910917
Position 5612: 0.45642125167808484
Position 10079: 0.3986877415376316
Position 18877: 0.3643869083542477
Position 2119: 0.3433486582504222
Position 6672: 0.3215316460362717
Position 10708: 0.2678389780770836
Position 11160: 0.24880290437655767
Position 599: 0.22897426815894215
Position 9864: 0.19323858181188908
Position 22740: 0.1735097389378914
Position 9537: 0.17133586897680383
Position 10331: 0.1698685226645208
Position 16565: 0.16924648001963463
Position 7878: 0.14723152798423345
Position 14741: 0.14153964033409053
Position 11259: 0.1411094324407107
Position 18542: 0.13620898852994973
Position 21140: 0.1308421909764018
Position 1670: 0.1149720664570619
Position 4122: 0.11390696010859543
Position 315: 0.11195983834335496
Position 2441: 0.10728539116203166
Position 19106: 0.10637077670060666
Position 20068: 0.10024545311531377
Position 4334: 0.09756559729043318
Position 14783: 0.09455485687079775
Position 15966: 0.09364830722277995
Position 11719: 0.09156455414167766
Position 24950: 0.0843525995332885
Position 648: 0.07256685311266599
Position 9452: 0.07150807166676934
Position 9934: 0.06892344578434167
Position 305: 0.06256368549417343
Position 1392: 0.06224630536040341
Position 4458: 0.06077353490214669
Position 7863: 0.0594929142771695
Position 9814: 0.055270167575502877
Position 19988: 0.05409709627548164
Position 4970: 0.053665843974456465
Position 9836: 0.04982990962463057
Position 14971: 0.04974720289833339
Position 10995: 0.048417867342082956
Position 2234: 0.04816413894980314
Position 12424: 0.04631576822502387
Position 21469: 0.04402895951541372
Position 16352: 0.042532193102725366
Position 9894: 0.04145183394544304
Position 11463: 0.03988504133815317
Position 2429: 0.036444965063827404
Position 16973: 0.03591924932778133
Position 5184: 0.03554417529447725
Position 14107: 0.032070998604003385
Position 5571: 0.03102087421453104
Position 17729: 0.03086485028877626
Position 13649: 0.026452439806218506
Position 25974: 0.026333005796838338
Position 23548: 0.025338283339937283
Position 232: 0.02482850535079781
Position 21611: 0.023049713373344632
Position 433: 0.022729589412490588
Position 22487: 0.022526163809934083
Position 16312: 0.02185379050403242
Position 26717: 0.02118568710320612
Position 13593: 0.02016794223848544
Position 16051: 0.01784565742235878
