Gene = E030018B13Rik
index = 352
Annotated 5SS: [ 239 2572]
Annotated 3SS: [2382 3095]
SMsplice 5SS: [239]
SMsplice 3SS: [2264]
top_k =  500
Partition function (log Z): -8.114358979836684

Sorted 5' Splice Sites (High to Low Probability):
Position 239: 0.8461174946777358
Position 500: 0.5685135868231866
Position 1714: 0.5156896416934815
Position 1260: 0.25633410880829777
Position 2572: 0.05004329577639284
Position 2487: 0.042112288595563166
Position 504: 0.03790890515083974
Position 1868: 0.027587230341542698
Position 1891: 0.025226968936946904
Position 316: 0.012970150013796814
Position 243: 0.0077744113686178205
Position 2050: 0.005175818051438439
Position 1693: 0.005020713279863832
Position 1872: 0.005016502720600598
Position 84: 0.004894284465871177
Position 1372: 0.0044784433440817
Position 2876: 0.0036444405087917324
Position 2437: 0.0032280767082803028
Position 2351: 0.0032016714458632935
Position 285: 0.0029646268712140602
Position 2320: 0.0022829134896659273
Position 1017: 0.0018923114830208922
Position 739: 0.0016164362575711165
Position 3282: 0.0011063819490844753
Position 1850: 0.0008573793837845486
Position 158: 0.0005641821259676569
Position 108: 0.00033667337948098505
Position 342: 0.000296883852735072
Position 354: 0.00019179682209834303
Position 147: 0.00018756685331184793
Position 190: 0.0001714905007961004
Position 369: 0.0001483580879386226
Position 777: 0.00012173844825697568
Position 263: 0.00011814831794584222
Position 248: 0.00010288150053183334
Position 1094: 9.749063996293557e-05
Position 866: 8.30463509708399e-05
Position 179: 6.05702562750182e-05
Position 841: 5.2977290727837425e-05
Position 820: 4.659231494389896e-05
Position 227: 4.593129597332707e-05
Position 834: 4.561136070398099e-05
Position 1029: 3.060610614003179e-05
Position 278: 3.04130867556737e-05
Position 474: 2.8477391693040428e-05
Position 1881: 2.5854975763893757e-05
Position 1116: 2.552881081606726e-05
Position 92: 2.3285974815688506e-05
Position 289: 1.6734966572851213e-05
Position 318: 1.2868497567571762e-05
Position 265: 9.308962475061565e-06
Position 24: 3.649920044804692e-06
Position 462: 2.476445474187566e-07
Position 547: 1.4549008832857958e-07
Position 383: 7.870019579914294e-08
Position 441: 2.7458120302918002e-08
Position 522: 1.504340824740115e-08
Position 826: 1.7021170712738272e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 406: 0.38035433090586507
Position 2264: 0.3615792215246292
Position 1593: 0.16442583423832308
Position 1093: 0.1468711719571696
Position 1806: 0.12956842577531272
Position 2714: 0.12774908421178255
Position 1622: 0.09953727459262021
Position 1659: 0.09613778658336092
Position 434: 0.09218566548491115
Position 3176: 0.08838852479058393
Position 1638: 0.08814043780159232
Position 1062: 0.07946484888084121
Position 2115: 0.07334725503579631
Position 1563: 0.054024366819320976
Position 1756: 0.054007562257983324
Position 1929: 0.04993594911033592
Position 2382: 0.046306237432638564
Position 1212: 0.03199928058123901
Position 1641: 0.03006131117717994
Position 2891: 0.02385578212195928
Position 3100: 0.021484703092206906
Position 1460: 0.02143781689277655
Position 3095: 0.018869244970503424
Position 3650: 0.01655520300629574
Position 2049: 0.015669447653645797
Position 1149: 0.011777321049599198
Position 2159: 0.010450078355077289
Position 2436: 0.008531409763100168
Position 373: 0.007139250252647052
Position 3319: 0.006927356563639935
Position 2407: 0.005767986403425346
Position 2094: 0.005575259391107779
Position 994: 0.005278412898382899
Position 1180: 0.005246529647255429
Position 2875: 0.005148205182214105
Position 566: 0.005137574040914068
Position 333: 0.004919137674159972
Position 536: 0.0046159757237398645
Position 353: 0.004601911638578713
Position 1219: 0.004067965513869044
Position 1468: 0.0034246368544726255
Position 2317: 0.003280671155208287
Position 631: 0.00321948418836449
Position 2198: 0.002114934054972805
Position 413: 0.0017902805628829425
Position 1425: 0.0016499020887192648
Position 1812: 0.0014874605662418446
Position 1998: 0.0013448662661783052
Position 379: 0.0013292057988059536
Position 474: 0.0013065881369690076
Position 363: 0.0012703914401047004
Position 1664: 0.0009630638570555727
Position 732: 0.0009424363135820463
Position 3345: 0.0008901576685565756
Position 2784: 0.0008300386054982095
Position 645: 0.0007812463570166454
Position 3547: 0.0006664913352292746
Position 572: 0.0006534039310707491
Position 956: 0.0006108050764008584
Position 2427: 0.0004835351124206362
Position 1379: 0.00041363413547332073
Position 1128: 0.00033903032438994723
Position 313: 0.00033324193525431753
Position 383: 0.0002033039360558907
Position 1034: 0.00014825357641826706
Position 1427: 0.00012545577887911952
Position 1173: 0.00011801467899486264
Position 1111: 0.00010673287061786386
Position 257: 7.227334574324231e-05
Position 1107: 6.806268620602089e-05
Position 381: 6.638217608091693e-05
Position 668: 4.943446939676465e-05
Position 1194: 4.363297314235386e-05
Position 315: 4.3316294978070185e-05
Position 306: 3.459896587582637e-05
Position 1155: 3.37116060414361e-05
Position 278: 3.284136428782151e-05
Position 678: 2.838310375212678e-05
Position 650: 2.5728802493871578e-05
Position 1184: 1.843512974945024e-05
Position 1235: 1.2470529270137016e-05
Position 1680: 8.267187246982351e-06
Position 538: 8.205538843683398e-06
Position 739: 8.082583447734741e-06
Position 1347: 7.90059001785251e-06
Position 591: 2.4844331238982986e-06
Position 826: 2.2463469560811073e-06
Position 295: 1.185105455386974e-06
Position 285: 1.1741855716209956e-06
Position 647: 1.3108417104588051e-08
Position 179: 1.114046148726131e-08
Position 202: 8.812002537169404e-09
Position 217: 3.1663490328528557e-09
Position 210: 2.506121745184387e-09
Position 204: 9.272241642076533e-10
Position 243: 8.48731721358517e-10
Position 188: 2.88874014819835e-10
Position 147: 1.8164193161634384e-10
Position 239: 1.4280899446807555e-10
Position 152: 1.3254576001899962e-10
