Gene = Pvrig
index = 877
Annotated 5SS: [108 549 749 887]
Annotated 3SS: [ 194  624  828 1160]
SMsplice 5SS: [108 749 887]
SMsplice 3SS: [624 828 982]
top_k =  500
Partition function (log Z): -2.73263965399713

Sorted 5' Splice Sites (High to Low Probability):
Position 108: 0.947810697540057
Position 749: 0.720189416111493
Position 887: 0.6595254716396348
Position 549: 0.593168463139519
Position 669: 0.09379610767391282
Position 1315: 0.05107434732106748
Position 293: 0.04890791544998734
Position 299: 0.030259360515878166
Position 1068: 0.007552975806494395
Position 363: 0.005356680932278134
Position 206: 0.0038133091603771924
Position 764: 0.003008432415825554
Position 875: 0.0017375643077718766
Position 131: 0.0009692234100176166
Position 731: 0.000955704090038153
Position 487: 0.0007677616187562193
Position 1055: 0.0007383978650957976
Position 724: 0.0006586411649316881
Position 1214: 0.0006397123669145689
Position 1280: 0.0003433288158259605
Position 266: 0.0002758756338044846
Position 759: 0.00026722900826440604
Position 152: 0.00023950331317456445
Position 261: 0.00019471404337539664
Position 790: 0.00018855609588958863
Position 373: 0.0001827508721668083
Position 706: 0.0001327024737028267
Position 1078: 0.00012151115578639276
Position 218: 0.00010959774345752617
Position 507: 9.729908486938518e-05
Position 254: 9.309116454502707e-05
Position 208: 6.915834300169686e-05
Position 522: 6.310819618904304e-05
Position 701: 6.042413977104906e-05
Position 306: 5.2662097979653747e-05
Position 212: 3.873892520377738e-05
Position 68: 2.825363203204255e-05
Position 693: 2.5635457904216055e-05
Position 515: 2.1666675484855756e-05
Position 952: 2.0452298932159743e-05
Position 1011: 1.7176806485403738e-05
Position 416: 1.3868615965762007e-05
Position 317: 1.3429164818257735e-05
Position 927: 1.287188912615001e-05
Position 98: 1.2732653358214849e-05
Position 1081: 1.0309621303921757e-05
Position 112: 1.0267362921435566e-05
Position 491: 9.868696338351983e-06
Position 785: 7.850740160689696e-06
Position 422: 6.945636095940714e-06
Position 145: 5.983327978714219e-06
Position 553: 2.9178555376493452e-06
Position 96: 2.7069824977609545e-06
Position 244: 2.1128121784803387e-06
Position 180: 2.07865229932975e-06
Position 344: 1.734182829272253e-06
Position 346: 1.1268036788021863e-06
Position 619: 9.476760834561105e-07
Position 129: 6.939646279498145e-07
Position 829: 2.661494465133836e-07
Position 906: 1.0459211894044887e-07
Position 837: 9.09357450931492e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 828: 0.9111340901808075
Position 624: 0.7667589514186123
Position 982: 0.48444414703222144
Position 194: 0.19909481231932336
Position 1160: 0.15300680400423952
Position 513: 0.12652272641261517
Position 299: 0.09094096851828934
Position 645: 0.08449877469054166
Position 254: 0.06383219087045754
Position 414: 0.06251159873321857
Position 1410: 0.044778158243730846
Position 356: 0.02722891154881024
Position 387: 0.02167703673078726
Position 1186: 0.02079644137958637
Position 373: 0.018851227492582636
Position 1334: 0.014763636208151331
Position 391: 0.010388527501859627
Position 272: 0.00860513614612535
Position 1127: 0.0070114626008469655
Position 370: 0.006901363844208565
Position 1047: 0.006557947723227171
Position 1440: 0.006461654088515224
Position 330: 0.006320200877739093
Position 1379: 0.004153065526985005
Position 861: 0.0032936285877085995
Position 663: 0.003267634643235289
Position 1107: 0.002804079708878158
Position 1189: 0.0021558582233920987
Position 1546: 0.001941291318138845
Position 1421: 0.001854899417018789
Position 449: 0.001679447312798394
Position 198: 0.0011360010270276236
Position 1280: 0.0009003342286859257
Position 1573: 0.0008317854419245627
Position 660: 0.0007997118039420834
Position 341: 0.0006935000637243172
Position 1444: 0.0006255136731144061
Position 1063: 0.0005703234053670688
Position 456: 0.0003159494013494553
Position 1314: 0.00029947541741552673
Position 453: 0.0002720792101633952
Position 487: 0.0002580062722266383
Position 525: 0.00025192131849545137
Position 991: 0.00024733267147053305
Position 1479: 0.0002348761148835549
Position 1060: 0.00020512227875891202
Position 303: 0.000191232603525341
Position 868: 0.00017357854519831377
Position 464: 0.0001666196040188131
Position 1230: 0.00015592376170267582
Position 1205: 0.0001458926661875343
Position 690: 0.0001443015521815691
Position 1300: 0.00013385529886332493
Position 789: 0.0001061737651833847
Position 571: 0.00010570186786433523
Position 279: 9.660753537537055e-05
Position 737: 8.672726004570033e-05
Position 916: 4.645903976162729e-05
Position 1275: 4.6224445144343915e-05
Position 537: 3.958917503927754e-05
Position 218: 3.439479799782025e-05
Position 205: 2.6304769809912265e-05
Position 311: 2.376956375070771e-05
Position 740: 1.9070141736054847e-05
Position 874: 1.697885338381923e-05
Position 229: 1.4856789484567432e-05
Position 223: 1.3922712130940481e-05
Position 527: 1.1889813059891616e-05
Position 542: 4.149664386692898e-06
Position 847: 3.4812301968473375e-06
Position 1081: 2.5479599892940378e-06
Position 548: 2.3375002189952864e-06
Position 564: 1.325606938660089e-06
Position 165: 3.358581738271107e-09
Position 152: 1.3073749303437199e-09
Position 134: 6.739006782106301e-13
