Gene = Yod1
index = 1196
Annotated 5SS: [485]
Annotated 3SS: [1388]
SMsplice 5SS: [485 777]
SMsplice 3SS: [ 718 1388]
top_k =  500
Partition function (log Z): -7.264428800863187

Sorted 5' Splice Sites (High to Low Probability):
Position 485: 0.9763219838873476
Position 777: 0.7496118467399584
Position 286: 0.11666683283383691
Position 1083: 0.03673955586428997
Position 203: 0.018937933259145202
Position 121: 0.017745107173674952
Position 4540: 0.0168461644032838
Position 812: 0.009903569518045694
Position 1279: 0.009455977970519159
Position 190: 0.007329740984480246
Position 6051: 0.007103293628432844
Position 548: 0.00688695395275051
Position 6451: 0.005604251381963512
Position 784: 0.005531594779005238
Position 1455: 0.005488080408157209
Position 3336: 0.004933510810251061
Position 1620: 0.00344745046111971
Position 1536: 0.002680508321116757
Position 615: 0.0025094786655733238
Position 99: 0.002081382892939622
Position 217: 0.0015869477830482708
Position 3120: 0.0015240676737728678
Position 159: 0.0013442555528731359
Position 123: 0.0011049339861614262
Position 1115: 0.000950004453576306
Position 2824: 0.0007298123642530534
Position 803: 0.0006897253588203757
Position 279: 0.0005776175353675192
Position 1638: 0.0004456184241376892
Position 1127: 0.00040938660785150164
Position 1464: 0.0004071243287141832
Position 816: 0.0003845728831677174
Position 1469: 0.00029683089461448063
Position 1863: 0.0002854240245842799
Position 225: 0.0002499012236716584
Position 691: 0.00020500506789271613
Position 1264: 0.00020492129653492083
Position 1441: 0.0001407206073312124
Position 480: 0.00013534393621175778
Position 1016: 0.00013376982555905954
Position 1674: 0.00012750449267739082
Position 750: 9.954018591256778e-05
Position 429: 8.057192766839117e-05
Position 1241: 7.669211024282182e-05
Position 622: 7.542976160094937e-05
Position 398: 6.953353496381371e-05
Position 633: 6.557032937423616e-05
Position 2422: 6.391736103106615e-05
Position 1131: 6.064601477884405e-05
Position 1098: 5.795549895306141e-05
Position 1162: 5.453459392759e-05
Position 837: 5.065662169788677e-05
Position 305: 4.9642185511985734e-05
Position 1154: 4.5180204784863395e-05
Position 76: 4.1763755420736435e-05
Position 1075: 4.002692812132444e-05
Position 512: 3.969922485903327e-05
Position 326: 3.890722758509398e-05
Position 539: 2.6720205606999764e-05
Position 412: 1.9273338651138704e-05
Position 524: 1.1972655619337404e-05
Position 566: 1.0216208672116807e-05
Position 558: 5.552375323214293e-06
Position 814: 3.028355294073087e-06
Position 655: 1.9450029086515686e-06
Position 835: 8.236324808545765e-07
Position 1389: 6.930412689322323e-07
Position 1001: 5.513344460323508e-07
Position 617: 3.9664627789815074e-07
Position 1187: 1.1491581524153967e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 718: 0.7122073003612004
Position 1388: 0.6910995745538703
Position 1362: 0.10571505474057992
Position 360: 0.05970146316272071
Position 398: 0.054275830360424625
Position 690: 0.0493425291255574
Position 4438: 0.039841468813587036
Position 324: 0.0394356601502236
Position 6300: 0.03393458282578852
Position 1000: 0.029954763547948262
Position 970: 0.027011321999214136
Position 641: 0.018712878795776402
Position 5915: 0.012298025998995352
Position 4908: 0.012002637330328742
Position 6304: 0.011706309964437821
Position 7009: 0.010440276303769466
Position 1057: 0.009155761450980085
Position 6627: 0.007347275880182967
Position 4890: 0.006812978049075673
Position 5515: 0.006794363760157381
Position 6853: 0.0059398180425616585
Position 3065: 0.005849979632158017
Position 1805: 0.004600447173694338
Position 1536: 0.004409951647922713
Position 6333: 0.003434952808179232
Position 679: 0.003231348043459
Position 335: 0.0030069984598598545
Position 5263: 0.0027444125696918335
Position 3156: 0.002463550109804563
Position 4655: 0.0024419792010020903
Position 4121: 0.00240144366906674
Position 3227: 0.0020616376268407146
Position 2707: 0.0019929685300200768
Position 4539: 0.0019160967641796496
Position 2978: 0.001761020522277636
Position 2961: 0.0017091760693836644
Position 2823: 0.001622317411825748
Position 5278: 0.0015238568855693126
Position 723: 0.0014279802036654115
Position 3531: 0.0013889362562135498
Position 1006: 0.0013602894559094625
Position 1497: 0.0013521035557553546
Position 6217: 0.0011937408671868377
Position 5116: 0.0010637653468526852
Position 5882: 0.0010473929239543482
Position 643: 0.0009829370339766521
Position 1799: 0.0009344043810561748
Position 3190: 0.000856149802913145
Position 2677: 0.0008495471601523771
Position 3023: 0.0008265245308394529
Position 354: 0.0008191349116083182
Position 572: 0.0007862505735176717
Position 5648: 0.0007811856646132896
Position 6940: 0.0007479126916413214
Position 1209: 0.0007100415599287091
Position 5058: 0.0007012795768798268
Position 1036: 0.0006552767701917117
Position 3411: 0.0006512356890846859
Position 726: 0.0006181099429993731
Position 6819: 0.0006047257547524367
Position 402: 0.0005913822366823398
Position 2421: 0.0005026783267575919
Position 3472: 0.0004397266274078654
Position 1409: 0.0003857519890492298
Position 1880: 0.0003821047630641195
Position 2288: 0.00038141748996401256
Position 2174: 0.00032127723690544716
Position 443: 0.00029370986987508615
Position 2245: 0.0002872169631049617
Position 4715: 0.00025462043881311426
Position 4936: 0.00022819320022065303
Position 773: 0.00019807142432977802
Position 1162: 0.00019287227989600838
Position 4076: 0.00018821058351588306
Position 576: 0.0001797830777837017
Position 225: 0.00017331969706237222
Position 3010: 0.00017223118157916076
Position 3111: 0.0001624506375438999
Position 2588: 0.00016125846755090314
Position 3745: 0.00015738009010406339
Position 1763: 0.00014684333685889862
