Gene = Fcer1g
index = 406
Annotated 5SS: [ 169 3189 3370 4299]
Annotated 3SS: [3096 3333 4277 4437]
SMsplice 5SS: [ 169 3664]
SMsplice 3SS: [3506 4437]
top_k =  500
Partition function (log Z): -1.6886365638093475

Sorted 5' Splice Sites (High to Low Probability):
Position 169: 0.997752137697695
Position 3664: 0.6196263853973116
Position 3189: 0.38485944415721196
Position 3370: 0.3771926638348713
Position 4299: 0.3354600860588539
Position 2511: 0.3174258208874912
Position 4584: 0.23542682225860143
Position 3668: 0.2189440919923987
Position 3444: 0.14761228721645006
Position 2192: 0.059729446097063835
Position 4075: 0.05650578334432477
Position 2175: 0.015929057623313116
Position 2515: 0.015150910668911471
Position 1779: 0.014274981959525817
Position 4241: 0.0090147496409719
Position 3702: 0.006037424380701696
Position 818: 0.004552580647719489
Position 3365: 0.004512842179721333
Position 3340: 0.004308559686963058
Position 3394: 0.0032913039767444832
Position 4222: 0.002535991785306775
Position 3154: 0.0023065654718525336
Position 280: 0.002150543291358629
Position 3400: 0.002129610804626943
Position 656: 0.0021046846902912164
Position 2162: 0.001972691835662507
Position 772: 0.0018777210228619547
Position 4497: 0.0015346657735985038
Position 3730: 0.0013234516073650354
Position 1016: 0.001251555580725935
Position 619: 0.0012175554094638733
Position 1484: 0.0012136070799909323
Position 1244: 0.001155007067012957
Position 3377: 0.0011143116393390916
Position 4514: 0.0011103762727859188
Position 3512: 0.0010821880988352442
Position 3486: 0.0008206194524023732
Position 2295: 0.0007370163293636751
Position 4135: 0.0007052157017112849
Position 2534: 0.0006993085428990334
Position 3465: 0.0006387771699448972
Position 3785: 0.0005804401778731121
Position 564: 0.0005390541522599926
Position 3706: 0.0005309703855395433
Position 965: 0.0004930914078057299
Position 1561: 0.0004347792038699791
Position 1793: 0.00039716660174690476
Position 2207: 0.00037352064699398526
Position 832: 0.00032578630257044667
Position 3962: 0.0002723695180609838
Position 1410: 0.0002720024812806771
Position 4564: 0.00023104167006845718
Position 2453: 0.00021957791876062199
Position 1913: 0.00020381243802405102
Position 2550: 0.00018191329318770154
Position 2180: 0.00017946343172254087
Position 860: 0.00014088236587439263
Position 2087: 0.0001204972780818036
Position 688: 0.00010507282634618243
Position 1540: 0.00010178161949003664
Position 1114: 9.684003389470035e-05
Position 132: 9.36419963455319e-05
Position 2632: 8.02020204483248e-05
Position 786: 7.984939396723535e-05
Position 891: 7.347632865609552e-05
Position 946: 5.847461363300928e-05
Position 2147: 4.855762669254333e-05
Position 1951: 4.823728727101067e-05
Position 2527: 4.258633918729777e-05
Position 1530: 4.237116340919499e-05
Position 2544: 3.7096468179690605e-05
Position 813: 1.847484586243307e-05
Position 1188: 6.209015441501775e-07
Position 822: 5.234004274598605e-07
Position 1568: 5.025962441735116e-07
Position 1377: 4.968048803970075e-07
Position 1393: 3.730338617580994e-07
Position 192: 3.591405459153486e-07
Position 1350: 3.4537455293426476e-07
Position 1565: 2.855915353005391e-07
Position 464: 2.2081698209677237e-07
Position 156: 1.5890084266534415e-07
Position 140: 5.3382378184854256e-08
Position 468: 4.9478157233904365e-08
Position 335: 3.552217962360976e-08
Position 330: 2.710700305623694e-08
Position 40: 2.5765455820326497e-08
Position 29: 2.3616453682900273e-08
Position 66: 9.691540599926349e-09
Position 207: 4.016390077211674e-09
Position 385: 3.11189448658078e-09
Position 381: 1.440917290636214e-09
Position 516: 1.1643090642501955e-09
Position 389: 1.1200704964547878e-09
Position 393: 7.649388580386072e-10
Position 397: 6.933624225453938e-10
Position 379: 6.175949964165932e-10
Position 61: 4.760557328673229e-10
Position 401: 3.719274582533841e-10
Position 370: 3.1761183861329377e-10
Position 44: 1.6492471219385168e-10
Position 26: 4.094411393576353e-15
Position 6: 1.9923607805951957e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 4437: 0.8991249170853293
Position 3506: 0.6382903185493757
Position 3333: 0.60526436326244
Position 3096: 0.35681471233175327
Position 2425: 0.32438178275341034
Position 4693: 0.2502525423625359
Position 4277: 0.16585462204462945
Position 4195: 0.16293014227238273
Position 3534: 0.14309190355429613
Position 3858: 0.02880203057252587
Position 4329: 0.027313803121107445
Position 3935: 0.025446818111215283
Position 2061: 0.02524784569526219
Position 3039: 0.02030738481823677
Position 2021: 0.019292869909757482
Position 1979: 0.01640081528006505
Position 1689: 0.012603920747676144
Position 4014: 0.008694455701005934
Position 3116: 0.008420578699607283
Position 3558: 0.008236616428884833
Position 4407: 0.008025817809307433
Position 2430: 0.00795131454823341
Position 4583: 0.007342693629258628
Position 2081: 0.0071753171883177655
Position 691: 0.0071227337312740205
Position 4663: 0.006941095969947838
Position 3991: 0.005472802915917642
Position 3873: 0.004754007066063188
Position 3188: 0.004089545943933059
Position 4126: 0.003805142937494145
Position 3831: 0.003273757598928655
Position 3278: 0.003158180992351945
Position 4115: 0.003145889978234275
Position 2001: 0.002909938101267608
Position 533: 0.0029058690849633386
Position 3339: 0.002706854651816592
Position 2004: 0.0025245387114341314
Position 2102: 0.0024863644389709416
Position 2709: 0.0024573236155959687
Position 4072: 0.002264038439654719
Position 3809: 0.001929685912117291
Position 1704: 0.0018717560308186836
Position 4061: 0.0018017902389838125
Position 2281: 0.001787865459279487
Position 3562: 0.0017729297550662776
Position 2026: 0.001701619559100201
Position 3475: 0.0013280774482652819
Position 945: 0.001242125571916192
Position 449: 0.0012412413577842349
Position 1409: 0.0012246822210459202
Position 3961: 0.0011359905365167123
Position 1943: 0.0009995653499779138
Position 1840: 0.000969013962764671
Position 1211: 0.0008138537187632471
Position 4773: 0.0008089828164870135
Position 3956: 0.0006356205305497918
Position 3917: 0.0005795599340155139
Position 1738: 0.00042272856845066944
Position 884: 0.000391159693934129
Position 1451: 0.0003825933606646257
Position 1685: 0.00036264460806819944
Position 1282: 0.00030322712795634755
Position 1013: 0.00029069839165004187
Position 2649: 0.0002712672885026003
Position 2652: 0.00022263090844169963
Position 3946: 0.00021374103044798873
Position 1865: 0.00016250970620112451
Position 2381: 0.00015678304853482082
Position 1778: 0.00015004871627076615
Position 2456: 0.0001491631767461461
Position 698: 0.00011156753542282538
Position 721: 0.00010393114256610461
Position 4754: 8.104411480369721e-05
Position 3883: 7.82807203597432e-05
Position 3437: 7.799291612718482e-05
Position 1032: 7.493055249011917e-05
Position 476: 6.394836434243127e-05
Position 2294: 6.339908744115965e-05
Position 2132: 6.0211869834395535e-05
Position 493: 5.651554196763283e-05
Position 1337: 3.637807653252093e-05
Position 1383: 3.5969970421759525e-05
Position 839: 3.267162314235425e-05
Position 1310: 3.179239114538385e-05
Position 998: 2.4136067371173968e-05
Position 728: 2.3423808922618897e-05
Position 1150: 2.0456531000348484e-05
Position 544: 1.7441382130953048e-05
Position 1303: 1.707463376872632e-05
Position 623: 1.6282905605626904e-05
Position 2034: 1.4189723539664942e-05
Position 1091: 1.0997512314209049e-05
Position 1066: 9.146052560011407e-06
Position 346: 7.992153531946966e-06
Position 1100: 7.14946763883285e-06
Position 801: 6.809707874339114e-06
Position 715: 5.77972185877699e-06
Position 705: 4.8397025230272105e-06
Position 451: 4.824747643299977e-06
Position 1419: 1.160391053334309e-06
Position 498: 9.43231329678271e-07
Position 1339: 7.379116603983756e-07
Position 1015: 6.095976829144252e-07
Position 1344: 5.600498895517893e-07
Position 1139: 4.919153389120982e-07
Position 854: 4.778258098100028e-07
Position 594: 4.657154717716332e-07
Position 1055: 2.58751139210452e-07
Position 1422: 2.5710933095411296e-07
Position 599: 2.457224293764189e-07
Position 242: 1.684002108249486e-07
Position 965: 1.4896056067362301e-07
Position 1904: 1.437698979391794e-07
Position 1040: 1.2205164747418898e-07
Position 511: 1.1873834091799454e-07
Position 261: 1.1482825585435647e-07
Position 505: 1.101992460530694e-07
Position 462: 8.214987214630405e-08
Position 1476: 7.276154796585547e-08
Position 660: 6.744382183906546e-08
Position 325: 5.286535898000074e-08
Position 1368: 4.972077067089521e-08
Position 570: 3.1869283621895534e-08
Position 1216: 3.0270601549593366e-08
Position 2452: 2.6104018026160512e-08
Position 700: 2.4448152006560962e-08
Position 269: 2.404454868974836e-08
