Gene = Ufm1
index = 1162
Annotated 5SS: [  82  217 2616 3597 4589]
Annotated 3SS: [ 159 2557 3556 4555 5834]
SMsplice 5SS: [  82  217 2616 3632 9903]
SMsplice 3SS: [  159  2557  3556  9814 10250]
top_k =  500
Partition function (log Z): -4.911659983687769

Sorted 5' Splice Sites (High to Low Probability):
Position 2616: 0.9516424006971775
Position 82: 0.7691647044226324
Position 217: 0.6574171845200951
Position 3632: 0.6397518592632223
Position 9903: 0.3736250672620964
Position 4589: 0.17161808743563628
Position 58: 0.149889223505536
Position 3597: 0.14964564449830162
Position 2138: 0.12986881279899085
Position 350: 0.11987418265818782
Position 3889: 0.09644463044070363
Position 334: 0.051130321753802055
Position 4297: 0.047771085248437616
Position 280: 0.04702315450678571
Position 8067: 0.04699421959576007
Position 7168: 0.034203868808124975
Position 4415: 0.027648051093583568
Position 452: 0.02261332749776257
Position 326: 0.02053755104216447
Position 387: 0.015508989321831892
Position 3133: 0.013828267952403302
Position 8476: 0.0117129626717795
Position 3474: 0.010878021960593138
Position 86: 0.009073114585762388
Position 8075: 0.008593954949377989
Position 9683: 0.006913255955556581
Position 2747: 0.006009898359577437
Position 416: 0.00498099592964169
Position 2575: 0.0038688554175267576
Position 7027: 0.003459461784165725
Position 523: 0.0034585662352042746
Position 925: 0.002989900814885636
Position 2622: 0.0027458567505895103
Position 167: 0.002445208113558325
Position 3516: 0.0019512692529915488
Position 3430: 0.0018692783094995617
Position 2146: 0.0016376666793719305
Position 2875: 0.0014626191878853746
Position 215: 0.0014572252612010668
Position 2916: 0.0009808117077095922
Position 60: 0.0006542454634879748
Position 4301: 0.0005996894444922298
Position 2635: 0.0005975464270026288
Position 160: 0.0005708620269724015
Position 776: 0.0004962883809693835
Position 221: 0.0004895087403130998
Position 72: 0.00048444972501529376
Position 1012: 0.0004418589042107607
Position 3410: 0.0004269752558670706
Position 1428: 0.0004234188133344943
Position 3477: 0.00041791031571015205
Position 370: 0.00035340697228645925
Position 2859: 0.00026100329291149074
Position 4830: 0.00025197063197261336
Position 984: 0.0002344745975318791
Position 1522: 0.00021193476296169599
Position 4092: 0.00020274679693795756
Position 208: 0.00018951423607385307
Position 2184: 0.0001471178613669343
Position 2764: 0.00014154705068862355
Position 515: 0.00013726612052567344
Position 2651: 0.00012356715127400197
Position 3226: 0.00010858429357738474
Position 2626: 9.627306739932041e-05
Position 4355: 9.346150350778189e-05
Position 2925: 7.560406606791158e-05
Position 64: 7.389526521943345e-05
Position 4245: 6.751444335106435e-05
Position 92: 2.3491277386860327e-05
