Gene = Coa4
index = 279
Annotated 5SS: [93]
Annotated 3SS: [1971]
SMsplice 5SS: [93]
SMsplice 3SS: [1971]
top_k =  500
Partition function (log Z): -6.893130559347626

Sorted 5' Splice Sites (High to Low Probability):
Position 93: 0.8202516239819079
Position 497: 0.12487052931663097
Position 1876: 0.12289439090634331
Position 166: 0.10247558163879221
Position 2074: 0.03101669553012508
Position 1660: 0.008608155323401983
Position 759: 0.007857102786977266
Position 850: 0.006098974606631052
Position 1155: 0.005759631139327872
Position 2024: 0.0036465512874202487
Position 1499: 0.0018793838501483108
Position 773: 0.001478567572862795
Position 1792: 0.0014408933901498392
Position 2172: 0.001375044836058695
Position 775: 0.0010146635335000613
Position 130: 0.0009678079275797449
Position 190: 0.0009608603384879509
Position 1850: 0.0008794495994763805
Position 1098: 0.0007847853319550832
Position 1558: 0.0006651716812079269
Position 2419: 0.0006534828848257181
Position 2110: 0.0006407731514655329
Position 2153: 0.0005013766555799857
Position 747: 0.00037583440933011686
Position 145: 0.000374101627052928
Position 362: 0.0003329443965953922
Position 320: 0.0003157780300764627
Position 502: 0.0002815476311224395
Position 1225: 0.0002657276061873827
Position 1894: 0.00026564684104040407
Position 2319: 0.0002537145868461866
Position 717: 0.0002504304446839568
Position 1304: 0.00024610393039364105
Position 942: 0.0002125879228390436
Position 2082: 0.00020082938859391375
Position 1190: 0.00018495370667295934
Position 389: 0.0001794651536899794
Position 845: 0.00017272450613131605
Position 1113: 0.00016284123982830893
Position 911: 0.00015574556452408172
Position 914: 0.0001535277271165669
Position 806: 0.00014775761129186653
Position 1206: 0.00014670008956003733
Position 391: 0.00013799429418415206
Position 831: 0.00012639417655935725
Position 387: 0.00011882201891219524
Position 393: 0.00010369775711671757
Position 862: 9.435889762309722e-05
Position 1578: 8.610125159197305e-05
Position 902: 6.826152044008593e-05
Position 706: 6.69092653238816e-05
Position 395: 6.67624656210298e-05
Position 353: 5.8303692367302157e-05
Position 304: 5.735025779744736e-05
Position 1110: 5.562741100430563e-05
Position 2990: 4.90438754507665e-05
Position 1532: 3.903764089800141e-05
Position 1092: 3.331861171131482e-05
Position 452: 3.09052489328327e-05
Position 491: 2.7072213590444252e-05
Position 397: 3.947683256562139e-06
Position 399: 2.7749950475979557e-06
Position 401: 1.9321627955097268e-06
Position 898: 1.2693955967722249e-06
Position 403: 1.1686665949728341e-06
Position 663: 1.0817311542857083e-06
Position 214: 9.244018068776273e-07
Position 405: 8.736002779872758e-07
Position 2178: 8.427739441454558e-07
Position 532: 8.34659504301456e-07
Position 516: 6.621306695234153e-07
Position 407: 5.67284784209308e-07
Position 417: 4.5971444922760715e-07
Position 245: 3.9582854743384587e-07
Position 409: 3.494461814518187e-07
Position 925: 3.142879655504942e-07
Position 411: 2.98106153999562e-07
Position 26: 2.677914265353694e-07
Position 51: 2.667159448854953e-07
Position 413: 2.548552229880473e-07
Position 339: 2.038726237088527e-07
Position 527: 1.6704075585818147e-07
Position 561: 1.5278447353706126e-07
Position 2267: 9.751434538926835e-08
Position 1942: 9.522707820562458e-08
Position 281: 9.100625752169895e-08
Position 483: 4.2107381989135185e-08
Position 415: 8.301621264314451e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1971: 0.9200274246492299
Position 1775: 0.07767852590994447
Position 654: 0.05124106224745374
Position 1791: 0.037438212694801035
Position 301: 0.03336170341186542
Position 2797: 0.014846156023990921
Position 1012: 0.01176716043864136
Position 1384: 0.011256018755001892
Position 1659: 0.009439829692078735
Position 275: 0.009264595576980773
Position 2580: 0.007178033871969896
Position 1514: 0.005486067067544384
Position 1663: 0.004633024055750536
Position 3193: 0.004425051852775174
Position 228: 0.0039586175336442314
Position 451: 0.003929873071907759
Position 2499: 0.003755268091993476
Position 2547: 0.003469120658168705
Position 2801: 0.0031740060666152524
Position 2267: 0.0030731662072875743
Position 2943: 0.0029470998320767026
Position 494: 0.0022226519111585865
Position 1994: 0.002181318523449034
Position 1491: 0.0018581717243499934
Position 2102: 0.0017288736251639453
Position 2886: 0.0017224021138112866
Position 1359: 0.0017004867372413322
Position 1919: 0.0015975753857427812
Position 1721: 0.0015698123180538496
Position 2003: 0.001007349968245062
Position 2745: 0.0008283750022316865
Position 895: 0.0007843123094246854
Position 2361: 0.0007210371820053283
Position 3012: 0.0006747692450817471
Position 1724: 0.0006370682354593177
Position 2990: 0.0006300617752377709
Position 1545: 0.000615327754688412
Position 304: 0.0005905100342386894
Position 1037: 0.000575621562823468
Position 3149: 0.0005377968369127955
Position 2709: 0.0004956610827084644
Position 2087: 0.0004857522844522963
Position 786: 0.00047167525413080224
Position 1822: 0.0004420558107098288
Position 1473: 0.00041731963062596083
Position 231: 0.00041150236328546405
Position 3110: 0.00039664084513153466
Position 1458: 0.00036365671373986345
Position 2349: 0.0003604654694993479
Position 1057: 0.00031824472699507257
Position 3164: 0.0002842827420845868
Position 561: 0.0002623765987897734
Position 1859: 0.0002489506378031012
Position 1578: 0.00018634726122376496
Position 2922: 0.00017614940722580897
Position 2029: 0.00016632653663676316
Position 2128: 0.00016151138807259514
Position 742: 0.00015892723293434814
Position 2212: 0.0001558031484659084
Position 1688: 0.00014692915632580285
Position 2423: 0.00014098633647166637
Position 249: 0.0001342217133031028
Position 2970: 0.00011834420467026003
Position 3026: 0.00011782293188768748
Position 459: 0.0001176148971566499
Position 1206: 0.0001052106353090834
Position 1397: 0.0001020395582006369
Position 311: 9.781902789036026e-05
Position 1981: 9.464330427068977e-05
Position 257: 9.2909658755173e-05
Position 339: 7.152071365798411e-05
Position 1047: 6.191455931638343e-05
Position 353: 5.4538724188823884e-05
Position 3050: 5.360633013227127e-05
Position 1532: 5.174044539978093e-05
Position 174: 4.801148288925763e-05
Position 2370: 4.192053143353873e-05
Position 2166: 3.8750072097034004e-05
Position 2594: 3.853596704707493e-05
Position 3086: 3.779216275518037e-05
Position 2032: 3.7048533579585804e-05
Position 3198: 3.6384381115917026e-05
Position 1303: 3.5046172791551564e-05
Position 2188: 3.401278395373805e-05
Position 1415: 3.3790658151356975e-05
Position 1601: 3.1979618409527694e-05
Position 2285: 3.184633786971581e-05
Position 1066: 2.3503957943504236e-05
Position 3249: 2.2526954243916948e-05
Position 1247: 1.8640214436064162e-05
Position 501: 1.794725849933016e-05
Position 663: 1.743148076406262e-05
Position 674: 1.613951247588575e-05
Position 925: 1.3659436495174667e-05
Position 374: 4.470939696765565e-06
Position 362: 1.2168119607266189e-06
Position 242: 5.569416904892325e-07
Position 165: 2.66204312071713e-07
Position 465: 2.0984943004851367e-07
