Gene = Ly96
index = 652
Annotated 5SS: [  187  3341 12491 17793]
Annotated 3SS: [ 3250 12361 17739 21005]
SMsplice 5SS: [  187  3341 11049 12278 12491 20070]
SMsplice 3SS: [ 3250 10892 12122 12361 19957 20241]
top_k =  500
Partition function (log Z): -11.144523249513302

Sorted 5' Splice Sites (High to Low Probability):
Position 3341: 0.9953020774865898
Position 12491: 0.9706247107730723
Position 187: 0.7607164777358568
Position 11049: 0.7106144186066539
Position 20070: 0.6441961662585259
Position 17793: 0.36506262510075344
Position 20323: 0.3434980051666641
Position 16507: 0.12872507495134272
Position 339: 0.11669946090154801
Position 287: 0.07752689126551908
Position 16095: 0.05581843853381852
Position 16073: 0.03228603203023
Position 15489: 0.01587310536047123
Position 56: 0.015038292804959242
Position 301: 0.013183262527272609
Position 3907: 0.010013440277477562
Position 1780: 0.009114726481896616
Position 308: 0.005608769895407644
Position 3685: 0.002640357980671825
Position 237: 0.002170617751842561
Position 467: 0.0013422254591515027
Position 2561: 0.00033435012720945263
Position 2337: 0.00029897908032444447
Position 3715: 0.00022836493732459004
Position 3088: 0.00015427296517607914
Position 2391: 0.00011813408520119528
Position 6783: 9.833914703853653e-05
Position 1431: 2.674239174191146e-05
Position 2074: 2.3797001351781638e-05
Position 4037: 2.1847544452039936e-05
Position 2093: 2.0900911095538037e-05
Position 1349: 1.78627839478811e-05
Position 1538: 1.6977416635735962e-05
Position 553: 1.5148460624184447e-05
Position 1840: 1.271483040205568e-05
Position 2464: 9.493690682758008e-06
Position 3156: 5.998204743357494e-06
Position 1409: 4.270801445468635e-06
Position 3122: 4.024838742326344e-06
Position 3753: 3.877979302001472e-06
Position 1461: 3.280856730076017e-06
Position 946: 2.84594269055453e-06
Position 3021: 2.218468326128478e-06
Position 1299: 2.0347454867033713e-06
Position 77: 1.1740757077885675e-06
Position 28: 1.0903358722468348e-06
Position 49: 5.931531810711853e-07
Position 36: 4.753807416031875e-07
Position 23: 4.2210573903483324e-07
Position 1246: 1.7335185860559583e-07
Position 703: 1.5680406266915314e-07
Position 314: 1.0374594613889592e-07
Position 558: 9.503411611616984e-08
Position 191: 8.661257789160027e-08
Position 11: 8.275368581771368e-08
Position 178: 7.611379538963575e-08
Position 385: 6.02582722633818e-08
Position 140: 3.090368359369135e-08
Position 561: 3.0263020142694066e-08
Position 303: 2.7938149332569937e-08
Position 495: 2.223774336509934e-08
Position 143: 2.126815478971906e-08
Position 517: 1.8352530205376897e-08
Position 621: 8.367568101577833e-09
Position 1170: 7.857427191815436e-09
Position 460: 7.555710211624177e-09
Position 543: 7.3020895742369265e-09
Position 585: 5.537158183064434e-09
Position 767: 2.266252689896687e-09
Position 184: 4.882316577112874e-10
Position 747: 3.6124484535251905e-10
Position 685: 9.61634110789303e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3250: 0.9785430062499358
Position 20241: 0.7134971045504338
Position 10892: 0.7106144186066539
Position 19957: 0.7039413137878747
Position 12361: 0.6602695367863715
Position 17739: 0.42816657812409487
Position 12401: 0.31035517398670087
Position 21005: 0.2639006578268045
Position 16421: 0.14486755854056133
Position 15866: 0.08772903385984117
Position 20583: 0.06713613413649963
Position 20850: 0.04376341394076846
Position 20200: 0.02823289678536412
Position 21016: 0.015589594817969864
Position 21027: 0.015587225506963459
Position 15960: 0.0153362715430528
Position 15306: 0.012362022572888475
Position 3817: 0.009715424535119851
Position 3278: 0.008167233226505215
Position 15466: 0.006945196713811106
Position 3192: 0.006146225585690629
Position 13205: 0.005468813908636435
Position 13635: 0.005168463691872521
Position 8359: 0.0029053120534917776
Position 3087: 0.002818599769833612
Position 3526: 0.002690520010065868
Position 13923: 0.0025741799109941736
Position 17842: 0.002471861790908927
Position 13682: 0.0021128293975051487
Position 13877: 0.0016073489862628845
Position 12813: 0.0015933669296102214
Position 17956: 0.0015620454424784304
Position 17036: 0.0015128981887342276
Position 3569: 0.00096386259895553
Position 12844: 0.000963758593037221
Position 13785: 0.0008405088522081579
Position 16195: 0.0008046133039851004
Position 1327: 0.000784054042498477
Position 13831: 0.0007585460322766645
Position 16063: 0.0007177462172195528
Position 1709: 0.0006752303031453657
Position 12938: 0.0006397423522216718
Position 11709: 0.0005321646620414627
Position 12913: 0.0005026853077052549
Position 5355: 0.0004638602445008627
Position 2205: 0.000409666896169365
Position 4553: 0.000393727481762191
Position 13597: 0.00037772992496609784
Position 13978: 0.0003698440485478167
Position 13739: 0.0002662925385995392
Position 8382: 0.00024795295284364346
Position 12828: 0.000240703506520043
Position 394: 0.00022911929950461806
Position 3656: 0.00016085508522520288
Position 12593: 0.00015467072198130174
Position 6521: 0.0001499686636443643
Position 178: 0.0001330181432308534
Position 2453: 0.00010898998730926564
Position 2421: 0.00010671013499802479
Position 4369: 0.00010447069770003194
Position 4156: 0.00010316616560674175
Position 3018: 0.0001029084583520998
Position 5182: 0.00010029961462938125
Position 7949: 9.95123507905327e-05
Position 3792: 9.47712360175843e-05
Position 6899: 7.97375126521567e-05
Position 1533: 7.613331923893916e-05
Position 9219: 7.250945903568153e-05
Position 11137: 7.163264469107703e-05
Position 1712: 6.59107690240536e-05
Position 802: 5.277197370237104e-05
Position 2251: 5.188757285106293e-05
Position 6579: 5.039912098201798e-05
Position 3366: 4.758187368565569e-05
Position 3038: 4.501559118629085e-05
Position 6188: 4.356809352854328e-05
Position 6328: 4.283349067944096e-05
Position 3586: 4.23913269827804e-05
Position 8056: 4.2154170744152707e-05
Position 6645: 4.107954378207856e-05
Position 8023: 4.050508441941322e-05
