Gene = Ube2cbp
index = 1157
Annotated 5SS: [  210 13137 16188 24365 29667 37583 39689 42110 92610]
Annotated 3SS: [ 12939  16096  24195  29596  37512  39579  41945  92470 157073]
SMsplice 5SS: [   210   1445  13137  16188  17252  17405  19380  24365  24537  29667
  39689  42110  50440  73003  92610 129514 144662 150719]
SMsplice 3SS: [  1368  12939  16096  17101  17322  19257  24195  24453  29596  39579
  41945  50296  72944  92470 129429 144570 150629 157073]
top_k =  500
Partition function (log Z): -73.7565279590766

Sorted 5' Splice Sites (High to Low Probability):
Position 210: 0.9082878386860262
Position 1445: 0.8391839981988912
Position 13137: 0.13001804484898966
Position 1452: 0.12224422060102086
Position 6547: 0.10939123396059362
Position 2083: 0.043759293694558776
Position 2821: 0.039828480950665913
Position 228: 0.03859309695801526
Position 2077: 0.03328342803493062
Position 191: 0.015264491020101223
Position 4346: 0.010590949695149928
Position 3222: 0.010465691179275071
Position 5202: 0.00941567994664031
Position 481: 0.009268279623726935
Position 6567: 0.008335257621028012
Position 4697: 0.007061453113399717
Position 2839: 0.006346572676649075
Position 2429: 0.006146485044220677
Position 3612: 0.0037148245380853088
Position 5069: 0.0035818295695338215
Position 2537: 0.0030981768798663263
Position 365: 0.0029953321912494996
Position 5745: 0.0029812092197336482
Position 5565: 0.002894215773650688
Position 359: 0.0028557590255341553
Position 172: 0.0027852828234397843
Position 1265: 0.0027521465151918913
Position 5492: 0.002728639479787474
Position 114: 0.002672573620834181
Position 345: 0.0025688604866451648
Position 274: 0.002560128005788442
Position 883: 0.0016363544628896286
Position 92: 0.001609615208162045
Position 505: 0.0015296078592122867
Position 1532: 0.0014872749729507287
Position 86: 0.0014274231100048463
Position 5769: 0.001203684034682897
Position 80: 0.0010377188357970912
Position 282: 0.0010148586334187211
Position 521: 0.0008715441406033831
Position 3071: 0.0008197208290676233
Position 1261: 0.0007792003209612389
Position 107: 0.0007615377743913129
Position 67: 0.0007604938020596003
Position 337: 0.0006423719923054787
Position 4896: 0.00043326005706850073
Position 3100: 0.0003585480740402537
Position 2402: 0.00032617404227613093
Position 1273: 0.0003255726189328437
Position 4658: 0.000293804806401239
Position 536: 0.0002448077999492778
Position 945: 0.00021957505426228334
Position 2138: 0.00019668313766468758
Position 1767: 0.00016296196298153345
Position 1476: 0.00015235645966433286
Position 98: 0.00012881998142288712
Position 820: 0.00010451178271571303
Position 656: 0.00010321541903088785
Position 835: 9.235860766117931e-05
Position 242: 8.826901204000923e-05
Position 845: 8.149454677712098e-05
Position 139: 7.765317646367883e-05
Position 566: 7.304742296079847e-05
Position 1105: 5.400290589141601e-05
Position 1617: 5.251849983146537e-05
Position 1127: 5.0070304239261225e-05
Position 764: 4.710190414615164e-05
Position 118: 4.252808595864733e-05
Position 2386: 3.553711706684963e-05
Position 587: 3.0072003947938177e-05
Position 775: 2.9493420074757826e-05
Position 428: 2.7359372525055223e-05
Position 1117: 2.6517848181569176e-05
Position 797: 2.3427142526726e-05
Position 1103: 1.6515988381412563e-05
Position 1045: 1.625300422645889e-05
Position 745: 1.346726259409532e-05
Position 1277: 1.2933400578585085e-05
Position 1232: 1.1621867424238208e-05
