Gene = Tipin
index = 1083
Annotated 5SS: [   50  6641  8180  8847 12530 12784 19646]
Annotated 3SS: [ 6510  8106  8770 12406 12719 19438 22703]
SMsplice 5SS: [  384  8847 12530 19646]
SMsplice 3SS: [ 8770 12406 19438 22703]
top_k =  500
Partition function (log Z): -11.047337821205122

Sorted 5' Splice Sites (High to Low Probability):
Position 8847: 0.9669756529611101
Position 12530: 0.7818336102708412
Position 19646: 0.6108580834455782
Position 1122: 0.47619144341791286
Position 384: 0.4409998896597389
Position 8180: 0.43253190341166775
Position 50: 0.36931160297013965
Position 9615: 0.3038075564894397
Position 16901: 0.30240150465027604
Position 12784: 0.24230004535787683
Position 6641: 0.1440545023099821
Position 45: 0.1355551199728724
Position 22241: 0.08395258460192415
Position 16527: 0.04366749356033857
Position 19133: 0.03820961081085993
Position 12931: 0.02977111241884578
Position 14879: 0.028899662818153107
Position 285: 0.028756111291425957
Position 19622: 0.02601805620154376
Position 15388: 0.019227389485335408
Position 4051: 0.015668404984604364
Position 8250: 0.014079212811240898
Position 6665: 0.013537534338803052
Position 16463: 0.013530638649099244
Position 6791: 0.011984295824076866
Position 2912: 0.01054154587560884
Position 2886: 0.009289318521310649
Position 780: 0.006708296408824973
Position 312: 0.005542149741268433
Position 15256: 0.005432038531908308
Position 399: 0.004968966604763358
Position 490: 0.0031295134385682646
Position 181: 0.0029983792527694753
Position 65: 0.002723431425760471
Position 323: 0.0017799224801253925
Position 742: 0.0010327658964485768
Position 388: 0.0008726059529303852
Position 332: 0.00063328898353274
Position 2632: 0.00031537826483860694
Position 609: 0.00024135039759963495
Position 2644: 0.00017131402831261226
Position 2055: 0.00014730028250647495
Position 128: 0.00013877633994162646
Position 1668: 9.727467775724898e-05
Position 620: 7.493967148662407e-05
Position 329: 6.63797372934845e-05
Position 84: 5.7678877329553074e-05
Position 59: 4.0465404464916386e-05
Position 868: 3.814122513596817e-05
Position 540: 2.6163295415800082e-05
Position 507: 2.5615630302414643e-05
Position 425: 2.207656367138045e-05
Position 598: 2.0684927358601196e-05
Position 578: 2.0468701990975035e-05
Position 732: 3.3600581799393738e-06
Position 12: 1.6884548217133613e-07
Position 39: 1.112334173099097e-07
Position 95: 3.971105211765906e-08
Position 14: 9.40900362721866e-09
Position 362: 5.377614470040893e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 8770: 0.8871074681577571
Position 19438: 0.8457099419844178
Position 12406: 0.7821161516578461
Position 22703: 0.5824004732812411
Position 8106: 0.36511793059883235
Position 1023: 0.3538775618270455
Position 16803: 0.3045913699237193
Position 12719: 0.2509166504296543
Position 9482: 0.22891552271677038
Position 22122: 0.14020714062138684
Position 1081: 0.09221439839777727
Position 8701: 0.0798899658314732
Position 6550: 0.07589853516713485
Position 6504: 0.07408394840881588
Position 18916: 0.061939571227807785
Position 22443: 0.05987392612104068
Position 16392: 0.05762128372858504
Position 9458: 0.050962921031730654
Position 8068: 0.045888228394312294
Position 7982: 0.035629708318108744
Position 14712: 0.029278724919913207
Position 15107: 0.02880401856321109
Position 961: 0.022907667145688253
Position 2734: 0.019315061731697843
Position 18854: 0.015786442589601435
Position 6510: 0.015289346999292151
Position 12641: 0.010982726442481676
Position 9402: 0.009772719605142494
Position 9216: 0.008760585856841294
Position 20917: 0.007632748973093602
Position 12664: 0.007587508499841864
Position 3930: 0.006557228687887067
Position 20229: 0.006367817015843669
Position 9367: 0.005753110691840768
Position 12610: 0.00558928491938376
Position 19741: 0.00556410104754869
Position 12645: 0.004745503909324605
Position 3938: 0.00462728753231769
Position 19780: 0.004489690106852381
Position 18291: 0.0038973248531790254
Position 22240: 0.0038854161534639976
Position 375: 0.0033370941931286915
Position 6384: 0.00300186419304702
Position 22126: 0.00286662861324638
Position 3901: 0.002698589029133703
Position 4010: 0.0017927303497292377
Position 931: 0.0017272491225440423
Position 347: 0.0016014493522900197
Position 659: 0.0014584728716488249
Position 6448: 0.001309768606569367
Position 852: 0.0008523765064573975
Position 138: 0.0007856205497774505
Position 238: 0.000583110141494423
Position 14947: 0.000581208424597339
Position 809: 0.0005504785324696322
Position 2797: 0.0005244587225786099
Position 963: 0.0003624308847792837
Position 11211: 0.0003602960536753868
Position 779: 0.0003267618952824051
Position 11527: 0.00027425785628199103
Position 8541: 0.00026878927232526137
