Gene = Pop5
index = 838
Annotated 5SS: [  49 2234 2442 4476 4721]
Annotated 3SS: [1987 2298 4325 4636 4802]
SMsplice 5SS: [  49 2234 2442 4476 4721]
SMsplice 3SS: [1987 2298 4325 4636 4802]
top_k =  500
Partition function (log Z): 0.45610064634736536

Sorted 5' Splice Sites (High to Low Probability):
Position 4721: 0.9499215962618863
Position 49: 0.8979566209319205
Position 4476: 0.8870433218521386
Position 2442: 0.812424058842923
Position 2234: 0.7621922594910087
Position 2623: 0.4053604158015429
Position 4521: 0.09318539481971766
Position 1816: 0.058913877891844865
Position 108: 0.05499376677468034
Position 2637: 0.04452878710753474
Position 2573: 0.04235127339385688
Position 1632: 0.03491245414254084
Position 56: 0.03430274930837058
Position 4887: 0.030169173012679608
Position 2217: 0.029899264540349024
Position 1827: 0.013722207331632917
Position 3107: 0.013570304426282662
Position 4637: 0.008572228086106718
Position 3082: 0.0068135164155616445
Position 4007: 0.006640493738886494
Position 1225: 0.00605671390788534
Position 3940: 0.005066210788164994
Position 4396: 0.004817310669547801
Position 157: 0.004189471663316517
Position 3119: 0.0032370163777118467
Position 2299: 0.0032029773775567867
Position 5012: 0.002805424550739591
Position 1538: 0.002654184030965423
Position 3186: 0.0025091958014593855
Position 4525: 0.0025055952826753976
Position 676: 0.002330160839846752
Position 2396: 0.0022197650755114875
Position 949: 0.0018396941849156748
Position 360: 0.0014882444666827752
Position 4469: 0.0012177144817318126
Position 1752: 0.0010934661500942623
Position 4589: 0.0010722265222944242
Position 3136: 0.0010252370593394247
Position 3270: 0.0009781131936143369
Position 4957: 0.0008140117292946797
Position 279: 0.0007938098958702586
Position 2625: 0.0007300084666440577
Position 2169: 0.0006830121049925679
Position 966: 0.0006699159953941498
Position 1041: 0.0006578510446499519
Position 830: 0.0006556211218109601
Position 149: 0.0006355000327560491
Position 2375: 0.0006303653318859603
Position 1199: 0.0005124089802935724
Position 3734: 0.0004558882575044452
Position 3044: 0.0004453638156847322
Position 1792: 0.00040335630268577337
Position 447: 0.0003749868432423266
Position 994: 0.000361862548719665
Position 1159: 0.0003495128978105531
Position 2429: 0.00034223374485572994
Position 4741: 0.00030834440784326995
Position 2604: 0.0002914737405524373
Position 1998: 0.0002758382864471424
Position 2222: 0.00027380179916263895
Position 2464: 0.00025480323661678314
Position 85: 0.0002038709891929012
Position 2514: 0.00019934506538161556
Position 2627: 0.0001970099705715546
Position 2500: 0.0001690573990720524
Position 2641: 0.00014722990799946264
Position 310: 0.00012053429852088563
Position 1958: 0.00010195482623188187
Position 470: 9.976252380202679e-05
Position 367: 8.36087907036041e-05
Position 962: 7.275408452205689e-05
Position 1799: 6.936006384941402e-05
Position 307: 6.849778699363273e-05
Position 1577: 6.324848471921746e-05
Position 1820: 6.154374287963708e-05
Position 2143: 5.5853576081787066e-05
Position 2040: 5.3951803081794986e-05
Position 4485: 4.4531054503732505e-05
Position 4918: 4.095529594449645e-05
Position 175: 4.0088832990744205e-05
Position 68: 3.281026469501945e-05
Position 4482: 3.211578659497177e-05
Position 4494: 1.0146214163737006e-05
Position 2830: 8.169048751902705e-06
Position 2752: 6.140499979673986e-06
Position 473: 3.1525586015188112e-06
Position 2782: 2.550881512176054e-06
Position 1802: 8.036406732723056e-07
Position 618: 3.1403087431297397e-07
Position 289: 2.016842006124776e-07
Position 323: 1.4398048413205244e-07
Position 385: 1.4276165192886665e-07
Position 31: 1.3801902734899118e-07
Position 215: 1.2530297092708155e-07
Position 647: 1.0058362439443951e-07
Position 191: 2.208391241980108e-08
Position 616: 1.9064945458903043e-08
Position 39: 1.2349944751907473e-08
Position 200: 5.7176310504534415e-09
Position 249: 4.968614097571006e-09
