Gene = Dctpp1
index = 326
Annotated 5SS: [ 187 1352]
Annotated 3SS: [1240 3372]
SMsplice 5SS: [ 105 1352]
SMsplice 3SS: [1240 3372]
top_k =  500
Partition function (log Z): -5.750532945057403

Sorted 5' Splice Sites (High to Low Probability):
Position 1352: 0.8115120144915613
Position 105: 0.47575146510904553
Position 187: 0.4141795323058964
Position 2636: 0.30464912251352155
Position 2780: 0.2207642994479859
Position 559: 0.08422563936476431
Position 1732: 0.03465359183966859
Position 2231: 0.033088623753898164
Position 235: 0.026638565357321085
Position 1320: 0.024002849174120502
Position 1071: 0.020357935152815462
Position 432: 0.02024887287635566
Position 114: 0.01393756891945561
Position 812: 0.013444438262166198
Position 1636: 0.012077964598856563
Position 2727: 0.006238714648626889
Position 1504: 0.006221170506985188
Position 1427: 0.006208422984733845
Position 277: 0.0047329855703943016
Position 1329: 0.004519595733521143
Position 2585: 0.0029550308742781082
Position 602: 0.0027739667133906045
Position 1996: 0.0027333275780850423
Position 1783: 0.0024632457882670846
Position 1937: 0.0024142107437124466
Position 52: 0.002194133057875671
Position 1845: 0.0016032716224381395
Position 3173: 0.00157922912444509
Position 293: 0.0014370554862321635
Position 1549: 0.0014348842062456655
Position 2507: 0.001406333075106406
Position 162: 0.0012511844030357944
Position 1356: 0.0012395631468393197
Position 99: 0.001147366134667756
Position 68: 0.0010445659599594853
Position 151: 0.0009260769736038092
Position 2588: 0.000699663143254012
Position 2063: 0.0006639145999955691
Position 563: 0.0006340510120328256
Position 2900: 0.0006338632077278895
Position 1404: 0.0006199365358605804
Position 200: 0.0006067139080872391
Position 2392: 0.0005699604961620397
Position 2273: 0.0005613603854669373
Position 1390: 0.0005377846406684515
Position 372: 0.0005363698034580088
Position 775: 0.0005270323333312755
Position 625: 0.0005161632962437727
Position 670: 0.00046193821111102185
Position 2939: 0.00043416328505556324
Position 2556: 0.00040829811057474665
Position 2253: 0.0003774120586598652
Position 2645: 0.00032960909205116565
Position 2630: 0.0003041015435063959
Position 1044: 0.0002914252917189149
Position 204: 0.00020071002729388506
Position 1171: 0.00020035573220332362
Position 2640: 0.00019526493394995893
Position 1365: 0.00019488713490464874
Position 466: 0.00014418308783486288
Position 15: 0.00010325688675083285
Position 1105: 9.827059232698224e-05
Position 619: 9.658793399218335e-05
Position 607: 8.775060692039498e-05
Position 2598: 8.532645380996656e-05
Position 247: 7.881028583303951e-05
Position 1001: 7.337606194035341e-05
Position 338: 6.815532448475234e-05
Position 77: 5.423724670940706e-05
Position 257: 5.316511119287996e-05
Position 394: 4.403278282188157e-05
Position 194: 4.313653291074256e-05
Position 119: 3.1936463329330605e-05
Position 436: 2.9811974352697503e-05
Position 942: 2.806388786278655e-05
Position 345: 2.615297960811438e-05
Position 260: 2.3988955789703926e-06
Position 389: 2.3808100970563317e-06
Position 8: 1.777880007711106e-06
Position 88: 1.6178121406580355e-06
Position 1050: 4.645507887246025e-07
Position 596: 4.5453323933307673e-07
Position 580: 4.5331823548695357e-07
Position 648: 4.47115909425516e-07
Position 232: 3.9678746402459536e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3372: 0.8554769784032323
Position 1240: 0.7597601413298491
Position 2480: 0.3451037954069835
Position 2506: 0.25290531024770907
Position 1257: 0.05014784470558633
Position 1168: 0.047261871954039865
Position 512: 0.03673782430072279
Position 2083: 0.03391668364710734
Position 1470: 0.02802723320377756
Position 1617: 0.019542024051718912
Position 2654: 0.019167469653976907
Position 456: 0.017060132962306962
Position 1901: 0.014728608628423836
Position 939: 0.013731948726665402
Position 3376: 0.012955961081613105
Position 703: 0.008260728948077382
Position 2705: 0.007545142381098206
Position 1671: 0.006673973061380317
Position 2489: 0.00404360318168458
Position 3070: 0.0039320981690447185
Position 345: 0.003697764139762141
Position 265: 0.0033483357035884445
Position 3473: 0.00329798458592889
Position 1142: 0.0030180412308039037
Position 1208: 0.002733238273902253
Position 2184: 0.0014480089724205698
Position 1266: 0.0011701402020192313
Position 2201: 0.0010927074181439052
Position 685: 0.0010008769934136865
Position 2752: 0.0008844388780081696
Position 268: 0.0008311592549345422
Position 669: 0.0008180056466813326
Position 2048: 0.0007854167758631231
Position 1179: 0.0007701505098796898
Position 461: 0.0007623846440191332
Position 2136: 0.0007337032098672627
Position 1688: 0.0007015383671204427
Position 1844: 0.0006965904242102311
Position 242: 0.0006647593557889006
Position 217: 0.0006051842321005763
Position 1987: 0.0005782881639965298
Position 1659: 0.0005767043170130145
Position 2429: 0.0005324608841281352
Position 941: 0.0005071103148983144
Position 2140: 0.0004978084395831557
Position 2707: 0.00047555028263801026
Position 3259: 0.00046664836747251526
Position 1527: 0.00044794606331454546
Position 459: 0.0004334550866735238
Position 322: 0.00042349822300422133
Position 1520: 0.00042241014886885693
Position 1478: 0.00041770331417612
Position 3509: 0.00037043598095696715
Position 3619: 0.0003523147623956926
Position 882: 0.00034060694486245675
Position 1720: 0.000331881667681125
Position 1654: 0.00031732477593369215
Position 3115: 0.0002979365039317148
Position 2521: 0.0002872110869784908
Position 394: 0.0002861602957415828
Position 156: 0.00025802437350704775
Position 1259: 0.00019225087412976226
Position 1563: 0.0001667795009165463
Position 962: 0.00016162909625574905
Position 1286: 0.00015578091759738932
Position 3512: 0.0001555579349208647
Position 3392: 0.00015041928710479523
Position 810: 0.00011830927255224242
Position 1412: 0.00011105163135503617
Position 1848: 0.00010182573918168696
Position 1936: 9.918967483019071e-05
Position 768: 9.698208581103826e-05
Position 1624: 9.4507424195651e-05
Position 1822: 9.384904014573713e-05
Position 748: 9.305834039098134e-05
Position 420: 8.329625321992624e-05
Position 2142: 8.033222104647475e-05
Position 1787: 6.904525059596455e-05
Position 1904: 6.750518557609541e-05
Position 793: 6.642424283154053e-05
Position 283: 6.20478016510906e-05
Position 2319: 6.15894784761824e-05
Position 1873: 5.8558740452264286e-05
Position 3566: 5.395098614977118e-05
Position 2344: 5.261923401747448e-05
Position 429: 5.004865333557249e-05
Position 1271: 4.802366537021681e-05
Position 1093: 4.489717275494681e-05
Position 3743: 3.5890744675475665e-05
Position 1906: 3.523266906401372e-05
Position 315: 3.4556367037388295e-05
Position 2120: 3.078235605137694e-05
Position 440: 2.9409616424921523e-05
Position 969: 2.7922182409456824e-05
Position 521: 2.6438296291247352e-05
Position 919: 2.4792218637465875e-05
Position 774: 2.331539477485715e-05
Position 798: 2.2624544759682485e-05
Position 646: 2.1924740089121107e-05
Position 489: 2.0547159499718688e-05
Position 1295: 2.0236692439743376e-05
Position 891: 1.5847484385659322e-05
Position 532: 1.4882509120279514e-05
Position 245: 1.3467942960569735e-05
Position 477: 1.287884150010984e-05
Position 469: 1.2259885989764906e-05
Position 591: 8.917189587270468e-06
Position 194: 7.616966853510296e-06
Position 131: 6.663632240716622e-06
Position 1105: 3.6142691643706945e-06
Position 1692: 3.3228276857628846e-06
Position 1588: 2.4665395168192018e-06
Position 1149: 2.3684211677754725e-06
Position 1677: 1.9047628863823414e-06
Position 1314: 1.8475515783545475e-06
Position 822: 1.256120960717902e-06
Position 181: 7.906709615589646e-07
Position 1070: 5.422071457417851e-07
Position 422: 5.234833151189745e-07
Position 567: 4.904853753570984e-07
Position 191: 4.067142033980508e-07
Position 162: 2.5987355703244046e-07
Position 357: 2.171518902625609e-07
Position 1109: 1.87925579333898e-07
Position 77: 1.5595268129211337e-07
Position 715: 1.508479819212556e-07
Position 770: 1.383688811147015e-07
Position 483: 1.2732077069533164e-07
Position 169: 1.1601468146267772e-07
Position 711: 1.0094677194509001e-07
Position 754: 9.336723685915212e-08
Position 494: 9.107957673106498e-08
Position 431: 8.077241956592455e-08
Position 525: 7.198100393790198e-08
Position 721: 6.333939860939947e-08
Position 128: 1.5774847223488748e-08
Position 539: 1.2681468372947996e-08
Position 109: 4.745759847813226e-09
