Gene = 1700066M21Rik
index = 19
Annotated 5SS: [327]
Annotated 3SS: [5122]
SMsplice 5SS: [169 327]
SMsplice 3SS: [ 236 5122]
top_k =  500
Partition function (log Z): -6.205465177430039

Sorted 5' Splice Sites (High to Low Probability):
Position 327: 0.9412655398419448
Position 169: 0.7176088705720358
Position 2609: 0.2865218081593555
Position 2193: 0.10656708277423878
Position 2153: 0.07519934889955704
Position 2181: 0.05714875761846303
Position 909: 0.04618110104338885
Position 2494: 0.044887336958605945
Position 5234: 0.04061827929277372
Position 826: 0.033692416420711815
Position 1445: 0.033292490509189095
Position 4619: 0.032580220076798436
Position 25: 0.03141757647518986
Position 5391: 0.027045813053115045
Position 2116: 0.02405200132798039
Position 4615: 0.019381197569933707
Position 5445: 0.017937579687623776
Position 472: 0.015197048298027146
Position 997: 0.011877898753272864
Position 1301: 0.011570307093624499
Position 2772: 0.006190450303418487
Position 1364: 0.00347852243004085
Position 2943: 0.0026250485034481617
Position 1919: 0.002431677625360143
Position 1315: 0.0015581629785894038
Position 1009: 0.0015309853466926133
Position 2026: 0.0012687123824566921
Position 2062: 0.0009312316630464875
Position 1307: 0.0006309050273260522
Position 844: 0.000595668608017518
Position 832: 0.0005411393965326282
Position 1541: 0.0004433367329912518
Position 131: 0.0003151395660810927
Position 87: 0.00019167448589396557
Position 548: 0.00018586016270664613
Position 74: 8.766098949900937e-05
Position 59: 5.339308494939401e-05
Position 629: 5.0607502748574236e-05
Position 382: 3.6256628278157486e-05
Position 300: 3.381663584338894e-05
Position 550: 3.0909950760533296e-05
Position 1225: 2.8232087891766483e-05
Position 216: 2.6805653456647447e-05
Position 462: 2.4680919221838313e-05
Position 617: 2.1300404243986364e-05
Position 321: 1.1668432987264538e-05
Position 365: 1.1603947881288052e-05
Position 791: 5.141037090540879e-06
Position 552: 4.662866957245345e-06
Position 985: 4.592335427974485e-06
Position 571: 4.212084917298901e-06
Position 67: 3.264075296072209e-06
Position 879: 2.9636554875415616e-06
Position 554: 2.6388213070074585e-06
Position 466: 2.26906837864334e-06
Position 982: 2.003746087701767e-06
Position 445: 1.8619614035433426e-06
Position 1327: 6.949208472455539e-07
Position 506: 6.054723934719554e-07
Position 482: 4.3122793286296754e-07
Position 882: 3.7287540551796287e-07
Position 920: 3.4842191876292344e-07
Position 665: 1.9809622883775832e-07
Position 199: 1.7101842292627084e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 5122: 0.7485937437047737
Position 236: 0.6518051404802638
Position 2369: 0.20776360131654495
Position 2086: 0.15194719698753645
Position 2421: 0.12969206257495494
Position 741: 0.0784888742747427
Position 4443: 0.07529675416023195
Position 6000: 0.06417959827010054
Position 4363: 0.06224447461505689
Position 2035: 0.0581000509886633
Position 1213: 0.05052408317739111
Position 1918: 0.036670734894808404
Position 5602: 0.030331434263125283
Position 2829: 0.027071571889326466
Position 2721: 0.02138633599421637
Position 879: 0.01949540406405338
Position 1277: 0.019394023960695957
Position 409: 0.01922158201764477
Position 143: 0.01626353623567276
Position 241: 0.013095195815951815
Position 2000: 0.010893923004095854
Position 2453: 0.01058545512580493
Position 5223: 0.009055446999778565
Position 2262: 0.007710668863889385
Position 1741: 0.007149954199947435
Position 2113: 0.0068037390866272605
Position 2056: 0.006492540014381877
Position 273: 0.006339169099426597
Position 3023: 0.006236120093748771
Position 5466: 0.006044300876262426
Position 7543: 0.005011928134305018
Position 6896: 0.0047687069395343385
Position 2003: 0.004162571884048571
Position 766: 0.00324567825950778
Position 206: 0.002125687457342296
Position 747: 0.001805500687390683
Position 1422: 0.0016809512026267092
Position 809: 0.001474274839279971
Position 276: 0.0012453114874670776
Position 6553: 0.00121549875375635
Position 2535: 0.0011571087539220405
Position 1568: 0.001052423895724122
Position 4684: 0.0010337343550295285
Position 1125: 0.0010144827975328663
Position 2061: 0.0009573737829465032
Position 4044: 0.0008204232887290058
Position 2230: 0.0008190534394889063
Position 2179: 0.0007389338896460134
Position 1176: 0.0006035069965793204
Position 908: 0.00040851787449643854
Position 1871: 0.00038648595159152113
Position 629: 0.0003829071680033108
Position 290: 0.00035956479072100136
Position 3670: 0.00033147582996623465
Position 193: 0.0003137927372095933
Position 411: 0.00028117057001869725
Position 1472: 0.0002043551783504479
Position 648: 0.0001670006952964498
Position 1159: 0.00014660312984511942
Position 778: 0.00011227541346734785
Position 123: 9.849330882716113e-05
Position 1138: 7.603988710562394e-05
Position 5271: 6.773122718249387e-05
Position 173: 4.598972536881439e-05
Position 1341: 4.5839372106285874e-05
Position 2345: 3.2467394573668395e-05
Position 326: 3.067488545851572e-05
Position 2296: 2.792009106794934e-05
Position 617: 2.676773232996773e-05
Position 645: 8.626793131309876e-06
Position 188: 7.4503003987469564e-06
Position 452: 7.236372947165308e-06
Position 150: 6.6750557632926215e-06
Position 821: 4.865076632684282e-06
Position 576: 4.09872978338769e-06
Position 935: 4.091334428423592e-06
Position 426: 2.9478210802651757e-06
Position 2116: 2.7257857894274893e-06
Position 892: 2.5223745226174094e-06
Position 341: 1.9874924634843736e-06
Position 1973: 1.8076663877572866e-06
Position 940: 8.333179141098096e-07
Position 541: 7.77532954109296e-07
Position 456: 6.488527638562005e-07
Position 471: 5.886600742751441e-07
Position 287: 2.426032651149902e-07
Position 1367: 1.8210796964401694e-07
Position 530: 1.0647159922377592e-07
Position 466: 8.560997351094047e-08
Position 488: 6.958540000107791e-08
Position 437: 3.726575860800948e-08
Position 454: 5.334162813779876e-09
Position 670: 2.343380776149752e-09
Position 524: 1.2755911643360077e-09
Position 502: 9.400016346373826e-10
