Gene = Ibsp
index = 554
Annotated 5SS: [  184  3020  3162  3330  6876 10279]
Annotated 3SS: [ 2952  3110  3251  6809 10104 10850]
SMsplice 5SS: [  184  3020  3162  3330  6876 11061]
SMsplice 3SS: [ 2952  3110  3251  6809 10850 11156]
top_k =  500
Partition function (log Z): 3.7715890203431512

Sorted 5' Splice Sites (High to Low Probability):
Position 3020: 0.9878831598651208
Position 3330: 0.98500892785978
Position 6876: 0.9283319797769982
Position 184: 0.9159869437806625
Position 3162: 0.8780907862084391
Position 11080: 0.5928290014036421
Position 10279: 0.5223805255526716
Position 9254: 0.480512461352714
Position 8545: 0.38074331416309287
Position 2414: 0.12797046749375646
Position 7259: 0.09372058434533093
Position 10709: 0.09330044012858203
Position 2835: 0.08482729797600803
Position 2732: 0.08209480416985383
Position 2720: 0.06553341538622758
Position 8795: 0.06433743123432709
Position 11001: 0.061750609560024
Position 8473: 0.05768577777302656
Position 7431: 0.030127843630215465
Position 518: 0.028164853895416987
Position 7999: 0.02798987572180419
Position 178: 0.027315225043408446
Position 2513: 0.024266010377191886
Position 21: 0.023185125469641164
Position 4858: 0.01999887867497141
Position 116: 0.01882674456639493
Position 1920: 0.0179543574040192
Position 9329: 0.017607629283259332
Position 6698: 0.016734873503918286
Position 2068: 0.01642627619961653
Position 3944: 0.011132128181448262
Position 1909: 0.010538031171611333
Position 1877: 0.010015982133450696
Position 2615: 0.009851427226463932
Position 5856: 0.009648156902975432
Position 4854: 0.009123519294411192
Position 3835: 0.008535096435475316
Position 10630: 0.008476330445837527
Position 2465: 0.008216388340502102
Position 2197: 0.0077927310439461165
Position 2192: 0.007628400553144177
Position 10971: 0.007456864240036119
Position 11377: 0.006724913830949702
Position 1870: 0.005892182042631401
Position 5769: 0.005859873008078839
Position 5263: 0.005297581681479705
Position 3831: 0.005293265697163722
Position 4567: 0.004892229432111717
Position 5759: 0.004599782178504838
Position 4265: 0.004434414594071503
Position 9487: 0.0034207395499972933
Position 6139: 0.003413435566908397
Position 3816: 0.003198180825860465
Position 2487: 0.002895680214488423
Position 5801: 0.0025288573032504185
Position 391: 0.002431513480888653
Position 1915: 0.002272936986336935
Position 11270: 0.002210499020421687
Position 7011: 0.0019292587238147509
Position 8764: 0.0018220539243653869
Position 6169: 0.0017868719787562035
Position 8783: 0.0017654667976889282
Position 2501: 0.0013595142566847024
Position 4210: 0.0013167898505848364
Position 9011: 0.0013075198236315241
Position 1886: 0.0010649733628087374
Position 4996: 0.0009714949252533942
Position 2504: 0.0009672207727383375
Position 108: 0.0009621182968838615
Position 2175: 0.0008094739338195763
Position 3900: 0.0007505164846407078
Position 10950: 0.0006051439281127435
Position 2591: 0.0005399338612649173
Position 3537: 0.0005235675979285223
Position 2405: 0.0005229390624613599
Position 2550: 0.0004782921440531254
Position 4212: 0.0004641385569391187
Position 2199: 0.00021219195152438113
Position 895: 0.00021021761562594276
Position 1966: 0.0001793750917563321
Position 825: 0.00016201957279897588
Position 1862: 0.00016058605260485103
Position 811: 9.771873297666108e-05
Position 2178: 9.727148616922788e-05
Position 1769: 7.884164973737928e-05
Position 3053: 4.9925668048589524e-05
Position 1688: 4.678195384861928e-05
Position 59: 3.7903984604707024e-05
Position 1400: 3.70958604915622e-05
Position 1654: 3.388463148061657e-05
Position 248: 3.2486163005788155e-05
Position 334: 2.869168960247499e-05
Position 3024: 2.7261341614925277e-05
Position 930: 2.561847992201747e-05
Position 2065: 2.5543977970254166e-05
Position 41: 2.456579299050887e-05
Position 450: 2.15528113862638e-05
Position 3334: 2.1020578774471402e-05
Position 69: 1.7932443522806264e-05
Position 244: 1.7614269835554462e-05
Position 1945: 1.6335619910466213e-05
Position 509: 1.4241432621771733e-05
Position 1840: 1.296860017820932e-05
Position 3204: 1.2291998101595723e-05
Position 1895: 1.157782568988041e-05
Position 1855: 1.1057458350016047e-05
Position 3229: 1.0746670580963605e-05
Position 770: 1.0305550402745937e-05
Position 3067: 1.0303489191048651e-05
Position 1714: 8.795698971445698e-06
Position 1893: 7.5286733510060165e-06
Position 356: 7.229639803433382e-06
Position 1417: 6.899042652288397e-06
Position 1824: 6.83732296412241e-06
Position 684: 6.425212915354632e-06
Position 3252: 6.274795541431087e-06
Position 87: 6.154136601822134e-06
Position 2027: 6.0919059191469476e-06
Position 2011: 4.778361511560587e-06
Position 785: 4.538312561605813e-06
Position 1414: 3.918506134590942e-06
Position 94: 3.6558266895466733e-06
Position 3579: 3.41150390671883e-06
Position 547: 3.386051128312147e-06
Position 3212: 3.25957961960698e-06
Position 218: 3.252683115447205e-06
