Gene = Eepd1
index = 363
Annotated 5SS: [   350   1773  66057 100456 105250 108027 113209]
Annotated 3SS: [   733  66004 100344 105114 107887 113013 121861]
SMsplice 5SS: [   350  11661  18937  24812  26121  33372  39241  87180 100456 105250
 108027 109383 113209 113713]
SMsplice 3SS: [ 11552  18807  24653  26063  33291  39151  87053 100344 105114 107887
 109220 113013 113567 121861]
top_k =  500
Partition function (log Z): -61.396731059581846

Sorted 5' Splice Sites (High to Low Probability):
Position 350: 0.5799736289574908
Position 1773: 0.48974876172700615
Position 1426: 0.34621038377800173
Position 997: 0.32899984371674773
Position 600: 0.3193136944131089
Position 749: 0.27270874884549295
Position 378: 0.17441554792788413
Position 1123: 0.17235091646266953
Position 6412: 0.11452026069028222
Position 7286: 0.07940839620294214
Position 818: 0.03266690984153154
Position 1205: 0.014620522576165099
Position 1060: 0.014388884295265088
Position 1174: 0.01302336320902227
Position 7223: 0.009246786460188833
Position 1652: 0.008883467121438057
Position 1141: 0.007747252885186502
Position 189: 0.004543349263293152
Position 303: 0.004494236768963147
Position 271: 0.0038846807426692873
Position 225: 0.003496334060990591
Position 102: 0.002199272344692018
Position 136: 0.0020945176321468103
Position 856: 0.0019403116477518813
Position 813: 0.001854804788632758
Position 658: 0.0016507500460262276
Position 382: 0.0016400179652766335
Position 1150: 0.0014034117723534286
Position 1192: 0.0013551842099420138
Position 183: 0.0009076626555758363
Position 525: 0.0007186734371722152
Position 734: 0.0006601879942847452
Position 4290: 0.0006364205197663533
Position 692: 0.0005688239716300756
Position 455: 0.00023340827707502392
Position 490: 0.00019949304176995064
Position 403: 0.00019030773651244824
Position 435: 0.00018667124085516897
Position 509: 0.00017633258315812915
Position 630: 0.00013528070279987048
Position 836: 0.0001334936034915095
Position 401: 0.00013193036755758384
Position 828: 0.00012812478431487007
Position 620: 9.421177143214518e-05
Position 569: 9.21772627368206e-05
Position 782: 8.680453456349936e-05
Position 16: 7.517594833921218e-05
Position 85: 4.654626644513819e-05
Position 614: 4.211889651648148e-05
Position 82: 3.9591257178014034e-05
Position 567: 3.355710146589142e-05
Position 466: 2.7513796686147658e-05
Position 427: 2.554406788675784e-05
Position 500: 2.151401442265075e-05
Position 441: 1.416953345826763e-05
Position 683: 1.1880686744882032e-05
Position 502: 1.1216780048859047e-05
Position 471: 9.13485937385628e-06
Position 475: 7.81716755987694e-06
Position 888: 6.967957093765118e-06
Position 10: 3.2136872677118604e-06
Position 535: 2.3231447174023294e-06
Position 963: 2.2368452709377493e-06
Position 493: 1.959600911062402e-06
Position 612: 1.4026715499461303e-06
Position 60: 1.013394304840285e-06
Position 549: 6.334586629560532e-07
Position 882: 5.375809061536781e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 932: 0.5228119729306988
Position 1679: 0.25970160006656445
Position 482: 0.2272079135170185
Position 1332: 0.22289003629250495
Position 8963: 0.18152224871527806
Position 9081: 0.1792058321425316
Position 733: 0.17169981073012752
Position 8696: 0.14721177300651023
Position 1701: 0.1176205241416685
Position 7108: 0.10878209107411817
Position 6274: 0.08525461514144159
Position 872: 0.0713940638152922
Position 561: 0.05483504623334122
Position 11552: 0.05372842703668441
Position 3052: 0.048271445971673384
Position 4394: 0.04411257233368774
Position 5328: 0.039747854393129146
Position 1614: 0.034745781618694314
Position 1575: 0.03421742409993785
Position 1355: 0.03262987640217401
Position 3562: 0.030250773783147104
Position 1318: 0.028369105550809917
Position 1391: 0.027383471826647018
Position 1303: 0.026686100684936032
Position 6320: 0.023069418666495638
Position 627: 0.0201074029331148
Position 2445: 0.01589433017885424
Position 5554: 0.015567209509141061
Position 3252: 0.015552556200610638
Position 4065: 0.015435432477410064
Position 1600: 0.013919240561382447
Position 6323: 0.013040374837005913
Position 4936: 0.012356942679107422
Position 1553: 0.009783247289564631
Position 963: 0.009400948332545902
Position 1463: 0.008684779661233929
Position 6045: 0.0085621009552348
Position 793: 0.008362508146920477
Position 7284: 0.007519706034685847
Position 2421: 0.006408112097250017
Position 1542: 0.00622946827395496
Position 4189: 0.006016841133649719
Position 847: 0.005441559026848222
Position 1229: 0.0036633573523056884
Position 1263: 0.0035247762856093967
Position 5662: 0.0035091589854667846
Position 1260: 0.0034381340894398572
Position 658: 0.002942320330855329
Position 1772: 0.002684462061725423
Position 4259: 0.00262382459571181
Position 2556: 0.0024195770810041973
Position 1072: 0.002339946034627495
Position 599: 0.0022230476554238616
Position 485: 0.0016445350912858271
Position 1412: 0.0016308465909715994
Position 4438: 0.0013783783659679079
Position 934: 0.0010249606192183102
Position 3349: 0.0009024558963617748
Position 986: 0.000894052797501613
Position 3527: 0.0008710913889019593
Position 1005: 0.0006920415701280184
Position 2360: 0.000627587136920566
Position 2571: 0.0006218596390995337
Position 458: 0.0005101968689088897
Position 630: 0.00048370696988120766
Position 1988: 0.00044404705215188496
Position 422: 0.0004137138305828534
Position 1218: 0.00039041974630803526
Position 1082: 0.0002336431564827286
Position 441: 0.00012185019942901407
Position 509: 0.00010790588901720853
Position 765: 9.856953958939234e-05
Position 567: 6.651294465842283e-05
Position 523: 3.908943737900082e-05
Position 1373: 3.600189793338155e-05
Position 813: 3.2235127576834e-05
Position 968: 2.9942170082824363e-05
Position 401: 2.8354798885208407e-05
Position 874: 2.7155835631185107e-05
Position 604: 2.0422154845675414e-05
Position 233: 1.938332918385963e-05
Position 742: 1.4556949230886586e-05
Position 514: 9.10322020076828e-06
Position 690: 8.306573412927077e-06
Position 259: 6.4812906163513865e-06
Position 585: 6.130811890336536e-06
Position 530: 4.45659503579827e-06
Position 683: 3.2027022273970725e-06
Position 306: 2.1434929919008276e-06
Position 287: 1.943976697761525e-06
Position 427: 5.617515573637537e-07
Position 314: 3.0868155567733007e-07
Position 450: 2.1418478107105006e-07
Position 283: 1.7060707978950068e-07
Position 194: 1.500528346186881e-07
Position 535: 1.2133450720965863e-07
Position 168: 5.884181903975491e-08
Position 349: 5.019544677013975e-08
Position 435: 4.651903316856497e-08
Position 183: 4.458962817912422e-08
Position 308: 3.310855721865583e-08
Position 339: 3.194742622305113e-08
Position 236: 2.7354127635557903e-08
Position 544: 2.259357484449934e-08
Position 140: 1.867545775075059e-08
Position 165: 1.8320899655891697e-08
Position 269: 1.3714858686622717e-09
Position 136: 1.100708885439222e-09
Position 107: 8.22509205058356e-10
Position 271: 5.895882904432904e-10
Position 101: 1.9793012234761036e-10
Position 347: 4.51629255325453e-11
Position 369: 3.453002773343315e-11
Position 76: 1.487405618279822e-12
