Gene = Taf10
index = 1055
Annotated 5SS: [ 275  532  934 1136]
Annotated 3SS: [ 376  868 1020 1297]
SMsplice 5SS: [ 275  532  934 1136]
SMsplice 3SS: [ 376  868 1020 1297]
top_k =  500
Partition function (log Z): 3.8609674210481777

Sorted 5' Splice Sites (High to Low Probability):
Position 275: 0.9514734104251964
Position 532: 0.8889566710932696
Position 1136: 0.7467951484580783
Position 1404: 0.7355724727943393
Position 2393: 0.5916612723177447
Position 934: 0.590970504699712
Position 1870: 0.45300621888643033
Position 953: 0.38056287824281004
Position 1216: 0.18067124785893862
Position 3230: 0.14383216409024646
Position 1925: 0.10281879690399243
Position 3481: 0.087826444362075
Position 3458: 0.07961489745530957
Position 1549: 0.06445959803162195
Position 1348: 0.05022011585080178
Position 295: 0.04513166130854069
Position 4207: 0.033747581481349584
Position 3485: 0.029099221077649246
Position 2800: 0.02020835235490149
Position 1138: 0.016287348438577615
Position 1422: 0.01414471055539227
Position 2718: 0.009905067520088944
Position 1901: 0.008555556764608792
Position 1361: 0.008276017667860583
Position 1586: 0.005519130725312043
Position 938: 0.004949192474079098
Position 1162: 0.002664548536265699
Position 1823: 0.0021690805850339105
Position 1508: 0.0019161591569168232
Position 1438: 0.0018830053544646778
Position 3672: 0.0018252834610025489
Position 1696: 0.0017573641241707006
Position 107: 0.001714613115290327
Position 2485: 0.0016612568839726265
Position 1410: 0.0015307431912729224
Position 2713: 0.0012092272487358691
Position 463: 0.0011663864130027747
Position 2700: 0.001099257314087274
Position 472: 0.0007885742593850925
Position 746: 0.0006330660994550401
Position 2378: 0.0005268855272992606
Position 1306: 0.00048320474832236874
Position 477: 0.0003456806118742638
Position 2763: 0.0003241799579972513
Position 1623: 0.0002936098539765293
Position 973: 0.0002121956719744649
Position 961: 0.000165147753915907
Position 475: 0.00014082084827829868
Position 2051: 0.00012625277001250616
Position 100: 9.107031257195947e-05
Position 2769: 8.931911050099552e-05
Position 594: 5.301178041227808e-05
Position 569: 4.7435958328993177e-05
Position 888: 3.871650303279048e-05
Position 510: 3.856690515468632e-05
Position 633: 2.8955770987149862e-05
Position 420: 2.8665780468136317e-05
Position 636: 2.3308052017211205e-05
Position 966: 2.2759569462270413e-05
Position 322: 1.926239295315404e-05
Position 800: 1.8780624461575273e-05
