Gene = Henmt1
index = 537
Annotated 5SS: [  348  1333  2772 12840 13851 17711 18636]
Annotated 3SS: [ 1184  2642 12726 13715 17530 18457 19825]
SMsplice 5SS: [  348  1333  2237  2772 12840 17711 18636]
SMsplice 3SS: [ 1184  2084  2642 12726 17530 18457 19825]
top_k =  500
Partition function (log Z): -5.100994210969561

Sorted 5' Splice Sites (High to Low Probability):
Position 12840: 0.9974463841320549
Position 17711: 0.9326267624731975
Position 1333: 0.909840634252351
Position 2772: 0.907334329114542
Position 2237: 0.8836146052765804
Position 18636: 0.6301994991197402
Position 9726: 0.5769359667703562
Position 13851: 0.49326347236121704
Position 8847: 0.43402533375423025
Position 348: 0.4025261955709424
Position 334: 0.2621102573995202
Position 86: 0.24210923559317463
Position 1997: 0.18467420792662298
Position 6203: 0.17352623990258717
Position 10146: 0.15620867644957673
Position 17959: 0.13182940164167362
Position 506: 0.09858381625478724
Position 19361: 0.0345649021412515
Position 9243: 0.019009602828083817
Position 103: 0.01892308254380607
Position 2271: 0.018879789920259658
Position 18507: 0.014678156164240586
Position 3479: 0.014451428782050198
Position 158: 0.013973248233776693
Position 4730: 0.013055744159480461
Position 4745: 0.012887293253207352
Position 18680: 0.012324729526653932
Position 19163: 0.009839870524394237
Position 19119: 0.007512278931893656
Position 2222: 0.006448400509041397
Position 1680: 0.006099682353530713
Position 145: 0.004965588100887818
Position 1502: 0.0035311324080802386
Position 2159: 0.0034600045478844254
Position 1488: 0.0033642404488164086
Position 18547: 0.002804294500573382
Position 9672: 0.002704823880972143
Position 9701: 0.002521090985976065
Position 815: 0.0023854136359674834
Position 18559: 0.0023747951625757947
Position 943: 0.0023240896222846575
Position 388: 0.0018052582088739025
Position 1958: 0.0017576592278620376
Position 428: 0.001358411986732603
Position 1867: 0.0012274340561215023
Position 627: 0.0009733868524232419
Position 1003: 0.0009482270929815954
Position 1021: 0.0009173977750673326
Position 70: 0.0007401018260670097
Position 443: 0.000601868154869954
Position 8867: 0.0005487893121169347
Position 361: 0.0004974284608092131
Position 1860: 0.0004812179603320748
Position 1081: 0.00040044420786663543
Position 2407: 0.0003796700407410744
Position 1775: 0.0003510503733358395
Position 2691: 0.0003361757135804312
Position 399: 0.0002974757820150142
Position 3874: 0.00029703208835884864
Position 1662: 0.0002298455645577381
Position 1639: 0.000226538758192852
Position 2726: 0.00022181983608405385
Position 1027: 0.0002183939385523301
Position 127: 0.00020812229787946584
Position 1808: 0.00020171636044445044
Position 1789: 0.00020115450175234396
Position 1038: 0.00018798365209929244
Position 1590: 0.0001826194144440723
Position 791: 0.00017537830764618849
Position 115: 0.00017492996070742327
Position 1411: 0.00016281500831190446
Position 3203: 0.00016180591000217922
Position 1499: 0.0001472814134875299
Position 133: 0.00014270013363834624
Position 835: 0.00010983777992213408
Position 782: 0.00010721213282101097
Position 1581: 0.0001028102056879116
Position 4006: 9.565585186721215e-05
Position 591: 8.131707395358794e-05
Position 130: 7.958531486634832e-05
Position 2217: 7.893974136292932e-05
Position 57: 7.893155174124062e-05
Position 487: 7.508805088502934e-05
Position 416: 7.302239642993523e-05
Position 510: 6.979977365656083e-05
Position 862: 6.883966530280738e-05
Position 871: 6.38986674222744e-05
Position 3622: 6.364130653925341e-05
Position 709: 5.840728628702993e-05
Position 3194: 4.8637360707822446e-05
Position 168: 4.664104175086716e-05
Position 2163: 4.576605272284433e-05
Position 864: 4.528919497490648e-05
Position 759: 3.470861728365268e-05
Position 687: 2.858994564479278e-05
Position 663: 2.8285702310876428e-05
Position 522: 2.0729973810529865e-05
Position 3139: 1.912889915002315e-05
Position 51: 1.770233315920014e-05
Position 2655: 1.7355195524289653e-05
Position 657: 1.549360561860686e-05
Position 630: 1.4926269334207798e-05
Position 892: 9.026479837034165e-06
Position 907: 7.226514511555092e-06
Position 7004: 4.424142388322801e-06
Position 4734: 3.846451902286149e-06
Position 1378: 2.815350907655384e-06
Position 5410: 2.108235307149086e-06
Position 39: 1.1662955705191518e-06
Position 6653: 1.117391744546363e-06
Position 1365: 9.783772669889164e-07
Position 1376: 2.8308741001883585e-07
Position 195: 1.2623040491523127e-07
Position 2676: 1.0653626232290955e-07
Position 1506: 1.042618196371577e-07
Position 1226: 9.534561660392628e-08
