Gene = Tapt1
index = 1058
Annotated 5SS: [  209  8519 22413 32375 33436 34256 34542 38004 40391 41668 42042 43925
 47762]
Annotated 3SS: [ 8387 22293 32211 33299 34157 34471 37922 40280 41607 41972 43847 47600
 49439]
SMsplice 5SS: [  209  8519 32375 33547 34542 38004 47762]
SMsplice 3SS: [ 8387 32211 33299 34471 37922 47600 49439]
top_k =  500
Partition function (log Z): -26.053188383872897

Sorted 5' Splice Sites (High to Low Probability):
Position 209: 0.9901911188525929
Position 8519: 0.4610482853853218
Position 8625: 0.37238571921366875
Position 3182: 0.2665433432969584
Position 4557: 0.2503820639561456
Position 7276: 0.1829565817720606
Position 1062: 0.1631206942388402
Position 7412: 0.10559144365957013
Position 8986: 0.08981590481904207
Position 6966: 0.05097932319164172
Position 423: 0.043941264567284755
Position 4219: 0.03933829404420511
Position 10659: 0.03480939676178664
Position 6393: 0.024305413580554828
Position 4692: 0.023990408291120917
Position 2735: 0.01550866633284205
Position 556: 0.015437294535644519
Position 10055: 0.014606514023428168
Position 1582: 0.013019809629640314
Position 10354: 0.008575719762893284
Position 1100: 0.00802188625970328
Position 1150: 0.005807131128001339
Position 1120: 0.005691545004079545
Position 2467: 0.005599300575056642
Position 3767: 0.002097670098363087
Position 509: 0.0020874494555488546
Position 2224: 0.0016017177170666243
Position 3227: 0.0010020932359859703
Position 3164: 0.0006680979970430972
Position 3208: 0.0005818253864767225
Position 4619: 0.0005520607814721453
Position 6886: 0.00045099767977074893
Position 2742: 0.0002475588070056832
Position 3525: 0.0002212009396696357
Position 2462: 0.00021606112086644655
Position 1092: 0.00020816073561692795
Position 2795: 0.00020044538328662748
Position 2420: 0.00019684072250319344
Position 695: 0.00017517957282183334
Position 360: 3.0358584706240263e-05
Position 885: 2.7821874192613833e-05
Position 450: 1.776762695136063e-05
Position 662: 1.7399046103452684e-05
Position 116: 1.7170834598629315e-05
Position 667: 1.5639457479050136e-05
Position 1532: 1.3504550219331668e-05
Position 439: 1.2297923438611577e-05
Position 1613: 1.1806298393112169e-05
Position 336: 1.0462021002801428e-05
Position 586: 9.437973337806043e-06
Position 826: 8.922048090267557e-06
Position 480: 7.4799559377011376e-06
Position 1146: 6.75881979781445e-06
Position 782: 6.53534986645629e-06
Position 1558: 5.794396858484108e-06
Position 460: 5.784527023762344e-06
Position 721: 5.721143048249279e-06
Position 382: 5.57740344352912e-06
Position 443: 5.564084822743976e-06
Position 656: 4.869326742190772e-06
Position 591: 4.405330790014825e-06
Position 761: 3.482669084494647e-06
Position 1939: 3.470195979012561e-06
Position 1610: 3.3936967025135657e-06
Position 62: 1.8814254980424457e-06
Position 544: 1.8366671885295696e-06
Position 1824: 1.7616031572185363e-06
Position 604: 1.7143964872503428e-06
Position 2910: 1.5885882112909281e-06
Position 1859: 1.4592145034694972e-06
Position 119: 1.4202598377005918e-06
Position 653: 1.3186064225867384e-06
Position 1217: 1.3080915485330718e-06
Position 1137: 9.050088252047379e-07
Position 574: 8.496176352208807e-07
Position 3119: 7.141884874194265e-07
Position 955: 6.429198092506219e-07
Position 803: 5.672091293749181e-07
Position 726: 1.9964475974431057e-07
Position 849: 1.2408585093161927e-07
Position 901: 1.0435777812105803e-07
Position 632: 9.197601727225171e-08
Position 714: 8.752260858882888e-08
Position 675: 6.309013764631852e-08
Position 284: 2.5888182251007558e-08
Position 281: 9.445445653950327e-09
Position 347: 6.974586719097471e-09
Position 3: 3.624692951567567e-09
Position 28: 1.4186025936451972e-09
Position 5: 1.170043013742219e-09
Position 398: 5.542110940708626e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 8387: 0.8564563544268223
Position 15106: 0.3005449766316859
Position 7194: 0.23795764550575252
Position 4376: 0.23227105430253334
Position 9032: 0.22240533763688147
Position 991: 0.18734548687731145
Position 3026: 0.12571056037641665
Position 8870: 0.12310285735916189
Position 2901: 0.10847915572066197
Position 10498: 0.09926624873791898
Position 10658: 0.0871516814118822
Position 6816: 0.0797914523139477
Position 6965: 0.05922542282384274
Position 10164: 0.053026891178311684
Position 321: 0.037366620126519354
Position 15536: 0.030350350153739596
Position 8968: 0.030216398122948348
Position 4379: 0.02811433818685757
Position 2626: 0.026006767139413366
Position 3363: 0.020514571670870754
Position 6239: 0.019606508591947798
Position 4336: 0.017612560185309916
Position 11455: 0.016087679846554744
Position 4118: 0.014001929910347813
Position 9975: 0.013767477844366594
