Gene = Rap1gds1
index = 884
Annotated 5SS: [   166  24721  53389  59656  91480 109334 111377 116166 116648 117792
 119008 119880 129539 133472]
Annotated 3SS: [ 24612  53265  59529  91332 109204 111250 116021 116515 117656 118881
 119739 129411 133342 147488]
SMsplice 5SS: [   166  24721  53389  59390  59656  90745  91480  93629 105298 109334
 111377 116166 116648 117792 118802 119008 119880 124406 129539 133472]
SMsplice 3SS: [ 24612  53265  59262  59529  90559  91332  93538 105225 109204 111250
 116021 116515 117656 118703 118881 119739 124212 129411 133342 147488]
top_k =  500
Partition function (log Z): -71.26180192328374

Sorted 5' Splice Sites (High to Low Probability):
Position 166: 0.9446665184058467
Position 7400: 0.5480884124915925
Position 8523: 0.19424289231575606
Position 8032: 0.18869477501784954
Position 14980: 0.1824209759351499
Position 6518: 0.16718152628530786
Position 7255: 0.1656364279866805
Position 6757: 0.11839693391938332
Position 6273: 0.10982613963271477
Position 14911: 0.07175874566586019
Position 4635: 0.0689056139494693
Position 1621: 0.05759608275419113
Position 546: 0.042181388745741726
Position 5775: 0.027575068388634265
Position 5568: 0.017123102409749902
Position 5835: 0.01319147821097994
Position 7623: 0.01233109243541441
Position 277: 0.01191667495235975
Position 1435: 0.008797962746979235
Position 6320: 0.004459862617824531
Position 2871: 0.0041519638872382185
Position 6366: 0.0012401273192215068
Position 72: 0.0008112389531590691
Position 3055: 0.0007031263915437073
Position 6226: 0.0006777512682773025
Position 268: 0.0005165302543031286
Position 1705: 0.00016952914081264618
Position 616: 0.00016021108888949313
Position 140: 0.00013952758052791545
Position 1587: 5.896214817833405e-05
Position 2301: 4.81582224492304e-05
Position 2175: 4.7621468139334234e-05
Position 565: 4.540212209608431e-05
Position 170: 4.183283871949454e-05
Position 2045: 3.942954030486339e-05
Position 622: 3.654216955924664e-05
Position 2394: 3.257504334304686e-05
Position 926: 4.862493318017247e-06
Position 1362: 2.6853957657786528e-06
Position 993: 1.6780705233134568e-06
Position 151: 1.2097482647397918e-06
Position 355: 6.652988750935169e-07
Position 446: 5.243369474046087e-07
Position 182: 5.101392534398036e-07
Position 719: 4.5929134881227945e-07
Position 607: 4.285121131667265e-07
Position 1092: 3.9579136414340966e-07
Position 713: 3.9133247920753804e-07
Position 1487: 2.011878989488305e-07
Position 350: 1.3554665166479145e-07
Position 260: 5.508193918840811e-08
Position 217: 5.3880070125127035e-08
Position 43: 2.7915619339478812e-08
Position 227: 2.654819518846922e-08
Position 338: 2.5583412515476912e-08
Position 233: 1.3840136319914536e-08
Position 1010: 5.850204437716412e-10
Position 768: 5.696900848666514e-10
Position 748: 2.811554946965728e-10
Position 730: 2.7806974683906265e-10
Position 501: 2.129055659002663e-10
Position 778: 1.8917145616999812e-10
Position 423: 1.558507445566042e-10
Position 645: 1.0256659168556105e-10
Position 761: 9.440756746684299e-11
Position 679: 7.164526741866706e-11
Position 706: 2.456993557543946e-11
Position 831: 5.089128900966068e-12
Position 460: 1.8937348046336228e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 7339: 0.5338226599293179
Position 14793: 0.35610923422083207
Position 11467: 0.21724335883906926
Position 8369: 0.19933128048573195
Position 7888: 0.1968215519978627
Position 15096: 0.19395747021292
Position 7100: 0.17177955460787167
Position 17815: 0.1469272866881922
Position 6574: 0.1261167102105028
Position 6144: 0.09946945127513858
Position 9492: 0.0932956548365868
Position 9418: 0.06363294349687579
Position 6365: 0.055865104669949844
Position 1513: 0.040474161538219734
Position 6344: 0.04014749321587739
Position 6250: 0.037378324695257814
Position 5707: 0.033956996700054844
Position 6305: 0.027122229219899013
Position 4427: 0.025964247123166938
Position 9090: 0.020497289387946902
Position 13857: 0.01992383117494434
Position 7347: 0.01490803480672447
Position 7281: 0.01425209291221179
Position 4520: 0.012892925046039302
Position 4295: 0.012616816545116769
Position 1435: 0.01252669372230218
Position 2461: 0.01181739489144445
Position 7230: 0.011217321465723204
Position 6437: 0.01088458550890755
Position 10127: 0.00951978075143517
Position 6426: 0.008691986843358866
Position 5382: 0.008547065023209588
Position 4537: 0.007911811004180236
Position 11721: 0.0074784533429331475
Position 5425: 0.007387970519261512
Position 4517: 0.006959078224765727
Position 7322: 0.006660780372287173
Position 6429: 0.00636074763861153
Position 1201: 0.0061064930841044805
Position 6807: 0.006074798902775821
Position 12191: 0.005091141356294767
Position 10525: 0.0042312306547745825
Position 6212: 0.004223089072532333
Position 1586: 0.003954747398885481
Position 3897: 0.0035423232824938313
Position 5515: 0.003342451580785087
Position 2749: 0.0031489308752075096
Position 8913: 0.0029197293894968382
Position 7030: 0.0026137650285000245
Position 5664: 0.0025086079018809865
Position 6874: 0.0024999591371337297
Position 4466: 0.0022996393976059707
Position 1922: 0.0022434410684450267
Position 10025: 0.002203280298790192
Position 8059: 0.00220304217688321
Position 7700: 0.002034693149355943
Position 5750: 0.0017890741192358307
Position 11528: 0.001766516378742589
Position 1332: 0.0015384654463060862
Position 6079: 0.0015146737436777444
Position 2609: 0.0014651654010258358
Position 4401: 0.0014217747869316863
Position 4434: 0.0013600732879828958
Position 3748: 0.0013183188982204852
Position 1335: 0.0012598941615128163
Position 5267: 0.001151779429588877
Position 5555: 0.0011381774541175777
Position 2271: 0.0010668437418890338
Position 5589: 0.0008941102818275521
Position 7495: 0.0008801405958224106
Position 2936: 0.0008473103243026003
Position 1361: 0.0007325018249829359
Position 4985: 0.0006655668948101698
Position 7534: 0.0006446280915390695
Position 454: 0.0006331072184348649
Position 1384: 0.0006073071695945913
Position 751: 0.0005782030170213318
Position 812: 0.000521463177991958
Position 4588: 0.0005212342378170086
Position 2120: 0.0005184881673395459
Position 6842: 0.0005123580870001388
Position 3544: 0.0004836908140572984
Position 5119: 0.00047547949358289835
Position 864: 0.0004074711938491804
Position 1686: 0.0004033951150137271
Position 1537: 0.00039774153404519035
Position 3405: 0.0003268628601741812
Position 2493: 0.00032313343071273254
Position 1001: 0.00030613607627364006
Position 847: 0.0003048358404391201
Position 6958: 0.0002999643724044222
Position 941: 0.00027798252984137067
Position 1215: 0.0002641883380783798
Position 1544: 0.00024389168700982933
Position 4720: 0.0002184157736288905
Position 299: 0.000211151642901381
Position 1723: 0.00021019603840258803
Position 1291: 0.0001639538181629448
Position 2430: 0.00014184534353437785
Position 2212: 0.00013173272863183238
Position 439: 0.00011611583507072617
Position 4728: 0.00011317378242294658
Position 1840: 0.00010820534534695585
Position 1306: 9.481975137224993e-05
Position 1317: 9.210797313002877e-05
Position 930: 8.038234485706232e-05
Position 3646: 7.52554526966838e-05
Position 3473: 6.636620581317014e-05
Position 4110: 6.547042774877445e-05
Position 3479: 5.3669771531383266e-05
Position 1381: 4.897089450709494e-05
Position 3175: 4.6007042633268486e-05
Position 472: 4.36564823065279e-05
Position 652: 3.996153709543956e-05
Position 1877: 3.918174507188147e-05
Position 2014: 3.833955301379046e-05
Position 1236: 2.739146618569458e-05
Position 1961: 2.7060548504556863e-05
Position 1023: 2.2329935121180142e-05
Position 1061: 2.082608838784158e-05
Position 1339: 1.2941384768924176e-05
Position 1246: 1.201048744341339e-05
Position 1164: 9.655583910273352e-06
Position 1620: 3.848468752353637e-06
Position 2800: 2.1423358312242764e-06
Position 1439: 1.7041047420959406e-06
Position 1358: 1.6125900265695895e-06
Position 1278: 1.4046163439799874e-06
Position 1221: 1.3818092520323632e-06
Position 2048: 1.3325612351346493e-06
Position 276: 1.3061416662529694e-06
Position 1524: 1.1265057851437276e-06
Position 225: 1.1149770196144804e-06
Position 306: 9.294631308007443e-07
Position 1451: 8.554231534933252e-07
Position 1264: 8.149354628726859e-07
Position 1991: 7.123522242352514e-07
Position 1597: 6.997765329495959e-07
Position 1313: 1.8058125186256555e-07
Position 1047: 1.3489688045385006e-07
Position 1217: 1.1024040471021269e-07
Position 1250: 7.339667996747785e-08
Position 1256: 7.042953645181715e-08
Position 233: 4.7554412181358386e-08
Position 1034: 2.821418395150321e-08
Position 783: 2.37641842968983e-08
Position 1567: 1.942436310059909e-08
Position 877: 1.1705721404866806e-09
Position 971: 2.1630348925278735e-11
Position 557: 5.209048992367544e-12
