Gene = Ufc1
index = 1161
Annotated 5SS: [ 104  391 4876 5141 5507 5854]
Annotated 3SS: [ 196 4807 5076 5429 5762 6052]
SMsplice 5SS: [ 104  391 3457 4876 5170 5507 5854]
SMsplice 3SS: [ 196 3309 4807 5076 5429 5762 6052]
top_k =  500
Partition function (log Z): 7.591954018830402

Sorted 5' Splice Sites (High to Low Probability):
Position 4876: 0.9719687405618934
Position 5170: 0.8736529470787159
Position 391: 0.8599861346646637
Position 5507: 0.8169139154836282
Position 3457: 0.7723088498896651
Position 5854: 0.6895912547938011
Position 104: 0.6764727062827699
Position 3749: 0.32038840497374976
Position 2419: 0.29381530732000655
Position 5141: 0.11625839149063848
Position 40: 0.0835173439857369
Position 798: 0.06677391166690166
Position 4017: 0.060587021509243846
Position 3447: 0.05592106189014656
Position 348: 0.051563151299968385
Position 5540: 0.04758781236648627
Position 217: 0.041932271691451424
Position 1538: 0.03999248683011657
Position 108: 0.03897633352522384
Position 5524: 0.036984623151327875
Position 2196: 0.03420016872436221
Position 1609: 0.03306627117234897
Position 1503: 0.029806644612615698
Position 213: 0.026248154114266186
Position 4296: 0.019669977579944705
Position 635: 0.013018009611606695
Position 3971: 0.012152579261999738
Position 4895: 0.010395345240413318
Position 2391: 0.010185657123599012
Position 4901: 0.009045810005328185
Position 1746: 0.008723372237488987
Position 352: 0.007610528695320743
Position 2573: 0.00679379861536276
Position 3759: 0.0059606735701140225
Position 4884: 0.0053387460878881075
Position 55: 0.004992093399172697
Position 3167: 0.004018863269834274
Position 3847: 0.003317057286291285
Position 3975: 0.002392523038264831
Position 679: 0.00230337798148165
Position 5521: 0.0018598332484983428
Position 5188: 0.0017364042932050726
Position 1456: 0.0016834886623859353
Position 310: 0.0016426740091845704
Position 5200: 0.0012778094013832873
Position 658: 0.0012252357937888128
Position 158: 0.0012093553957125008
Position 1265: 0.001175327862507622
Position 3712: 0.001100644737424166
Position 64: 0.0010658753493028488
Position 5279: 0.0010562077317660158
Position 444: 0.000979044785060869
Position 1494: 0.0007120299493965776
Position 3137: 0.0006669006617678171
Position 5313: 0.0006442435207428625
Position 2541: 0.0005505047121328086
Position 2218: 0.0005352743021019932
Position 5906: 0.0005165468594096382
Position 5501: 0.0003944281686787342
Position 5645: 0.0003683893254902121
Position 4931: 0.0003063777465823157
Position 18: 0.00030205223436151015
Position 5872: 0.00030157089183591754
Position 1292: 0.00020720634581918593
Position 6099: 0.0002000834069467538
Position 5874: 0.00019740914248403426
Position 436: 0.00018064453976233602
Position 5245: 0.00014698090660718706
Position 4897: 0.00012710681046895387
Position 5858: 0.00011751971430545605
Position 5351: 0.00010865867395961091
Position 768: 8.72956198198059e-05
Position 82: 8.442287389093985e-05
Position 196: 8.420707544249854e-05
Position 5147: 6.963577581759642e-05
Position 5174: 6.562766287790339e-05
Position 378: 6.17740966342873e-05
Position 1297: 5.292999206191154e-05
Position 1209: 5.048692443038363e-05
Position 1541: 4.5537914608855124e-05
Position 692: 4.052812643582117e-05
Position 483: 3.631387604541514e-05
Position 418: 3.572574512279526e-05
Position 1162: 2.948089225422637e-05
Position 1886: 2.682795943910466e-05
Position 5095: 2.570666015778754e-05
Position 395: 2.4326400715885025e-05
Position 21: 2.1711307117491902e-05
Position 788: 2.0187978402271847e-05
Position 5145: 1.6570364912508724e-05
Position 292: 1.634079494432121e-05
Position 4807: 1.4057210642113321e-05
Position 4970: 1.3772046610982863e-05
Position 1175: 8.591713724878284e-06
Position 1571: 7.885307039952174e-06
Position 1545: 7.101414404847368e-06
