Gene = Dmp1
index = 340
Annotated 5SS: [ 100 4538 5025 7318 7534]
Annotated 3SS: [4462 4976 7284 7488 9026]
SMsplice 5SS: [ 100 4538 5147 7318]
SMsplice 3SS: [4462 4976 7153 7488]
top_k =  500
Partition function (log Z): -2.061679656666166

Sorted 5' Splice Sites (High to Low Probability):
Position 7318: 0.9465153720161097
Position 100: 0.9347483304205136
Position 4538: 0.8809965007584832
Position 7534: 0.47310250609544313
Position 5147: 0.44599438408917813
Position 4365: 0.33093588714574346
Position 5117: 0.24768493138485526
Position 5025: 0.20263957888931083
Position 5374: 0.17090845684617356
Position 4862: 0.14674301417760552
Position 297: 0.11671995611489004
Position 1653: 0.08679186070879928
Position 4878: 0.055683423452521454
Position 2219: 0.050417928565961445
Position 4884: 0.04947621968356049
Position 1234: 0.049369200481868394
Position 7493: 0.044452898479241984
Position 2624: 0.03783070125164035
Position 2166: 0.0338010417719183
Position 515: 0.027175074532537
Position 3280: 0.021673294672714085
Position 4463: 0.020645509250434266
Position 8598: 0.020522880189559976
Position 5338: 0.018990138346751152
Position 4628: 0.018019265322675917
Position 9118: 0.017537066907539877
Position 1205: 0.012949932539795891
Position 589: 0.012814465491501026
Position 3595: 0.009681076785799301
Position 4905: 0.008774358641539937
Position 5548: 0.008564525732561008
Position 3300: 0.007220375761464424
Position 7689: 0.006969139737793676
Position 4610: 0.006906705700790714
Position 691: 0.0039621418100044895
Position 6743: 0.0036070858312812126
Position 1191: 0.0033640426913933265
Position 1450: 0.002997448938224821
Position 4618: 0.002964630465709002
Position 3462: 0.0029346119955948042
Position 5392: 0.0025274345644328666
Position 9670: 0.0021291068771295153
Position 9838: 0.002050422958262222
Position 7586: 0.0015420719406668679
Position 5029: 0.00150498985540902
Position 630: 0.001177716945123147
Position 4115: 0.001175126055337773
Position 9545: 0.0010960038875602
Position 1382: 0.0010554849444789232
Position 1348: 0.000986433856101896
Position 9817: 0.0008763861790918974
Position 3288: 0.0008091791642727043
Position 4209: 0.0006155086736777197
Position 4542: 0.0005593695971870987
Position 7286: 0.00047968684211067926
Position 3366: 0.0004569866175022747
Position 6777: 0.0004407617205496426
Position 6736: 0.00040175303218704434
Position 7358: 0.0003271794071428029
Position 5154: 0.00025796292487553166
Position 315: 0.00023398685797638462
Position 5151: 0.0002139992196499493
Position 5068: 0.00020641877637726956
Position 326: 0.0001897602725761482
Position 59: 0.00018570317411413135
Position 613: 5.9190843392196414e-05
Position 221: 5.577891629023885e-05
Position 5121: 5.050750015504857e-05
Position 7322: 3.414541319522072e-05
Position 8571: 3.371416320988434e-05
Position 8715: 3.36807095470425e-05
Position 6723: 2.1960643339248898e-05
Position 70: 9.249998312672604e-06
Position 7615: 7.542456115117428e-06
Position 574: 6.887706382399289e-06
Position 215: 4.23647039932117e-06
Position 1033: 3.6317980769941964e-06
Position 786: 3.2140753604805157e-06
Position 556: 3.1276134495406496e-06
Position 252: 3.074587475447572e-06
Position 460: 2.4236207447825863e-06
Position 975: 1.7626118965265407e-06
Position 860: 1.7183714906538284e-06
Position 348: 1.018670964580174e-06
Position 937: 9.661372245284703e-07
Position 601: 7.901752523695682e-07
Position 633: 6.213394216606313e-07
Position 686: 5.830974880321208e-07
Position 1454: 5.348004281358498e-07
Position 1224: 2.7901602617565304e-07
Position 301: 1.8324169394151192e-07
Position 404: 1.3664462256627763e-07
Position 20: 8.341567192036266e-08
Position 317: 6.244998728279591e-08
Position 147: 6.151521969033317e-08
Position 463: 1.0637111242281306e-08
Position 172: 8.962325346751122e-09
Position 242: 6.077120689478037e-09
Position 445: 5.5801594973865375e-09
Position 474: 2.6017503390196287e-09
Position 258: 2.5451519628690872e-09
Position 399: 1.5889879848164442e-09
Position 410: 8.625650953298139e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4976: 0.8976293941770769
Position 4462: 0.8757709453162302
Position 7488: 0.8480191915576776
Position 7153: 0.627443367209397
Position 4293: 0.3748848822714325
Position 7284: 0.2558613200485026
Position 9026: 0.23618607505463868
Position 5251: 0.1958904730015586
Position 8374: 0.16845198386488688
Position 10555: 0.11475110690482361
Position 4800: 0.09389563511096945
Position 4822: 0.08744090625521336
Position 2045: 0.07329427945321958
Position 1137: 0.06705081287967324
Position 8987: 0.05576543809772489
Position 193: 0.05033611764876482
Position 7131: 0.04921706451816684
Position 1519: 0.04408433205995493
Position 3205: 0.035264780228738433
Position 10574: 0.03416886599484081
Position 448: 0.033045351677988874
Position 7234: 0.029097968161224272
Position 1537: 0.028151399687816176
Position 2512: 0.020508363039802288
Position 7652: 0.01864576957241509
Position 4679: 0.018183160758480435
Position 4628: 0.01752698220132013
Position 4657: 0.01464418387071146
Position 7399: 0.010319607070660522
Position 4161: 0.010215598456998081
Position 2537: 0.009216667289439998
Position 4753: 0.008445129851021034
Position 9660: 0.007487909121313841
Position 10526: 0.006352645348748392
Position 2460: 0.005812271834598824
Position 8908: 0.005769699405854109
Position 5450: 0.005570369247476868
Position 4741: 0.005553634060986958
Position 8669: 0.005466621921080249
Position 4609: 0.0052148753176192685
Position 3406: 0.004908553157462511
Position 8348: 0.004892925809763452
Position 6569: 0.00456738951417069
Position 4436: 0.0043440710329446484
Position 9982: 0.004231763328530067
Position 9625: 0.004178870952612334
Position 1575: 0.0036604139399117465
Position 1651: 0.0035128906794159947
Position 5271: 0.0032331893677327852
Position 9471: 0.003172533754449132
Position 4187: 0.003146697570382731
Position 4102: 0.0029176276736213387
Position 11274: 0.0028575683958137915
Position 2077: 0.0027228858804312184
Position 9007: 0.002692149729421932
Position 2028: 0.002676386496161484
Position 267: 0.0025374249085065195
Position 179: 0.002461710826743772
Position 7493: 0.002389381809698291
Position 1977: 0.0023194913885801497
Position 9502: 0.0023036396312616572
Position 1361: 0.0021861703848118793
Position 1539: 0.0020910757372668448
Position 8423: 0.0019927818315776556
Position 195: 0.00168665375850308
Position 4364: 0.0016659569039514015
Position 9258: 0.0016459525669654074
Position 1316: 0.001595895550372321
Position 1761: 0.0015665402901106063
Position 199: 0.0015545882499416544
Position 1843: 0.0015270933896957097
Position 8299: 0.001504973243938064
Position 533: 0.0014651124597751689
Position 1233: 0.0014509643144170817
Position 510: 0.0013362033662272696
Position 3338: 0.001179823928242577
Position 9049: 0.0011648815533162583
Position 9116: 0.0011396511471745193
Position 2296: 0.001127739235816523
Position 547: 0.0011028154519212077
Position 1110: 0.0010563937957250701
Position 1113: 0.001047255218729791
Position 3859: 0.000977418505651312
Position 2540: 0.0007428966085827646
Position 6990: 0.0007426105521096448
Position 8353: 0.0007291892895071488
Position 3142: 0.000665291613010511
Position 4412: 0.0006591948069169827
Position 3479: 0.0006496605618635353
Position 4661: 0.0006049606973785907
Position 11477: 0.0005951504886540061
Position 8456: 0.0005870662416941417
Position 4763: 0.0005435907002590664
Position 341: 0.00048084564835985163
Position 2388: 0.00042276324339993106
Position 383: 0.0003788229237109954
Position 1457: 0.0003752869019629917
Position 365: 0.0003575700271890645
Position 1556: 0.00034647765548152803
Position 1166: 0.00032849490879363304
Position 514: 0.0003163200553365843
Position 9198: 0.0003128183667193656
Position 1325: 0.0002748372910620758
Position 9479: 0.00027422494944377045
Position 4905: 0.0002714282845390287
Position 7455: 0.0002496881556618663
Position 8503: 0.00022452854362048244
Position 8303: 0.00022106254389621914
Position 3952: 0.00019770754968646243
Position 588: 0.00017508089260092412
Position 1141: 0.00017028779114906963
Position 3086: 0.00010741550803002664
Position 2013: 9.312180866662542e-05
Position 8498: 5.855614365035637e-05
Position 486: 3.1846213348239614e-05
Position 4936: 3.087049226488525e-05
Position 1139: 2.9012638572147704e-05
Position 4984: 2.6815030947484023e-05
Position 457: 2.4972457975467006e-05
Position 1469: 2.020514028023385e-05
Position 652: 1.9156998843831824e-05
Position 1434: 1.7314432384406485e-05
Position 1611: 1.718020912367827e-05
Position 139: 1.6801132992492494e-05
Position 601: 1.444940455215369e-05
Position 1492: 1.3204573203840456e-05
Position 1437: 1.2831881962964342e-05
Position 1075: 1.1796331331653354e-05
Position 491: 9.908578522960405e-06
Position 1979: 6.801486601287212e-06
Position 2058: 4.783436217385879e-06
Position 2061: 4.648076030290721e-06
Position 1577: 3.7317565937654323e-06
Position 1430: 3.2800231529161437e-06
Position 215: 2.3549140945770566e-06
Position 2003: 2.2853071868387705e-06
Position 616: 2.09636075063127e-06
Position 549: 1.9834868761133385e-06
Position 459: 1.6471007918368998e-06
Position 367: 1.6263567408044507e-06
Position 408: 1.504116343547681e-06
Position 415: 1.2012730552937729e-06
Position 1144: 1.0321120173604952e-06
Position 1032: 1.0041027535236597e-06
Position 208: 8.152976053532253e-07
Position 301: 7.728644152088812e-07
Position 633: 7.198824405639911e-07
Position 2165: 6.533249786297473e-07
Position 5485: 5.216330964952222e-07
Position 474: 3.320018318290577e-07
Position 210: 1.7914148317104066e-07
Position 1371: 1.306989332724873e-07
Position 308: 1.1613381567931406e-07
Position 410: 9.974486231477986e-08
Position 386: 7.97767228252746e-08
Position 495: 6.526964843373546e-08
Position 1014: 4.53049149501658e-08
Position 221: 4.3720769935642924e-08
Position 399: 3.630722149320236e-08
Position 1148: 8.416013030155222e-09
Position 147: 2.7107232830651737e-09
Position 314: 1.3758097924028016e-10
Position 310: 5.0530536928443544e-11
Position 94: 3.885823844605566e-12
Position 96: 3.6747806913728906e-13
Position 104: 1.9989973220983153e-13
Position 98: 1.7700911983268623e-16
Position 90: 2.300566290641088e-17
