Gene = Dag1
index = 317
Annotated 5SS: [  179 10858 45946]
Annotated 3SS: [10800 45547 54296]
SMsplice 5SS: [  334 10950 45946]
SMsplice 3SS: [10800 45834 54296]
top_k =  500
Partition function (log Z): -31.900001262810033

Sorted 5' Splice Sites (High to Low Probability):
Position 10950: 0.868742659374116
Position 334: 0.5137700510628099
Position 179: 0.28413789283168567
Position 17143: 0.2342971426229277
Position 5611: 0.21347338879020522
Position 478: 0.1994683196365769
Position 7620: 0.16701293532658035
Position 12954: 0.07570729486499381
Position 10858: 0.06773794132209322
Position 14268: 0.04632884448913948
Position 10149: 0.03416285001053307
Position 12925: 0.03234309325658673
Position 1921: 0.032070487975476354
Position 2962: 0.022224758898220048
Position 1505: 0.016581144900691454
Position 5847: 0.015115212469431847
Position 4035: 0.010306050866669842
Position 3279: 0.010116290669619808
Position 17473: 0.009287283578999805
Position 9428: 0.009109257395968606
Position 1809: 0.007752068252183082
Position 1511: 0.006991890655201878
Position 5007: 0.00694301343548506
Position 2983: 0.006790432074485859
Position 10125: 0.006682250594201957
Position 15922: 0.006262458834404995
Position 12574: 0.001857066487891757
Position 245: 0.00045743232960761504
Position 534: 0.0003317567270877023
Position 338: 0.00032823489650678596
Position 1343: 0.00025734589464695084
Position 8: 0.00021237572338345925
Position 1177: 0.00012297597941880113
Position 639: 0.00010291115899790362
Position 1416: 8.027970883951807e-05
Position 363: 7.855471349763068e-05
Position 500: 7.469741428194047e-05
Position 837: 7.396786372003952e-05
Position 2142: 7.094132340072818e-05
Position 687: 5.750546806654365e-05
Position 833: 5.562705657431956e-05
Position 327: 2.6666701954099033e-05
Position 1058: 2.330745806862463e-05
Position 1642: 1.5854974890397784e-05
Position 853: 1.2974583170379948e-05
Position 1219: 1.2464517497316928e-05
Position 1677: 9.827195765382364e-06
Position 260: 9.703473987719662e-06
Position 529: 8.920192788988593e-06
Position 676: 5.754721219537765e-06
Position 865: 5.748331723728865e-06
Position 1096: 5.472191627331866e-06
Position 82: 1.1980563788121517e-06
Position 504: 1.1595163826206033e-06
Position 1969: 4.4888863728163186e-07
Position 2510: 2.052595826140213e-07
Position 280: 1.664962519619523e-07
Position 1877: 1.6339838806735733e-07
Position 324: 1.2619837892796197e-07
Position 2388: 1.2595789386925311e-07
Position 183: 9.032275568421038e-08
Position 1471: 8.700750740742754e-08
Position 122: 8.291689522200608e-08
Position 114: 8.152500199728499e-08
Position 112: 7.074717428980954e-08
Position 932: 2.7956209015142417e-08
Position 1037: 2.498928952575542e-08
Position 1077: 1.9863060963445476e-08
Position 271: 1.727653621024837e-08
Position 89: 1.563413995384459e-08
Position 66: 1.5161759222071316e-08
Position 282: 1.1255417619021281e-08
Position 663: 5.666511116973163e-11
Position 620: 5.495412859939305e-11
Position 670: 4.803128888800548e-11
Position 706: 3.6758801027791404e-11
Position 468: 3.51163716624231e-11
Position 637: 3.391155778667395e-11
Position 777: 1.9065166745241962e-11
Position 769: 1.479090668042387e-11
Position 795: 1.3709829620500371e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 10800: 0.9232335182037965
Position 17598: 0.3675392896707598
Position 16988: 0.23054058471074712
Position 5505: 0.1839147024507719
Position 7491: 0.16620097424398703
Position 12849: 0.14661945898215464
Position 21166: 0.1356373375619997
Position 20311: 0.10186895888342869
Position 14220: 0.09101997680829453
Position 10047: 0.04254083088931848
Position 17169: 0.03535894415553037
Position 1736: 0.035216551537680885
Position 10816: 0.03425179624550115
Position 15729: 0.03233638675103964
Position 5543: 0.03008105549000619
Position 12332: 0.028152723161225267
Position 13348: 0.027970592220202106
Position 2807: 0.027319813921253558
Position 14651: 0.02524145191605639
Position 16638: 0.018657849353592673
Position 1358: 0.0179927186831964
Position 16871: 0.0168349461961798
Position 13298: 0.016799241078243057
Position 9161: 0.015714110058996915
Position 14624: 0.012441563157805032
Position 14676: 0.010519176726756998
Position 13611: 0.009080814027427138
Position 11387: 0.007903789245079784
Position 4849: 0.007494902661078761
Position 5740: 0.00741712237016343
Position 3255: 0.00666939983869802
Position 12019: 0.006330273459371489
Position 5755: 0.00553812218840383
Position 1785: 0.005446733284619876
Position 12366: 0.0051779117160670445
Position 14521: 0.0050286238826866125
Position 2955: 0.004997963969337907
Position 3869: 0.004851559816764631
Position 15161: 0.004512968767036706
Position 11665: 0.004175824585986641
Position 10765: 0.0037249445024218884
Position 6030: 0.003165137438922897
Position 5736: 0.0031507902904718225
Position 3947: 0.0029503421773094266
Position 13384: 0.0028291166030383294
Position 7533: 0.002736792644254756
Position 3163: 0.002557470769647783
Position 3095: 0.002179601482290778
Position 10427: 0.001986496503991814
Position 11581: 0.0018474015455981884
Position 6309: 0.0016836827264689724
Position 1404: 0.0014344586437670516
Position 1322: 0.0014039012058924968
Position 11683: 0.0013840853203003394
Position 11858: 0.0012426382889884542
Position 833: 0.0012264050875403104
Position 3819: 0.0010091373857277367
Position 6584: 0.0009650277249561477
Position 6517: 0.000959577438880456
Position 11123: 0.0008636622486567672
Position 3200: 0.0008611057818048116
Position 3775: 0.0008180539606363133
Position 11075: 0.0007807272973479492
Position 1327: 0.000747768008369459
Position 11199: 0.0007115732542995147
Position 397: 0.0005756498173898012
Position 1823: 0.0005129418670010047
Position 2823: 0.0004887502178606197
Position 1409: 0.0004876419735992841
Position 1312: 0.00044353221554950496
Position 3929: 0.0004369831493564715
Position 3824: 0.00042203455547972423
Position 2803: 0.00027941872174862823
Position 7022: 0.00025340834104677594
Position 1379: 0.000245231894800553
Position 3278: 0.00024011151006394943
Position 1230: 0.00021678502914598968
Position 2526: 0.00018187616524402544
Position 3328: 0.00013298883944073148
Position 2444: 0.00010623420978470919
Position 7918: 8.995568956342809e-05
Position 537: 8.984452765130025e-05
Position 3549: 7.958813788442236e-05
Position 7355: 6.927415544018415e-05
Position 4795: 6.617135972129932e-05
Position 887: 5.938100969028152e-05
Position 852: 5.848910252495637e-05
Position 1950: 5.27682815518513e-05
Position 759: 4.1064257376567885e-05
Position 3302: 3.384966564038462e-05
Position 1300: 2.3583741414728905e-05
Position 4323: 2.1383155707416265e-05
Position 4680: 1.9641374663827432e-05
Position 297: 1.4890548199734857e-05
Position 3068: 1.4729049136698602e-05
Position 1967: 1.3887042808304022e-05
Position 1333: 1.0460476017519086e-05
Position 932: 1.0249200286177359e-05
Position 1387: 9.591590514060022e-06
Position 406: 8.990071206078816e-06
Position 2016: 8.49934119957316e-06
Position 2663: 8.344219385944771e-06
Position 511: 6.468609594170787e-06
Position 1135: 5.5495369856020666e-06
Position 482: 5.427853371295326e-06
Position 997: 4.424875216767317e-06
Position 543: 3.5587278175278e-06
Position 1894: 2.0323214111821543e-06
Position 2083: 1.761165658109624e-06
Position 1974: 1.7155139892950594e-06
Position 2062: 1.691180294830178e-06
Position 1680: 1.376020534411821e-06
Position 2874: 8.341801353364944e-07
Position 1750: 8.157300256497586e-07
Position 2914: 7.003834634411924e-07
Position 300: 5.275307821130381e-07
Position 1298: 3.8677651964570216e-07
Position 1274: 3.7728832913006767e-07
Position 1431: 2.9256258855317793e-07
Position 2003: 2.5758241673925895e-07
Position 1195: 1.5687281978087026e-07
Position 2297: 1.0070917515696295e-07
Position 1294: 1.0006830961006452e-07
Position 1504: 5.870121084695668e-08
Position 1251: 3.008551338341234e-08
Position 271: 2.8872288298510453e-08
Position 1457: 2.509671192282336e-08
Position 338: 2.3109571145961838e-08
Position 2346: 2.2915930102072515e-08
Position 2385: 2.062334356301104e-08
Position 1067: 1.4517972916564883e-08
Position 2262: 1.2894300417443703e-08
Position 1167: 1.0093136104453804e-08
Position 260: 8.803252233588753e-09
Position 1088: 6.349099353773568e-09
Position 1048: 3.9801377463776305e-09
Position 248: 3.0747120401929664e-09
Position 1212: 2.841833618269291e-09
Position 1208: 1.7645619604001523e-09
Position 909: 1.7503887068044402e-09
Position 1023: 1.5196028134503253e-09
Position 1093: 1.5157072604549687e-09
Position 239: 2.0627079146190383e-10
Position 118: 1.0566072963200228e-10
