Gene = C2cd6
index = 196
Annotated 5SS: [  403 17018 18230 19904 25184 26218 27124 28751 32505 34329 36245 42405]
Annotated 3SS: [16930 18177 19757 25057 26172 27054 28670 32369 34222 36180 42366 43614]
SMsplice 5SS: [  403 17018 19904 28751 32505]
SMsplice 3SS: [16930 19757 28670 32369 43742]
top_k =  500
Partition function (log Z): -22.803473332530594

Sorted 5' Splice Sites (High to Low Probability):
Position 403: 0.9863717102556406
Position 17018: 0.9465615061598741
Position 16460: 0.5038472098157685
Position 10450: 0.4078655084866446
Position 17316: 0.29649126573277046
Position 19904: 0.2338803303276595
Position 6152: 0.08035160432749017
Position 20341: 0.028673276070937156
Position 20308: 0.01490436288457509
Position 18080: 0.014220665602125971
Position 374: 0.01066595345310442
Position 481: 0.00278776606290238
Position 4: 0.0015273108922943424
Position 903: 0.0007865260837403267
Position 3264: 0.0007296742389310993
Position 898: 0.0001590227129439152
Position 2964: 6.501960457279106e-05
Position 266: 5.067047972733166e-05
Position 106: 4.67491853599478e-05
Position 723: 3.917075939165878e-05
Position 6938: 3.538878728027779e-05
Position 423: 3.308196420578385e-05
Position 687: 2.054714904199277e-05
Position 70: 1.5923045210103232e-05
Position 2765: 1.3484621366108091e-05
Position 126: 1.0129186969954651e-05
Position 704: 6.010753654647876e-06
Position 45: 3.536041580847345e-06
Position 1057: 3.448436099285908e-06
Position 216: 2.528961175408444e-06
Position 138: 1.0584088692988512e-06
Position 617: 3.54637592865301e-07
Position 520: 2.2321378772818856e-07
Position 461: 2.1878754685847113e-07
Position 690: 2.1093101696625604e-07
Position 8: 1.0518066443393137e-07
Position 2408: 2.5166764603047837e-08
Position 407: 2.2442533843485836e-08
Position 1618: 1.4520967273650083e-08
Position 301: 6.96237234670825e-09
Position 448: 4.860621880610269e-09
Position 490: 2.8576503953916503e-10
Position 523: 2.541362286793061e-10
Position 545: 7.217936627057242e-11
Position 1287: 1.7262554307346289e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 16930: 0.8777223003053845
Position 16326: 0.5148457850139829
Position 10297: 0.4080925629157013
Position 20749: 0.39888221065119456
Position 19757: 0.24223965737196773
Position 17203: 0.21313819896427408
Position 17728: 0.18453750687814896
Position 18177: 0.1439006887649152
Position 17226: 0.09883204574595492
Position 16821: 0.0801927804394044
Position 6029: 0.07912084869446842
Position 20219: 0.06833263127003361
Position 18248: 0.0667720614666699
Position 17983: 0.04780822140167429
Position 17696: 0.03265308150885583
Position 21991: 0.03181235151251488
Position 14339: 0.007519958944006919
Position 17533: 0.005822751241740766
Position 16090: 0.005200766977711861
Position 6042: 0.0018949726484832666
Position 1535: 0.0017451533238799057
Position 11041: 0.001479763126232484
Position 564: 0.0012482462955053957
Position 10564: 0.001209290007480972
Position 265: 0.0011221223419506043
Position 2715: 0.0010589762869707368
Position 1508: 0.0008192667978645925
Position 4355: 0.0007691923254748717
Position 11466: 0.0006106743293424219
Position 791: 0.0005444870475539537
