Gene = Ndufc2
index = 740
Annotated 5SS: [ 355 7007]
Annotated 3SS: [6862 7615]
SMsplice 5SS: [ 355 7007]
SMsplice 3SS: [6862 7615]
top_k =  500
Partition function (log Z): -10.53995393227016

Sorted 5' Splice Sites (High to Low Probability):
Position 355: 0.9488279659927468
Position 7007: 0.3447584429656832
Position 4652: 0.14406210053651103
Position 4082: 0.08408248452120932
Position 7078: 0.04085888306096021
Position 104: 0.02538216487216969
Position 6179: 0.021635620350285812
Position 4683: 0.016969229951080404
Position 342: 0.01647406473312959
Position 644: 0.015347307934001526
Position 3973: 0.011453441472773343
Position 3034: 0.010995955816500182
Position 7228: 0.010711275346118503
Position 2287: 0.00876571952620736
Position 5434: 0.008484567803192565
Position 6477: 0.007834854867568169
Position 1513: 0.007519486035769218
Position 410: 0.006659248042944404
Position 556: 0.00595314033198007
Position 6491: 0.005752927707815143
Position 5204: 0.005055244088809055
Position 5499: 0.004758470613730125
Position 740: 0.004470149517381739
Position 1386: 0.004065044357067737
Position 65: 0.0028022170920964286
Position 6305: 0.002585856420211595
Position 1217: 0.0023311093509413624
Position 1392: 0.002141179071926566
Position 2391: 0.001686083707780923
Position 3935: 0.0016569519748279964
Position 112: 0.0010919209443913645
Position 6517: 0.001020053569460371
Position 7380: 0.0007728697931003782
Position 6939: 0.0007093694574727
Position 1830: 0.0006698517460438306
Position 157: 0.00036626562033550167
Position 4244: 0.0003209072143377411
Position 3939: 0.00032088452938416423
Position 4045: 0.0002826731798174813
Position 18: 0.00010796971950920339
Position 652: 9.162065622959389e-05
Position 2063: 7.220601983504227e-05
Position 1260: 6.237994485889401e-05
Position 2084: 6.116353157935196e-05
Position 2055: 4.5780577269257324e-05
Position 52: 4.292520761089621e-05
Position 2000: 4.062058604439914e-05
Position 2087: 4.0426085505508214e-05
Position 1866: 3.718284970785186e-05
Position 130: 3.5365427694118746e-05
Position 127: 1.871648762761317e-05
Position 151: 1.6401817294946728e-05
Position 145: 3.7030751459303417e-06
Position 397: 3.4753951292155375e-06
Position 10: 2.129525195211797e-06
Position 120: 1.6587043345497758e-06
Position 279: 7.951091039879593e-07
Position 417: 5.602558348080567e-07
Position 133: 3.9385350252638497e-07
Position 293: 3.824097402282949e-07
Position 524: 3.383734561948054e-07
Position 821: 2.2964922814465833e-07
Position 485: 1.8592350183404325e-07
Position 501: 1.1802514642606023e-07
Position 169: 8.402599389128634e-08
Position 561: 5.458974034596397e-08
Position 707: 1.5161237493401223e-08
Position 469: 1.2551135132538464e-08
Position 736: 4.115149681792336e-09

