Gene = Spesp1
index = 1012
Annotated 5SS: [207]
Annotated 3SS: [8644]
SMsplice 5SS: [207]
SMsplice 3SS: [9262]
top_k =  500
Partition function (log Z): -9.383628971410062

Sorted 5' Splice Sites (High to Low Probability):
Position 207: 0.947565663622849
Position 2808: 0.24186632823116064
Position 4723: 0.19360170795250067
Position 2366: 0.08135921760865
Position 199: 0.0353262318877125
Position 2336: 0.02950787363641405
Position 7597: 0.029505864334296198
Position 8806: 0.02713642643035448
Position 776: 0.024290987974173246
Position 48: 0.01857955291358532
Position 8790: 0.015476546063384748
Position 634: 0.013219074469948269
Position 3699: 0.01232886247271304
Position 4746: 0.009526048537994158
Position 8823: 0.007490537619671816
Position 83: 0.00699624702384377
Position 4541: 0.005697669992021253
Position 2202: 0.005123587992431765
Position 849: 0.005106352976642174
Position 3721: 0.004366648261165369
Position 1336: 0.004222221338696692
Position 9516: 0.0030271281761075183
Position 5068: 0.0029469689601972168
Position 381: 0.0020018108363943563
Position 2191: 0.0011516497323416169
Position 392: 0.0008908022928845927
Position 2785: 0.0008622779578165264
Position 2813: 0.0006681136125015705
Position 2743: 0.0006337571333998444
Position 583: 0.0004831922908643834
Position 477: 0.00047777182848768903
Position 1746: 0.00046453683427484554
Position 1373: 0.0004108785819037798
Position 1273: 0.0003545480560057662
Position 829: 0.00032180936237067263
Position 3818: 0.0002750735197971936
Position 4153: 0.00022311088583689927
Position 226: 7.36718814593982e-05
Position 164: 2.2872177999604206e-05
Position 211: 1.848522495697413e-05
Position 276: 1.7418503018718873e-05
Position 235: 1.1552016640029597e-05
Position 223: 9.311258438768525e-06
Position 155: 8.590986324501388e-06
Position 216: 5.601162346609492e-06
Position 40: 3.948735116305049e-06
Position 573: 3.629288127984764e-06
Position 16: 1.709815507126197e-06
Position 187: 1.4161740489444953e-06
Position 598: 9.338701999954007e-07
Position 237: 8.115720150917813e-07
Position 158: 4.774185675018531e-07
Position 394: 4.4326043186791743e-07
Position 780: 4.1862475074430463e-07
Position 468: 3.11770887598777e-07
Position 471: 2.6307813402803097e-07
Position 96: 2.2592172517932247e-07
Position 692: 2.2352522836584837e-07
Position 607: 2.1896418239468673e-07
Position 269: 2.0476343297906545e-07
Position 744: 1.8618482222461605e-07
Position 115: 1.7952194461221492e-07
Position 446: 1.5753058256106523e-07
Position 496: 1.5130854941879164e-07
Position 785: 1.408596742086542e-07
Position 644: 1.1535445612766867e-07
Position 172: 9.839643588192813e-08
Position 862: 5.8070411975787373e-08
Position 751: 4.563775997418186e-08
Position 854: 4.220904369685406e-08
Position 128: 3.787643738065374e-08
Position 348: 1.886112159139576e-08
Position 109: 6.866686369947836e-09
Position 257: 4.409487883131182e-10
Position 289: 3.1130246235582843e-10
Position 278: 3.759320452824967e-11
Position 280: 1.0800217813387273e-12
Position 309: 3.5250854011234293e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 9262: 0.34544384029379827
Position 4485: 0.3258182683228669
Position 2657: 0.2450870534383153
Position 8703: 0.07656690465636351
Position 319: 0.06259494384669367
Position 2133: 0.058215037526696246
Position 10588: 0.052229602080331665
Position 2194: 0.04881860417654387
Position 4594: 0.04220129763505518
Position 1165: 0.04047088009369379
Position 510: 0.03494917140057595
Position 7547: 0.03248541828662932
Position 7831: 0.025832838541211295
Position 3525: 0.025380228547391148
Position 4791: 0.025330400383033823
Position 652: 0.023558102358780215
Position 6928: 0.021939134780472037
Position 7294: 0.017730871811622223
Position 8644: 0.016774789374391377
Position 1133: 0.016125546419001564
Position 3932: 0.015397140256288275
Position 2742: 0.013333835155888265
Position 7180: 0.010547639138320627
Position 8496: 0.008763758285052917
Position 6583: 0.008208849546763543
Position 4437: 0.0077614513981136375
Position 2255: 0.007570817169631423
Position 4490: 0.007078190333842609
Position 151: 0.006670190162881028
Position 6952: 0.006182661225237428
Position 6354: 0.005572901566961994
Position 10105: 0.00475870359631071
Position 7744: 0.004588830864357017
Position 9538: 0.004166380427261278
Position 2444: 0.003860970138143503
Position 364: 0.003575282600157294
Position 3234: 0.0034697599653292373
Position 9490: 0.0033556484830363524
Position 9602: 0.0030271281761075183
Position 2311: 0.0029943984839875975
Position 4256: 0.002778864130272074
Position 5127: 0.0026177742161174774
Position 8991: 0.0024875688060152852
Position 1039: 0.0023556520627947383
Position 6021: 0.0023010125917041096
Position 2600: 0.0022789453601288565
Position 3899: 0.0022378227383795728
Position 1953: 0.0021652453322557118
Position 5945: 0.0021463787360078163
Position 1551: 0.0021356797392631257
Position 515: 0.0020697404486023758
Position 2695: 0.0017634802751004851
Position 2059: 0.0017479591677477405
Position 2400: 0.0015571355249526016
Position 406: 0.0015347887969893498
Position 2676: 0.0015257289338788836
Position 4413: 0.0014171277822404849
Position 128: 0.0014017484477060569
Position 1265: 0.001339484270466413
Position 2162: 0.0013111672206664296
Position 4302: 0.0013076789245251433
Position 289: 0.0012240533652387977
Position 1194: 0.0012058478660517047
Position 663: 0.0011689987808281518
Position 4618: 0.0010844626455525207
Position 7734: 0.001078956749851344
Position 380: 0.0010154711427307294
Position 1232: 0.0010070812227592927
Position 1607: 0.0009224397023190988
Position 1210: 0.0008831977926355565
Position 1690: 0.000797798506050074
Position 3144: 0.0007453587958073104
Position 468: 0.0007226860145326891
Position 4803: 0.0007031059831339003
Position 1745: 0.0006894151841806117
Position 2496: 0.0006455544775055776
Position 164: 0.0006137612886943081
Position 5504: 0.0005568221281116262
Position 5425: 0.0005496006864675685
Position 2613: 0.0005189416377023647
Position 6117: 0.0005118806726804008
Position 5391: 0.0005044366905022536
Position 5095: 0.0004894602416081347
Position 2864: 0.0004624771425170855
Position 5811: 0.0004354383985803969
Position 2919: 0.0004302908596344986
Position 583: 0.0004087551977680787
Position 5708: 0.00040337186143671956
Position 2475: 0.0003968936738064813
Position 4114: 0.00038488175451714874
Position 1057: 0.00037683381045864115
Position 1102: 0.00028735007027559396
Position 4048: 0.0002806082443260169
Position 1485: 0.00026835377743688276
Position 3858: 0.00026359205535875316
Position 3610: 0.00026042932382616495
Position 1522: 0.00023468241257113606
Position 1706: 0.00023427710036154673
Position 551: 0.000230420459207994
Position 607: 0.00022815086899727783
Position 619: 0.00021742213461371923
Position 3973: 0.00019779637582295002
Position 1214: 0.00018786792598235997
Position 1596: 0.00018081060551868014
Position 2416: 0.00014947098870262014
Position 391: 0.00012203073847824058
Position 425: 0.00011980120548676535
Position 1887: 0.00010644322899318411
Position 1304: 5.997494183662622e-05
Position 692: 4.470957011207169e-05
Position 671: 3.409846954706793e-05
Position 2328: 3.409523265664385e-05
Position 668: 3.2067723234584115e-05
Position 588: 2.4257943126075492e-05
Position 630: 6.360013057993919e-06
Position 105: 2.9568615601807123e-06
Position 558: 1.6661120862110298e-06
Position 633: 1.081814054143696e-06
Position 761: 1.0234792952032697e-06
Position 82: 8.626568761201702e-07
Position 697: 7.992834568475812e-07
Position 847: 5.45834955362693e-07
Position 234: 1.3014555903616883e-07
Position 336: 8.586614909674704e-08
Position 276: 5.720192667621911e-08
Position 90: 4.79769924665798e-08
Position 207: 3.4946851886508737e-09
Position 211: 7.532906167269561e-14
