Gene = Timm29
index = 1082
Annotated 5SS: [349]
Annotated 3SS: [427]
SMsplice 5SS: [349]
SMsplice 3SS: [427]
top_k =  500
Partition function (log Z): -8.731836842477362

Sorted 5' Splice Sites (High to Low Probability):
Position 349: 0.6496578405048246
Position 519: 0.46726501258272307
Position 271: 0.1442112680914231
Position 109: 0.11647430610564098
Position 280: 0.055654177836933265
Position 321: 0.024279978780780264
Position 1180: 0.022260661474742264
Position 1360: 0.020217851610157225
Position 1012: 0.019099130676416096
Position 569: 0.016349282586609764
Position 2689: 0.009162099171165661
Position 240: 0.00751023584894179
Position 829: 0.007059678778866251
Position 266: 0.006377157227700384
Position 315: 0.005130241771377087
Position 301: 0.0036722657419337073
Position 2207: 0.003512058256080782
Position 45: 0.0027441171627536824
Position 2707: 0.0022251045506211237
Position 113: 0.00221627645221181
Position 353: 0.001494019880649422
Position 1039: 0.0012856361598040595
Position 2776: 0.0010537894975481583
Position 148: 0.0010132370449550193
Position 103: 0.0007670700435676122
Position 609: 0.00041535647456236637
Position 706: 0.0003848345612068555
Position 304: 0.0002930021052422824
Position 131: 0.0002133303340168578
Position 374: 6.923639458451171e-05
Position 204: 5.822291434589099e-05
Position 928: 5.689619542205296e-05
Position 523: 5.463538201338298e-05
Position 981: 3.733569913756973e-05
Position 123: 1.7452564091841798e-05
Position 657: 1.5056323851960687e-05
Position 969: 1.270630185415044e-05
Position 335: 1.2492188737067143e-05
Position 549: 1.2189029376165718e-05
Position 689: 1.208064246938655e-05
Position 25: 3.703754309372318e-06
Position 615: 3.6817074822317402e-06
Position 356: 2.34956003432756e-06
Position 468: 2.3302917618919804e-06
Position 1411: 1.746485421211206e-06
Position 1679: 1.5350039971040702e-06
Position 730: 1.1547614937397496e-06
Position 675: 9.178221106744962e-07
Position 378: 3.9675461354518615e-10
Position 390: 2.0420317590236475e-10
Position 395: 6.397588818583027e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 427: 0.9189307258350228
Position 2891: 0.11086374776091446
Position 2569: 0.07320431373037202
Position 861: 0.06582590242487496
Position 1989: 0.05524759384857451
Position 1246: 0.05199546756489954
Position 756: 0.04843718880654644
Position 2848: 0.024794644102110613
Position 229: 0.0210228911396885
Position 792: 0.020840238557157876
Position 2065: 0.02050288760844075
Position 666: 0.015553504566553354
Position 739: 0.014869540859253917
Position 1556: 0.014851187832764678
Position 2103: 0.01210326647611298
Position 410: 0.01203786262213758
Position 2439: 0.008866844968333785
Position 1351: 0.008565106702045504
Position 1112: 0.008172848311986383
Position 2974: 0.005706169696112696
Position 1682: 0.00568546607749589
Position 2014: 0.005494128635237347
Position 1011: 0.0054894171264751645
Position 1593: 0.0044152982758563445
Position 942: 0.004310085366371021
Position 1814: 0.00381244664140407
Position 1278: 0.003416691876080606
Position 2536: 0.00285212333050238
Position 1038: 0.0028449945856284338
Position 2492: 0.002637745534662725
Position 1747: 0.0024965591044476126
Position 166: 0.0024663108282664777
Position 2688: 0.0022782715245678173
Position 2444: 0.002092809159044512
Position 1457: 0.0020459350063608446
Position 2808: 0.0016830603125904166
Position 1773: 0.0015401339076719306
Position 1861: 0.0014652341981286636
Position 1143: 0.0014222778792902385
Position 220: 0.0013067319279679917
Position 761: 0.0012706205774091098
Position 1562: 0.001191909215805127
Position 1098: 0.0011145383825716165
Position 1391: 0.0010664568484348392
Position 3233: 0.0010541429220774492
Position 2196: 0.0010026772554579452
Position 2944: 0.0009376110611828889
Position 1692: 0.0008265596650088158
Position 1123: 0.0008043594337655989
Position 2386: 0.0007872844843570797
Position 1732: 0.0007373950488932037
Position 1252: 0.0006822489157056646
Position 1572: 0.0006562813212750138
Position 2294: 0.0006413525215631474
Position 246: 0.0005958477530993276
Position 1511: 0.0005673724378034227
Position 1533: 0.0005253992214606084
Position 1749: 0.0004992196440832177
Position 1226: 0.0004914700508344539
Position 683: 0.00043722025505187024
Position 3195: 0.00042676459452618435
Position 1381: 0.0004059059356726075
Position 1635: 0.0003747596432054708
Position 771: 0.00037229079754267795
Position 1796: 0.00036196188130499247
Position 1793: 0.00027483685540240633
Position 1974: 0.0002715828304510927
Position 1912: 0.00027085024408736945
Position 654: 0.0002163398566175271
Position 1059: 0.00017711804350055644
Position 1047: 0.0001742299999239735
Position 285: 0.0001440403273097944
Position 1020: 0.00014242811445891646
Position 569: 9.620474989742933e-05
Position 233: 9.367980643981152e-05
Position 257: 8.218303623393904e-05
Position 1035: 7.372294924384744e-05
Position 259: 6.840557172506805e-05
Position 1080: 6.468642994619565e-05
Position 291: 6.155961930597694e-05
Position 897: 3.713524946988198e-05
Position 952: 3.57477199410476e-05
Position 326: 2.4553672456280814e-05
Position 330: 2.160957528801013e-05
Position 981: 1.8074376667043124e-05
Position 1053: 1.3421194414221037e-05
Position 987: 7.856654109147711e-06
Position 294: 5.6952234080197955e-06
Position 108: 5.4072519398480885e-06
Position 465: 3.950423971807455e-06
Position 296: 3.855816839240551e-06
Position 1280: 3.816149818448981e-06
Position 1149: 1.5726602243731774e-06
Position 372: 4.611130357000343e-07
Position 362: 2.419933297452921e-07
Position 573: 3.04997089927156e-08
Position 349: 2.985476854250971e-08
Position 395: 2.6495116045088038e-08
Position 356: 2.4805844699749985e-08
Position 496: 2.2620039021836926e-08
Position 387: 1.7354860957385833e-08
Position 365: 1.2127448292736873e-08
Position 588: 6.7194681287015484e-09
Position 353: 2.237178046216622e-09
Position 585: 1.9694885138850488e-10
